cost_scenario,model,策略,动作,date,open,mark,mark_clock,cash,shares,dividend_receivable,equity,net_return,pnl,price_pnl,dividend_recognized,dividend_paid,exposure,accounting_error,origin,terminal_unliquidated,turnover,requested_quantity,filled_quantity,open_price,fill_price,commission,slippage_cost,notional,status,cash_before,shares_before,cash_after,shares_after,decision_action,execution_exit_reasons,forecast_age_trading_days
STRESS,PRICE,共同月份价格对照,退出,2024-03-01,3.501,3.53,CLOSE,192813.09251999995,0,0.0,192813.09251999995,-0.0021098864661166505,-407.67388000004576,-110.20000000001234,0.0,0.0,0.0,-3.3224978324142285e-11,2024-02-29,False,0.9977947017196466,-55100,-55100,3.501,3.497,77.07388,220.4000000000002,192684.69999999998,FILLED,205.46639999998752,55100,192813.09251999995,0.0,,,
STRESS,PRICE,共同月份价格对照,进入,2025-05-06,3.886,3.903,CLOSE,144557.79811999993,12400,0.0,192954.99811999995,0.0007359749182243025,141.90559999999823,210.79999999999882,0.0,0.0,0.2508211783656491,-5.471179065352771e-13,2025-04-30,False,0.2501697336502013,12400,12400,3.886,3.89,19.2944,49.600000000000044,48236.0,FILLED,192813.09251999995,0,144557.79811999993,12400.0,,,
STRESS,PRICE,共同月份价格对照,退出,2025-06-03,3.946,3.957,CLOSE,193419.04579999993,0,0.0,193419.04579999993,-0.0011895328476945188,-230.35232000000542,-161.19999999999877,0.0,0.0,0.0,-6.608047442568932e-12,2025-05-30,False,0.2526293617644033,-12400,-12400,3.946,3.942,19.55232,49.600000000000044,48880.8,FILLED,144557.79811999993,12400,193419.04579999993,0.0,,,
STRESS,PRICE,共同月份价格对照,进入,2026-02-02,4.68,4.6,CLOSE,97338.12879999992,20500,0.0,191638.1287999999,-0.009207557573423064,-1780.917000000045,-1640.0000000000014,0.0,0.0,0.4920732663718226,-2.7540636438061483e-11,2026-01-30,False,0.49655141045060436,20500,20500,4.68,4.6850000000000005,38.41700000000001,102.50000000001603,96042.50000000001,FILLED,193419.04579999993,0,97338.12879999992,20500.0,,,
STRESS,PRICE,共同月份价格对照,增加,2026-04-01,4.52,4.534,CLOSE,11.713799999910407,42000,0.0,190439.7137999999,0.008526654478070883,1610.0849999999919,1756.4999999999995,0.0,0.0,0.9999384907708262,9.109157872444484e-12,2026-03-31,False,0.5120445165142072,21700,21500,4.52,4.525,38.915000000000006,107.5000000000168,97287.50000000001,PARTIALLY_FILLED_CASH_OR_T_PLUS_ONE,97338.12879999992,20500,11.713799999910407,42000.0,,,
STRESS,PRICE,共同月份价格对照,减少,2026-05-06,4.866,4.888,CLOSE,153071.96519999992,10500,0.0,204395.96519999992,0.008766429320659741,1776.2514000000083,1994.9999999999948,0.0,0.0,0.2511008470728855,1.0174971976084635e-11,2026-04-30,False,0.7491864060648068,-31500,-31500,4.866,4.861,61.2486,157.49999999999665,153121.5,FILLED,11.713799999910407,42000,153071.96519999992,10500.0,,,
STRESS,PRICE,共同月份价格对照,退出,2026-06-01,4.923,4.868,CLOSE,204690.30959999992,0,0.0,204690.30959999992,-0.00035726881222952755,-73.15559999999823,0.0,0.0,0.0,0.0,6.465938895416912e-13,2026-05-29,False,0.2521885432519044,-10500,-10500,4.923,4.918,20.6556,52.49999999999888,51639.0,FILLED,153071.96519999992,10500,204690.30959999992,0.0,,,
STRESS,PRICE,共同月份价格对照,进入,2026-08-03,4.624,4.599,CLOSE,154214.0271599999,10900,0.0,204343.12715999992,-0.001696135203852367,-347.18244000000414,-272.4999999999942,0.0,0.0,0.24531825805303006,-1.4139800441625994e-12,2026-07-31,False,0.24649970044307376,10900,10900,4.624,4.6290000000000004,20.182440000000003,54.50000000000852,50456.100000000006,FILLED,204690.30959999992,0,154214.0271599999,10900.0,,,
STRESS,PRICE,共同月份价格对照,统一终点清算,2026-08-14,4.737,4.737,OPEN_TERMINAL,205772.1956399999,0,0.0,205772.1956399999,5.865315193265275e-05,12.068479999987176,87.20000000000007,0.0,0.0,0.0,-1.4061640740692383e-11,2026-08-13,False,0.2505682279756254,-10900,-10900,4.737,4.732,20.631520000000002,54.499999999998835,51578.8,FILLED,154214.0271599999,10900,205772.1956399999,0.0,,,
STRESS,DAILY_TREND_EXIT,原EPS加期限与每日趋势退出,进入,2024-05-06,3.64,3.648,CLOSE,228.9235199999821,54800,0.0,200139.32351999998,0.0006966175999998381,139.32351999997627,438.4000000000004,0.0,0.0,0.9988561792056967,-2.390265763096977e-11,2024-04-30,False,0.998456,55500,54800,3.64,3.644,79.87648000000002,219.2000000000002,199691.2,PARTIALLY_FILLED_CASH_OR_T_PLUS_ONE,200000.0,0,228.9235199999821,54800.0,TARGET_100,,0.0
STRESS,DAILY_TREND_EXIT,原EPS加期限与每日趋势退出,退出,2024-07-01,3.487,3.501,CLOSE,191020.97615999996,0,0.0,191020.97615999996,-0.0015448083341799146,-295.54736000002595,0.0,0.0,0.0,0.0,-2.5778490453376435e-11,2024-06-28,False,0.9976576852236543,-54800,-54800,3.487,3.483,76.34736,219.2000000000002,190868.4,FILLED,228.9235199999821,54800,191020.97615999996,0.0,独立退出条件触发，清仓请求持续到成交,含分红价格连续两个收盘不高于一百二十日均线,0.0
STRESS,DAILY_TREND_EXIT,原EPS加期限与每日趋势退出,进入,2024-08-01,3.502,3.483,CLOSE,569.0258399999584,54300,0.0,189695.92583999995,-0.006936674425169653,-1325.0503200000094,-1031.6999999999828,0.0,0.0,0.9970003265094902,-2.2737367544323206e-12,2024-07-31,False,0.9966224852737663,54300,54300,3.502,3.5060000000000002,76.15032000000001,217.20000000002432,190375.80000000002,FILLED,191020.97615999996,0,569.0258399999584,54300.0,TARGET_100,,0.0
STRESS,DAILY_TREND_EXIT,原EPS加期限与每日趋势退出,退出,2024-08-02,3.46,3.447,CLOSE,188154.76151999994,0,0.0,188154.76151999994,-0.008124393358347137,-1541.1643200000108,-1248.9000000000071,0.0,0.0,0.0,-3.439026841078885e-12,2024-08-01,False,0.9958278681422783,-54300,-54300,3.46,3.456,75.06432,217.2000000000002,187660.8,FILLED,569.0258399999584,54300,188154.76151999994,0.0,独立退出条件触发，清仓请求持续到成交,含分红价格连续两个收盘不高于一百二十日均线,1.0
STRESS,DAILY_TREND_EXIT,原EPS加期限与每日趋势退出,进入,2024-09-02,3.381,3.332,CLOSE,47282.43511999995,41600,0.0,185893.63511999993,-0.01201737538680181,-2261.1264000000083,-2038.3999999999971,0.0,0.0,0.7456479072590209,7.474909580196254e-12,2024-08-30,False,0.7484051897620031,41600,41600,3.381,3.3850000000000002,56.3264,166.40000000001862,140816.0,FILLED,188154.76151999994,0,47282.43511999995,41600.0,TARGET_75,,0.0
STRESS,DAILY_TREND_EXIT,原EPS加期限与每日趋势退出,退出,2024-09-03,3.33,3.344,CLOSE,185588.69047999996,0,0.0,185588.69047999996,-0.0016404253959696469,-304.9446399999724,-83.19999999999084,0.0,0.0,0.0,1.8559376258053817e-11,2024-09-02,False,0.744638480129727,-41600,-41600,3.33,3.326,55.344640000000005,166.40000000000015,138361.6,FILLED,47282.43511999995,41600,185588.69047999996,0.0,独立退出条件触发，清仓请求持续到成交,含分红价格连续两个收盘不高于一百二十日均线,1.0
STRESS,DAILY_TREND_EXIT,原EPS加期限与每日趋势退出,进入,2024-11-01,3.964,3.979,CLOSE,139541.47895999995,11600,0.0,185697.87895999994,0.0005883358501941327,109.18847999998252,174.00000000000145,0.0,0.0,0.24855642002212783,-1.8886225916503463e-11,2024-10-31,False,0.24801511277951668,11600,11600,3.964,3.968,18.411520000000003,46.40000000000004,46028.8,FILLED,185588.69047999996,0,139541.47895999995,11600.0,TARGET_25,,0.0
STRESS,DAILY_TREND_EXIT,原EPS加期限与每日趋势退出,增加,2024-12-02,3.997,4.031,CLOSE,93111.31431999995,23200,0.0,186630.51431999996,0.003643044599147105,677.4353600000031,742.3999999999903,0.0,0.0,0.5010927625674885,1.801225835151854e-11,2024-11-29,False,0.24964998707758113,11600,11600,3.997,4.001,18.564640000000004,46.40000000000519,46411.600000000006,FILLED,139541.47895999995,11600,93111.31431999995,23200.0,TARGET_50,,0.0
STRESS,DAILY_TREND_EXIT,原EPS加期限与每日趋势退出,增加,2025-02-05,3.93,3.887,CLOSE,45884.43111999995,35200,0.0,182706.83111999993,-0.005697208374122464,-1046.8832000000111,-980.0000000000023,0.0,0.0,0.7488630784151495,-8.810729923425242e-12,2025-01-27,False,0.256165217742699,12000,12000,3.93,3.934,18.883200000000002,48.00000000000004,47208.0,FILLED,93111.31431999995,23200,45884.43111999995,35200.0,TARGET_75,,0.0
STRESS,DAILY_TREND_EXIT,原EPS加期限与每日趋势退出,增加,2025-03-03,3.995,3.981,CLOSE,277.5956799999549,46600,0.0,185792.19567999995,-0.0036521887667713138,-681.0354400000069,-617.2000000000148,0.0,0.0,0.9985058808364693,7.929656931082718e-12,2025-02-28,False,0.24443184539292054,11400,11400,3.995,3.999,18.23544,45.60000000000004,45588.6,FILLED,45884.43111999995,35200,277.5956799999549,46600.0,TARGET_100,,0.0
STRESS,DAILY_TREND_EXIT,原EPS加期限与每日趋势退出,退出,2025-04-01,3.988,3.982,CLOSE,185857.73391999997,0,0.0,185857.73391999997,-0.0003994028016983675,-74.26175999996485,186.40000000000018,0.0,0.0,0.0,3.510081114654895e-11,2025-03-31,False,0.9975069864625433,-46600,-46600,3.988,3.984,74.26176,186.40000000000018,185654.4,FILLED,277.5956799999549,46600,185857.73391999997,0.0,独立退出条件触发，清仓请求持续到成交,含分红价格连续两个收盘不高于一百二十日均线,0.0
STRESS,DAILY_TREND_EXIT,原EPS加期限与每日趋势退出,进入,2025-05-06,3.886,3.903,CLOSE,230.5127199999697,47700,0.0,186403.61271999998,0.002937078745590238,545.8788000000059,810.8999999999954,0.0,0.0,0.998763367744668,1.0629719326971099e-11,2025-04-30,False,0.998360391501754,48000,47700,3.886,3.89,74.22120000000001,190.80000000000018,185553.0,PARTIALLY_FILLED_CASH_OR_T_PLUS_ONE,185857.73391999997,0,230.5127199999697,47700.0,TARGET_100,,0.0
STRESS,DAILY_TREND_EXIT,原EPS加期限与每日趋势退出,退出,2025-05-07,3.95,3.927,CLOSE,188379.42304,0,0.0,188379.42304,0.010599635335222457,1975.8103200000187,2241.9000000000074,0.0,0.0,0.0,1.1510792319313623e-11,2025-05-06,False,0.9977666432987182,-47700,-47700,3.95,3.946,75.28968,190.80000000000018,188224.2,FILLED,230.5127199999697,47700,188379.42304,0.0,独立退出条件触发，清仓请求持续到成交,含分红价格连续两个收盘不高于一百二十日均线,1.0
STRESS,DAILY_TREND_EXIT,原EPS加期限与每日趋势退出,进入,2025-07-01,3.98,3.988,CLOSE,47289.409599999984,35400,0.0,188464.6096,0.000452207351659073,85.18656000000192,283.2000000000003,0.0,0.0,0.749080691062541,1.7905676941154525e-12,2025-06-30,False,0.7486677564038048,35400,35400,3.98,3.984,56.41344000000001,141.60000000000014,141033.6,FILLED,188379.42304,0,47289.409599999984,35400.0,TARGET_75,,0.0
STRESS,DAILY_TREND_EXIT,原EPS加期限与每日趋势退出,增加,2025-08-01,4.148,4.133,CLOSE,341.7380399999747,46700,0.0,193352.83803999997,-0.0052659248213627885,-1023.5715600000112,-948.300000000005,0.0,0.0,0.9982325677581765,2.5650592760939617e-12,2025-07-31,False,0.2417412873697315,11300,11300,4.148,4.1530000000000005,18.771560000000004,56.50000000000883,46928.90000000001,FILLED,47289.409599999984,35400,341.7380399999747,46700.0,TARGET_100,,0.0
STRESS,DAILY_TREND_EXIT,原EPS加期限与每日趋势退出,增加,2026-02-02,4.68,4.6,CLOSE,458.83803999997417,47900,0.0,220798.83803999994,-0.02340090587943966,-5290.700000000041,-5279.70000000003,0.0,0.0,0.9979219182307615,-9.976020010071807e-12,2026-01-30,False,0.025026504630891337,1200,1200,4.68,4.6850000000000005,5.0,6.000000000000938,5622.000000000001,FILLED,6085.838039999975,46700,458.83803999997417,47900.0,TARGET_100,,0.0
STRESS,DAILY_TREND_EXIT,原EPS加期限与每日趋势退出,退出,2026-03-23,4.528,4.43,CLOSE,217023.87735999995,0,0.0,217023.87735999995,-0.011952514397167713,-2625.3606800000125,-2299.200000000002,0.0,0.0,0.0,-1.5518253349000588e-11,2026-03-20,False,0.9967870351148894,-47900,-47900,4.528,4.523,86.66068,239.49999999999488,216651.69999999998,FILLED,458.83803999997417,47900,217023.87735999995,0.0,独立退出条件触发，清仓请求持续到成交,含分红价格连续两个收盘不高于一百二十日均线,15.0
STRESS,DAILY_TREND_EXIT,原EPS加期限与每日趋势退出,进入,2026-04-01,4.52,4.534,CLOSE,189.67835999993258,47900,0.0,217368.2783599999,0.0015869267667201203,344.40099999995437,670.6000000000113,0.0,0.0,0.9991273871172417,-1.9468870959826745e-11,2026-03-31,False,0.9987265117398052,48500,47900,4.52,4.525,86.69900000000001,239.50000000003743,216747.50000000003,PARTIALLY_FILLED_CASH_OR_T_PLUS_ONE,217023.87735999995,0,189.67835999993258,47900.0,TARGET_100,,0.0
STRESS,DAILY_TREND_EXIT,原EPS加期限与每日趋势退出,退出,2026-04-02,4.521,4.489,CLOSE,216419.55179999993,0,0.0,216419.55179999993,-0.004364604472915423,-948.726559999981,-622.6999999999953,0.0,0.0,0.0,9.208633855450898e-12,2026-04-01,False,0.9980198979686354,-47900,-47900,4.521,4.516,86.52656,239.49999999999488,216316.4,FILLED,189.67835999993258,47900,216419.55179999993,0.0,独立退出条件触发，清仓请求持续到成交,含分红价格连续两个收盘不高于一百二十日均线,1.0
STRESS,DAILY_TREND_EXIT,原EPS加期限与每日趋势退出,进入,2026-05-06,4.866,4.888,CLOSE,60.64283999989857,44400,0.0,217087.84283999988,0.0030879420756657616,668.2910399999528,976.8000000000108,0.0,0.0,0.9997206529891008,-2.3277380023500882e-11,2026-04-30,False,0.9993200623567694,44700,44400,4.866,4.871,86.50896000000002,222.0000000000347,216272.40000000002,PARTIALLY_FILLED_CASH_OR_T_PLUS_ONE,216419.55179999993,0,60.64283999989857,44400.0,TARGET_100,,0.0
STRESS,DAILY_TREND_EXIT,原EPS加期限与每日趋势退出,退出,2026-07-20,4.63,4.65,CLOSE,205328.50283999988,0,0.0,205328.50283999988,0.007439494207373443,1516.2599999999802,1820.399999999977,0.0,0.0,0.0,-1.4210854715202004e-12,2026-07-17,False,0.9986254962437077,-44400,-44400,4.63,4.625,82.14,221.99999999999528,205350.0,FILLED,60.64283999989857,44400,205328.50283999988,0.0,独立退出条件触发，清仓请求持续到成交,含分红价格连续两个收盘不高于一百二十日均线,13.0
STRESS,DAILY_TREND_EXIT,原EPS加期限与每日趋势退出,进入,2026-08-03,4.624,4.599,CLOSE,1571.0324399998644,44000,0.0,203927.03243999986,-0.006825503427997481,-1401.4704000000202,-1099.9999999999766,0.0,0.0,0.9922961050273602,-9.180212146020494e-12,2026-07-31,False,0.9919519072260146,44000,44000,4.624,4.6290000000000004,81.47040000000001,220.0000000000344,203676.00000000003,FILLED,205328.50283999988,0,1571.0324399998644,44000.0,TARGET_100,,0.0
STRESS,DAILY_TREND_EXIT,原EPS加期限与每日趋势退出,退出,2026-08-04,4.618,4.651,CLOSE,204461.8436399999,0,0.0,204461.8436399999,0.0026225615780359757,534.8112000000256,836.0000000000057,0.0,0.0,0.0,1.5205614545266144e-11,2026-08-03,False,0.9912531455572937,-44000,-44000,4.618,4.613,81.18880000000001,219.9999999999953,202972.00000000003,FILLED,1571.0324399998644,44000,204461.8436399999,0.0,独立退出条件触发，清仓请求持续到成交,含分红价格连续两个收盘不高于一百二十日均线,1.0
STRESS,REVISION_DISTRIBUTION,EPS加利润修正分布,进入,2023-10-09,3.757,3.754,CLOSE,587.2668000000122,53000,0.0,199549.2668,-0.0022536659999999875,-450.73319999998785,-159.00000000000603,0.0,0.0,0.9970570335365421,1.8388846001471393e-11,2023-09-28,False,0.996665,53000,53000,3.757,3.761,79.73320000000001,212.0000000000002,199333.0,FILLED,200000.0,0,587.2668000000122,53000.0,,,
STRESS,REVISION_DISTRIBUTION,EPS加利润修正分布,增加,2023-11-01,3.68,3.642,CLOSE,213.86680000001212,53100,0.0,193604.0668,-0.0005946749742705704,-115.20000000001164,-109.800000000012,0.0,0.0,0.9988953393204237,3.6415315207705135e-13,2023-10-31,False,0.0018831730669561244,100,100,3.68,3.684,5.0,0.40000000000000036,368.40000000000003,FILLED,587.2668000000122,53000,213.86680000001212,53100.0,,,
STRESS,REVISION_DISTRIBUTION,EPS加利润修正分布,退出,2024-02-01,3.2,3.218,CLOSE,173517.48376000003,0,0.0,173517.48376000003,-0.008278655938018686,-1448.483039999992,-1168.1999999999894,0.0,0.0,0.0,-2.3590018827235326e-12,2024-01-31,False,0.9764659415635253,-53100,-53100,3.2,3.196,67.88304000000001,212.40000000000018,169707.6,FILLED,3877.766800000012,53100,173517.48376000003,0.0,,,
STRESS,REVISION_DISTRIBUTION,EPS加利润修正分布,进入,2024-06-03,3.58,3.587,CLOSE,341.040880000015,48300,0.0,173593.14088000002,0.0004360201540534181,75.65711999998894,338.10000000000565,0.0,0.0,0.9980354011784615,-1.6541434888495132e-11,2024-05-31,False,0.9976354903776296,48300,48300,3.58,3.584,69.24288000000001,193.20000000000016,173107.2,FILLED,173517.48376000003,0,341.040880000015,48300.0,,,
STRESS,REVISION_DISTRIBUTION,EPS加利润修正分布,减少,2024-10-08,4.656,4.412,CLOSE,169104.80836,12000,0.0,222048.80836,0.08424948099723784,17253.867479999986,17502.900000000005,0.0,0.0,0.23843406497441652,-2.2708945834892802e-11,2024-09-30,False,0.7496089229386119,-36300,-36300,4.656,4.651,67.53252,181.49999999999613,168831.3,FILLED,341.040880000015,48300,169104.80836,12000.0,,,
STRESS,REVISION_DISTRIBUTION,EPS加利润修正分布,退出,2024-11-01,3.964,3.979,CLOSE,216605.80036,0,0.0,216605.80036,-0.0006966701583334123,-151.00800000000163,-84.0000000000014,0.0,0.0,0.0,-1.7763568394002505e-13,2024-10-31,False,0.21931686010662643,-12000,-12000,3.964,3.96,19.008000000000003,48.00000000000004,47520.0,FILLED,169104.80836,12000,216605.80036,0.0,,,
STRESS,REVISION_DISTRIBUTION,EPS加利润修正分布,进入,2024-12-02,3.997,4.031,CLOSE,108535.58955999998,27000,0.0,217372.58955999996,0.003540021544785832,766.7891999999702,917.9999999999948,0.0,0.0,0.5006933036971454,-1.2533973858808167e-11,2024-11-29,False,0.4987262567320846,27000,27000,3.997,4.001,43.210800000000006,108.00000000001208,108027.00000000001,FILLED,216605.80036,0,108535.58955999998,27000.0,,,
STRESS,REVISION_DISTRIBUTION,EPS加利润修正分布,增加,2025-01-02,4.02,3.909,CLOSE,54579.01555999997,40400,0.0,212502.61555999998,-0.021309734934682578,-4626.9740000000165,-4538.400000000009,0.0,0.0,0.7431607351459182,2.6858515411731787e-12,2024-12-31,False,0.2484618381519692,13400,13400,4.02,4.025,21.574000000000005,67.00000000001047,53935.00000000001,FILLED,108535.58955999998,27000,54579.01555999997,40400.0,,,
STRESS,REVISION_DISTRIBUTION,EPS加利润修正分布,增加,2025-02-05,3.93,3.887,CLOSE,268.0998799999652,54200,0.0,210943.49987999996,-0.006959340198193664,-1478.3156799999997,-1401.4000000000028,0.0,0.0,0.9987290441272071,3.169020601490047e-12,2025-01-27,False,0.25445953401019755,13900,13800,3.93,3.934,21.715680000000003,55.200000000000045,54289.200000000004,PARTIALLY_FILLED_CASH_OR_T_PLUS_ONE,54579.01555999997,40400,268.0998799999652,54200.0,,,
STRESS,REVISION_DISTRIBUTION,EPS加利润修正分布,减少,2025-06-03,3.946,3.957,CLOSE,160643.32411999995,13500,0.0,214062.82411999995,-0.003644825246548411,-783.0757600000361,-556.099999999999,0.0,0.0,0.24955057105130007,-3.694822225952521e-11,2025-05-30,False,0.749222126184471,-40700,-40700,3.946,3.942,64.17576,162.80000000000015,160439.4,FILLED,268.0998799999652,54200,160643.32411999995,13500.0,,,
STRESS,REVISION_DISTRIBUTION,EPS加利润修正分布,增加,2025-07-01,3.98,3.988,CLOSE,108025.81051999994,27000,0.0,215701.81051999994,0.0005264032756098214,113.48639999999432,188.9999999999972,0.0,0.0,0.4991891340198846,-2.8208546609675977e-12,2025-06-30,False,0.24950672491721756,13500,13500,3.98,3.984,21.5136,54.00000000000005,53784.0,FILLED,161831.32411999995,13500,108025.81051999994,27000.0,,,
STRESS,REVISION_DISTRIBUTION,EPS加利润修正分布,增加,2025-08-01,4.148,4.133,CLOSE,420.0854399999225,52900,0.0,219055.78543999995,-0.005245088001231801,-1155.0250799999922,-982.4999999999982,0.0,0.0,0.9980822901383036,2.6261659513693303e-11,2025-07-31,False,0.4888728973995175,25900,25900,4.148,4.1530000000000005,43.02508000000001,129.50000000002024,107562.70000000001,FILLED,108025.81051999994,27000,420.0854399999225,52900.0,,,
STRESS,REVISION_DISTRIBUTION,EPS加利润修正分布,增加,2026-02-02,4.68,4.6,CLOSE,362.78543999992144,54300,0.0,250142.7854399999,-0.023408802890122482,-5995.900000000052,-5983.900000000034,0.0,0.0,0.9985496865745627,-1.709565822238801e-11,2026-01-30,False,0.025772225154867535,1400,1400,4.68,4.6850000000000005,5.0,7.000000000001094,6559.000000000001,FILLED,6926.785439999922,52900,362.78543999992144,54300.0,,,
STRESS,REVISION_DISTRIBUTION,EPS加利润修正分布,统一终点清算,2026-08-14,4.737,4.737,OPEN_TERMINAL,257207.60639999993,0,0.0,257207.60639999993,0.00023379952519131386,60.120960000000196,434.4000000000004,0.0,0.0,0.0,-5.9685589803848416e-12,2026-08-13,False,0.9975375386397362,-54300,-54300,4.737,4.732,102.77904000000001,271.4999999999942,256947.6,FILLED,362.78543999992144,54300,257207.60639999993,0.0,,,
STRESS,VALUATION,EPS加研报估值空间,进入,2024-05-06,3.64,3.648,CLOSE,48348.96384000001,41600,0.0,200105.76384000003,0.0005288192000001413,105.76384000002872,332.8000000000003,0.0,0.0,0.7583829525337474,2.859223968698643e-11,2024-04-30,False,0.757952,41600,41600,3.64,3.644,60.636160000000004,166.40000000000015,151590.4,FILLED,200000.0,0,48348.96384000001,41600.0,,,
STRESS,VALUATION,EPS加研报估值空间,增加,2024-06-03,3.58,3.587,CLOSE,304.1536000000124,55000,0.0,197589.15360000002,0.001160263325407751,228.98976000002585,301.8000000000156,0.0,0.0,0.9984606766390844,1.0317080523236655e-11,2024-05-31,False,0.24344251384034274,13400,13400,3.58,3.584,19.21024,53.60000000000005,48025.6,FILLED,48348.96384000001,41600,304.1536000000124,55000.0,,,
STRESS,VALUATION,EPS加研报估值空间,减少,2024-10-08,4.656,4.412,CLOSE,192313.61908,13700,0.0,252758.01908,0.08424389492121076,19638.865480000008,19922.200000000008,0.0,0.0,0.23913939593294903,-4.746425474877469e-12,2024-09-30,False,0.749212840586416,-41300,-41300,4.656,4.651,76.83452,206.4999999999956,192086.3,FILLED,304.1536000000124,55000,192313.61908,13700.0,,,
STRESS,VALUATION,EPS加研报估值空间,增加,2025-03-03,3.995,3.981,CLOSE,284.8382799999963,61700,0.0,245912.53827999998,-0.004529305641229775,-1118.8808000000427,-850.100000000016,0.0,0.0,0.9988417089994993,-2.6432189770275727e-11,2025-02-28,False,0.776991671459984,48000,48000,3.995,3.999,76.7808,192.00000000000017,191952.0,FILLED,192313.61908,13700,284.8382799999963,61700.0,,,
STRESS,VALUATION,EPS加研报估值空间,统一终点清算,2026-08-14,4.737,4.737,OPEN_TERMINAL,305151.15252,0,0.0,305151.15252,0.0002239202977958321,68.31424000003608,493.6000000000004,0.0,0.0,0.0,2.9103830456733704e-11,2026-08-13,False,0.9554545554735236,-61700,-61700,4.737,4.732,116.78576000000001,308.4999999999934,291964.4,FILLED,13303.538279999995,61700,305151.15252,0.0,,,
STRESS,MATCHED_EPS,估值共同月份EPS对照,进入,2024-05-06,3.64,3.648,CLOSE,228.9235199999821,54800,0.0,200139.32351999998,0.0006966175999998381,139.32351999997627,438.4000000000004,0.0,0.0,0.9988561792056967,-2.390265763096977e-11,2024-04-30,False,0.998456,55500,54800,3.64,3.644,79.87648000000002,219.2000000000002,199691.2,PARTIALLY_FILLED_CASH_OR_T_PLUS_ONE,200000.0,0,228.9235199999821,54800.0,,,
STRESS,MATCHED_EPS,估值共同月份EPS对照,减少,2024-10-08,4.656,4.412,CLOSE,191308.56107999998,13700,0.0,251752.96107999998,0.08421990944402769,19555.637560000003,19837.600000000006,0.0,0.0,0.2400940975657183,-7.332801033044234e-12,2024-09-30,False,0.7485230010088549,-41100,-41100,4.656,4.651,76.46244,205.49999999999562,191156.1,FILLED,228.9235199999821,54800,191308.56107999998,13700.0,,,
STRESS,MATCHED_EPS,估值共同月份EPS对照,增加,2025-03-03,3.995,3.981,CLOSE,79.90019999997457,61500,0.0,244911.40019999997,-0.0045318756701745455,-1114.9608800000278,-847.300000000016,0.0,0.0,0.9996737587554735,-1.1681322575896047e-11,2025-02-28,False,0.7769149428793501,47800,47800,3.995,3.999,76.46088,191.20000000000016,191152.2,FILLED,191308.56107999998,13700,79.90019999997457,61500.0,,,
STRESS,MATCHED_EPS,估值共同月份EPS对照,统一终点清算,2026-08-14,4.737,4.737,OPEN_TERMINAL,303957.99299999996,0,0.0,303957.99299999996,0.00022407062543106093,68.09279999998398,492.00000000000045,0.0,0.0,0.0,-2.3021584638627246e-11,2026-08-13,False,0.9560949577119435,-61500,-61500,4.737,4.732,116.4072,307.49999999999346,291018.0,FILLED,13056.400199999975,61500,303957.99299999996,0.0,,,
STRESS,OPTIONAL_VALUATION,原EPS加可选估值修正,进入,2024-05-06,3.64,3.648,CLOSE,228.9235199999821,54800,0.0,200139.32351999998,0.0006966175999998381,139.32351999997627,438.4000000000004,0.0,0.0,0.9988561792056967,-2.390265763096977e-11,2024-04-30,False,0.998456,55500,54800,3.64,3.644,79.87648000000002,219.2000000000002,199691.2,PARTIALLY_FILLED_CASH_OR_T_PLUS_ONE,200000.0,0,228.9235199999821,54800.0,,,
STRESS,OPTIONAL_VALUATION,原EPS加可选估值修正,减少,2024-10-08,4.656,4.412,CLOSE,191308.56107999998,13700,0.0,251752.96107999998,0.08421990944402769,19555.637560000003,19837.600000000006,0.0,0.0,0.2400940975657183,-7.332801033044234e-12,2024-09-30,False,0.7485230010088549,-41100,-41100,4.656,4.651,76.46244,205.49999999999562,191156.1,FILLED,228.9235199999821,54800,191308.56107999998,13700.0,,,
STRESS,OPTIONAL_VALUATION,原EPS加可选估值修正,增加,2024-12-02,3.997,4.031,CLOSE,123264.35427999999,30700,0.0,247016.05427999998,0.003631500848716218,893.7931999999855,988.999999999988,0.0,0.0,0.5009864656801772,5.186961971048731e-12,2024-11-29,False,0.276416067778611,17000,17000,3.997,4.001,27.2068,68.00000000000762,68017.0,FILLED,191308.56107999998,13700,123264.35427999999,30700.0,,,
STRESS,OPTIONAL_VALUATION,原EPS加可选估值修正,增加,2025-02-05,3.93,3.887,CLOSE,121685.75427999998,31100,0.0,242571.45427999998,-0.0026224331055501038,-637.8000000000175,-631.2000000000007,0.0,0.0,0.4983508894680648,-1.673328142715036e-11,2025-01-27,False,0.006451418380958515,400,400,3.93,3.934,5.0,1.6000000000000014,1573.6000000000001,FILLED,123264.35427999999,30700,121685.75427999998,31100.0,,,
STRESS,OPTIONAL_VALUATION,原EPS加可选估值修正,退出,2025-03-03,3.995,3.981,CLOSE,245756.20623999997,0,0.0,245756.20623999997,-0.0005813279041912978,-142.9480400000175,31.099999999996577,0.0,0.0,0.0,-1.396927018504357e-11,2025-02-28,False,0.5046963431294021,-31100,-31100,3.995,3.991,49.64804,124.4000000000001,124120.1,FILLED,121685.75427999998,31100,245756.20623999997,0.0,,,
