fit_index,cycle_id,exit_index,used_in_fit
3100,18,2321,True
3100,19,2427,True
3100,20,2440,True
3100,21,2495,True
3100,22,2854,True
3100,23,2952,True
3100,24,2965,True
3100,25,2992,True
3100,26,3002,True
3121,7,1270,True
3121,8,1553,True
3121,9,1651,True
3121,10,1730,True
3121,11,1888,True
3121,12,1979,True
3121,13,2021,True
3121,14,2108,True
3121,15,2129,True
3121,16,2227,True
3121,17,2308,True
3121,18,2321,True
3121,19,2427,True
3121,20,2440,True
3121,21,2495,True
3121,22,2854,True
3121,23,2952,True
3121,24,2965,True
3121,25,2992,True
3121,26,3002,True
3142,8,1553,True
3142,9,1651,True
3142,10,1730,True
3142,11,1888,True
3142,12,1979,True
3142,13,2021,True
3142,14,2108,True
3142,15,2129,True
3142,16,2227,True
3142,17,2308,True
3142,18,2321,True
3142,19,2427,True
3142,20,2440,True
3142,21,2495,True
3142,22,2854,True
3142,23,2952,True
3142,24,2965,True
3142,25,2992,True
3142,26,3002,True
3142,27,3136,True
3161,8,1553,True
3161,9,1651,True
3161,10,1730,True
3161,11,1888,True
3161,12,1979,True
3161,13,2021,True
3161,14,2108,True
3161,15,2129,True
3161,16,2227,True
3161,17,2308,True
3161,18,2321,True
3161,19,2427,True
3161,20,2440,True
3161,21,2495,True
3161,22,2854,True
3161,23,2952,True
3161,24,2965,True
3161,25,2992,True
3161,26,3002,True
3161,27,3136,True
3181,9,1651,True
3181,10,1730,True
3181,11,1888,True
3181,12,1979,True
3181,13,2021,True
3181,14,2108,True
3181,15,2129,True
3181,16,2227,True
3181,17,2308,True
3181,18,2321,True
3181,19,2427,True
3181,20,2440,True
3181,21,2495,True
3181,22,2854,True
3181,23,2952,True
3181,24,2965,True
3181,25,2992,True
3181,26,3002,True
3181,27,3136,True
3181,28,3172,True
3204,9,1651,True
3204,10,1730,True
3204,11,1888,True
3204,12,1979,True
3204,13,2021,True
3204,14,2108,True
3204,15,2129,True
3204,16,2227,True
3204,17,2308,True
3204,18,2321,True
3204,19,2427,True
3204,20,2440,True
3204,21,2495,True
3204,22,2854,True
3204,23,2952,True
3204,24,2965,True
3204,25,2992,True
3204,26,3002,True
3204,27,3136,True
3204,28,3172,True
3225,9,1651,True
3225,10,1730,True
3225,11,1888,True
3225,12,1979,True
3225,13,2021,True
3225,14,2108,True
3225,15,2129,True
3225,16,2227,True
3225,17,2308,True
3225,18,2321,True
3225,19,2427,True
3225,20,2440,True
3225,21,2495,True
3225,22,2854,True
3225,23,2952,True
3225,24,2965,True
3225,25,2992,True
3225,26,3002,True
3225,27,3136,True
3225,28,3172,True
3247,9,1651,True
3247,10,1730,True
3247,11,1888,True
3247,12,1979,True
3247,13,2021,True
3247,14,2108,True
3247,15,2129,True
3247,16,2227,True
3247,17,2308,True
3247,18,2321,True
3247,19,2427,True
3247,20,2440,True
3247,21,2495,True
3247,22,2854,True
3247,23,2952,True
3247,24,2965,True
3247,25,2992,True
3247,26,3002,True
3247,27,3136,True
3247,28,3172,True
3264,9,1651,True
3264,10,1730,True
3264,11,1888,True
3264,12,1979,True
3264,13,2021,True
3264,14,2108,True
3264,15,2129,True
3264,16,2227,True
3264,17,2308,True
3264,18,2321,True
3264,19,2427,True
3264,20,2440,True
3264,21,2495,True
3264,22,2854,True
3264,23,2952,True
3264,24,2965,True
3264,25,2992,True
3264,26,3002,True
3264,27,3136,True
3264,28,3172,True
3284,9,1651,True
3284,10,1730,True
3284,11,1888,True
3284,12,1979,True
3284,13,2021,True
3284,14,2108,True
3284,15,2129,True
3284,16,2227,True
3284,17,2308,True
3284,18,2321,True
3284,19,2427,True
3284,20,2440,True
3284,21,2495,True
3284,22,2854,True
3284,23,2952,True
3284,24,2965,True
3284,25,2992,True
3284,26,3002,True
3284,27,3136,True
3284,28,3172,True
3307,9,1651,True
3307,10,1730,True
3307,11,1888,True
3307,12,1979,True
3307,13,2021,True
3307,14,2108,True
3307,15,2129,True
3307,16,2227,True
3307,17,2308,True
3307,18,2321,True
3307,19,2427,True
3307,20,2440,True
3307,21,2495,True
3307,22,2854,True
3307,23,2952,True
3307,24,2965,True
3307,25,2992,True
3307,26,3002,True
3307,27,3136,True
3307,28,3172,True
3327,10,1730,True
3327,11,1888,True
3327,12,1979,True
3327,13,2021,True
3327,14,2108,True
3327,15,2129,True
3327,16,2227,True
3327,17,2308,True
3327,18,2321,True
3327,19,2427,True
3327,20,2440,True
3327,21,2495,True
3327,22,2854,True
3327,23,2952,True
3327,24,2965,True
3327,25,2992,True
3327,26,3002,True
3327,27,3136,True
3327,28,3172,True
3327,29,3316,True
3341,10,1730,True
3341,11,1888,True
3341,12,1979,True
3341,13,2021,True
3341,14,2108,True
3341,15,2129,True
3341,16,2227,True
3341,17,2308,True
3341,18,2321,True
3341,19,2427,True
3341,20,2440,True
3341,21,2495,True
3341,22,2854,True
3341,23,2952,True
3341,24,2965,True
3341,25,2992,True
3341,26,3002,True
3341,27,3136,True
3341,28,3172,True
3341,29,3316,True
3363,10,1730,True
3363,11,1888,True
3363,12,1979,True
3363,13,2021,True
3363,14,2108,True
3363,15,2129,True
3363,16,2227,True
3363,17,2308,True
3363,18,2321,True
3363,19,2427,True
3363,20,2440,True
3363,21,2495,True
3363,22,2854,True
3363,23,2952,True
3363,24,2965,True
3363,25,2992,True
3363,26,3002,True
3363,27,3136,True
3363,28,3172,True
3363,29,3316,True
3384,10,1730,True
3384,11,1888,True
3384,12,1979,True
3384,13,2021,True
3384,14,2108,True
3384,15,2129,True
3384,16,2227,True
3384,17,2308,True
3384,18,2321,True
3384,19,2427,True
3384,20,2440,True
3384,21,2495,True
3384,22,2854,True
3384,23,2952,True
3384,24,2965,True
3384,25,2992,True
3384,26,3002,True
3384,27,3136,True
3384,28,3172,True
3384,29,3316,True
3402,12,1979,True
3402,13,2021,True
3402,14,2108,True
3402,15,2129,True
3402,16,2227,True
3402,17,2308,True
3402,18,2321,True
3402,19,2427,True
3402,20,2440,True
3402,21,2495,True
3402,22,2854,True
3402,23,2952,True
3402,24,2965,True
3402,25,2992,True
3402,26,3002,True
3402,27,3136,True
3402,28,3172,True
3402,29,3316,True
3402,30,3386,True
3402,31,3392,True
3423,13,2021,True
3423,14,2108,True
3423,15,2129,True
3423,16,2227,True
3423,17,2308,True
3423,18,2321,True
3423,19,2427,True
3423,20,2440,True
3423,21,2495,True
3423,22,2854,True
3423,23,2952,True
3423,24,2965,True
3423,25,2992,True
3423,26,3002,True
3423,27,3136,True
3423,28,3172,True
3423,29,3316,True
3423,30,3386,True
3423,31,3392,True
3423,32,3417,True
3446,14,2108,True
3446,15,2129,True
3446,16,2227,True
3446,17,2308,True
3446,18,2321,True
3446,19,2427,True
3446,20,2440,True
3446,21,2495,True
3446,22,2854,True
3446,23,2952,True
3446,24,2965,True
3446,25,2992,True
3446,26,3002,True
3446,27,3136,True
3446,28,3172,True
3446,29,3316,True
3446,30,3386,True
3446,31,3392,True
3446,32,3417,True
3446,33,3445,True
