fit_origin,state,market_state,account_mode,joint_action,myopic_action,different
2020-01-02,1,0,1,1,1,False
2020-01-02,2,0,2,0,0,False
2020-01-02,3,1,0,0,0,False
2020-01-02,4,1,1,0,1,True
2020-01-02,5,1,2,0,0,False
2020-01-02,6,2,0,1,1,False
2020-01-02,7,2,1,1,1,False
2020-01-02,8,2,2,0,0,False
2020-01-02,9,3,0,1,0,True
2020-01-02,10,3,1,1,1,False
2020-01-02,11,3,2,0,0,False
2020-02-03,0,0,0,0,0,False
2020-02-03,1,0,1,1,1,False
2020-02-03,2,0,2,0,0,False
2020-02-03,3,1,0,0,0,False
2020-02-03,4,1,1,0,1,True
2020-02-03,5,1,2,0,0,False
2020-02-03,6,2,0,0,0,False
2020-02-03,7,2,1,0,1,True
2020-02-03,8,2,2,0,0,False
2020-02-03,9,3,0,1,1,False
2020-02-03,10,3,1,1,1,False
2020-02-03,11,3,2,0,0,False
2020-03-02,0,0,0,1,1,False
2020-03-02,1,0,1,1,1,False
2020-03-02,2,0,2,0,0,False
2020-03-02,3,1,0,0,0,False
2020-03-02,4,1,1,0,1,True
2020-03-02,5,1,2,0,0,False
2020-03-02,6,2,0,0,0,False
2020-03-02,7,2,1,0,1,True
2020-03-02,8,2,2,0,0,False
2020-03-02,9,3,0,1,1,False
2020-03-02,10,3,1,1,1,False
2020-03-02,11,3,2,0,0,False
2020-04-01,0,0,0,0,0,False
2020-04-01,1,0,1,1,1,False
2020-04-01,2,0,2,0,0,False
2020-04-01,3,1,0,0,0,False
2020-04-01,4,1,1,0,1,True
2020-04-01,5,1,2,0,0,False
2020-04-01,6,2,0,0,0,False
2020-04-01,7,2,1,0,1,True
2020-04-01,8,2,2,0,0,False
2020-04-01,9,3,0,1,1,False
2020-04-01,10,3,1,1,1,False
2020-04-01,11,3,2,0,0,False
2020-05-06,0,0,0,1,0,True
2020-05-06,1,0,1,1,1,False
2020-05-06,2,0,2,0,0,False
2020-05-06,3,1,0,0,0,False
2020-05-06,4,1,1,0,1,True
2020-05-06,5,1,2,0,0,False
2020-05-06,6,2,0,0,0,False
2020-05-06,7,2,1,1,1,False
2020-05-06,8,2,2,0,0,False
2020-05-06,9,3,0,1,1,False
2020-05-06,10,3,1,1,1,False
2020-05-06,11,3,2,0,0,False
2020-06-01,0,0,0,1,0,True
2020-06-01,1,0,1,1,1,False
2020-06-01,2,0,2,0,0,False
2020-06-01,3,1,0,0,0,False
2020-06-01,4,1,1,1,1,False
2020-06-01,5,1,2,0,0,False
2020-06-01,6,2,0,0,0,False
2020-06-01,7,2,1,1,1,False
2020-06-01,8,2,2,0,0,False
2020-06-01,9,3,0,1,1,False
2020-06-01,10,3,1,1,1,False
2020-06-01,11,3,2,0,0,False
2020-07-01,0,0,0,1,0,True
2020-07-01,1,0,1,1,1,False
2020-07-01,2,0,2,0,0,False
2020-07-01,3,1,0,0,0,False
2020-07-01,4,1,1,1,1,False
2020-07-01,5,1,2,0,0,False
2020-07-01,6,2,0,0,0,False
2020-07-01,7,2,1,1,1,False
2020-07-01,8,2,2,0,0,False
2020-07-01,9,3,0,1,1,False
2020-07-01,10,3,1,1,1,False
2020-07-01,11,3,2,0,0,False
2020-08-03,0,0,0,1,1,False
2020-08-03,1,0,1,1,1,False
2020-08-03,2,0,2,0,0,False
2020-08-03,3,1,0,0,0,False
2020-08-03,4,1,1,1,1,False
2020-08-03,5,1,2,0,0,False
2020-08-03,6,2,0,1,0,True
2020-08-03,7,2,1,1,1,False
2020-08-03,8,2,2,0,0,False
2020-08-03,9,3,0,1,1,False
2020-08-03,10,3,1,1,1,False
2020-08-03,11,3,2,0,0,False
2020-09-01,0,0,0,1,1,False
2020-09-01,1,0,1,1,1,False
2020-09-01,2,0,2,0,0,False
2020-09-01,3,1,0,0,0,False
2020-09-01,4,1,1,1,1,False
2020-09-01,5,1,2,0,0,False
2020-09-01,6,2,0,1,0,True
2020-09-01,7,2,1,1,1,False
2020-09-01,8,2,2,0,0,False
2020-09-01,9,3,0,1,1,False
2020-09-01,10,3,1,1,1,False
2020-09-01,11,3,2,0,0,False
2020-10-09,0,0,0,1,1,False
2020-10-09,1,0,1,1,1,False
2020-10-09,2,0,2,0,0,False
2020-10-09,3,1,0,0,0,False
2020-10-09,4,1,1,1,1,False
2020-10-09,5,1,2,0,0,False
2020-10-09,6,2,0,0,0,False
2020-10-09,7,2,1,1,1,False
2020-10-09,8,2,2,0,0,False
2020-10-09,9,3,0,1,1,False
2020-10-09,10,3,1,1,1,False
2020-10-09,11,3,2,0,0,False
2020-11-02,0,0,0,1,1,False
2020-11-02,1,0,1,1,1,False
2020-11-02,2,0,2,0,0,False
2020-11-02,3,1,0,0,0,False
2020-11-02,4,1,1,0,1,True
2020-11-02,5,1,2,0,0,False
2020-11-02,6,2,0,1,0,True
2020-11-02,7,2,1,1,1,False
2020-11-02,8,2,2,0,0,False
2020-11-02,9,3,0,1,1,False
2020-11-02,10,3,1,1,1,False
2020-11-02,11,3,2,0,0,False
2020-12-01,0,0,0,1,1,False
2020-12-01,1,0,1,1,1,False
2020-12-01,2,0,2,0,0,False
2020-12-01,3,1,0,1,0,True
2020-12-01,4,1,1,1,1,False
2020-12-01,5,1,2,0,0,False
2020-12-01,6,2,0,1,1,False
2020-12-01,7,2,1,1,1,False
2020-12-01,8,2,2,0,0,False
2020-12-01,9,3,0,1,1,False
2020-12-01,10,3,1,1,1,False
2020-12-01,11,3,2,0,0,False
2021-01-04,0,0,0,1,1,False
2021-01-04,1,0,1,1,1,False
2021-01-04,2,0,2,0,0,False
2021-01-04,3,1,0,1,1,False
2021-01-04,4,1,1,1,1,False
2021-01-04,5,1,2,0,0,False
2021-01-04,6,2,0,1,0,True
2021-01-04,7,2,1,1,1,False
2021-01-04,8,2,2,0,0,False
2021-01-04,9,3,0,1,1,False
2021-01-04,10,3,1,1,1,False
2021-01-04,11,3,2,0,0,False
2021-02-01,0,0,0,1,1,False
2021-02-01,1,0,1,1,1,False
2021-02-01,2,0,2,0,0,False
2021-02-01,3,1,0,1,1,False
2021-02-01,4,1,1,1,1,False
2021-02-01,5,1,2,0,0,False
2021-02-01,6,2,0,1,1,False
2021-02-01,7,2,1,1,1,False
2021-02-01,8,2,2,0,0,False
2021-02-01,9,3,0,1,1,False
2021-02-01,10,3,1,1,1,False
2021-02-01,11,3,2,0,0,False
2021-03-01,0,0,0,1,1,False
2021-03-01,1,0,1,1,1,False
2021-03-01,2,0,2,0,0,False
2021-03-01,3,1,0,1,1,False
2021-03-01,4,1,1,1,1,False
2021-03-01,5,1,2,0,0,False
2021-03-01,6,2,0,1,0,True
2021-03-01,7,2,1,1,1,False
2021-03-01,8,2,2,0,0,False
2021-03-01,9,3,0,1,1,False
2021-03-01,10,3,1,1,1,False
2021-03-01,11,3,2,0,0,False
2021-04-01,0,0,0,1,1,False
2021-04-01,1,0,1,1,1,False
2021-04-01,2,0,2,0,0,False
2021-04-01,3,1,0,1,1,False
2021-04-01,4,1,1,1,1,False
2021-04-01,5,1,2,0,0,False
2021-04-01,6,2,0,1,0,True
2021-04-01,7,2,1,1,1,False
2021-04-01,8,2,2,0,0,False
2021-04-01,9,3,0,1,0,True
2021-04-01,10,3,1,1,1,False
2021-04-01,11,3,2,0,0,False
2021-05-06,0,0,0,1,1,False
2021-05-06,1,0,1,1,1,False
2021-05-06,2,0,2,0,0,False
2021-05-06,3,1,0,1,1,False
2021-05-06,4,1,1,1,1,False
2021-05-06,5,1,2,0,0,False
2021-05-06,6,2,0,0,0,False
2021-05-06,7,2,1,1,1,False
2021-05-06,8,2,2,0,0,False
2021-05-06,9,3,0,1,0,True
2021-05-06,10,3,1,1,1,False
2021-05-06,11,3,2,0,0,False
2021-06-01,0,0,0,1,1,False
2021-06-01,1,0,1,1,1,False
2021-06-01,2,0,2,0,0,False
2021-06-01,3,1,0,1,1,False
2021-06-01,4,1,1,1,1,False
2021-06-01,5,1,2,0,0,False
2021-06-01,6,2,0,1,0,True
2021-06-01,7,2,1,1,1,False
2021-06-01,8,2,2,0,0,False
2021-06-01,9,3,0,1,0,True
2021-06-01,10,3,1,1,1,False
2021-06-01,11,3,2,0,0,False
2021-07-01,0,0,0,1,1,False
2021-07-01,1,0,1,1,1,False
2021-07-01,2,0,2,0,0,False
2021-07-01,3,1,0,1,1,False
2021-07-01,4,1,1,1,1,False
2021-07-01,5,1,2,0,0,False
2021-07-01,6,2,0,0,0,False
2021-07-01,7,2,1,1,1,False
2021-07-01,8,2,2,0,0,False
2021-07-01,9,3,0,1,0,True
2021-07-01,10,3,1,1,1,False
2021-07-01,11,3,2,0,0,False
2021-08-02,0,0,0,1,1,False
2021-08-02,1,0,1,1,1,False
2021-08-02,2,0,2,0,0,False
2021-08-02,3,1,0,1,1,False
2021-08-02,4,1,1,1,1,False
2021-08-02,5,1,2,0,0,False
2021-08-02,6,2,0,0,0,False
2021-08-02,7,2,1,1,1,False
2021-08-02,8,2,2,0,0,False
2021-08-02,9,3,0,1,0,True
2021-08-02,10,3,1,1,1,False
2021-08-02,11,3,2,0,0,False
2021-09-01,0,0,0,1,1,False
2021-09-01,1,0,1,1,1,False
2021-09-01,2,0,2,0,0,False
2021-09-01,3,1,0,1,1,False
2021-09-01,4,1,1,1,1,False
2021-09-01,5,1,2,0,0,False
2021-09-01,6,2,0,0,0,False
2021-09-01,7,2,1,1,1,False
2021-09-01,8,2,2,0,0,False
2021-09-01,9,3,0,1,0,True
2021-09-01,10,3,1,1,1,False
2021-09-01,11,3,2,0,0,False
2021-10-08,0,0,0,1,1,False
2021-10-08,1,0,1,1,1,False
2021-10-08,2,0,2,0,0,False
2021-10-08,3,1,0,1,1,False
2021-10-08,4,1,1,1,1,False
2021-10-08,5,1,2,0,0,False
2021-10-08,6,2,0,0,0,False
2021-10-08,7,2,1,0,1,True
2021-10-08,8,2,2,0,0,False
2021-10-08,9,3,0,1,0,True
2021-10-08,10,3,1,1,1,False
2021-10-08,11,3,2,0,0,False
2021-11-01,0,0,0,1,1,False
2021-11-01,1,0,1,1,1,False
2021-11-01,2,0,2,0,0,False
2021-11-01,3,1,0,1,0,True
2021-11-01,4,1,1,1,1,False
2021-11-01,5,1,2,0,0,False
2021-11-01,6,2,0,0,0,False
2021-11-01,7,2,1,0,1,True
2021-11-01,8,2,2,0,0,False
2021-11-01,9,3,0,1,0,True
2021-11-01,10,3,1,1,1,False
2021-11-01,11,3,2,0,0,False
2021-12-01,0,0,0,1,1,False
2021-12-01,1,0,1,1,1,False
2021-12-01,2,0,2,0,0,False
2021-12-01,3,1,0,0,0,False
2021-12-01,4,1,1,1,1,False
2021-12-01,5,1,2,0,0,False
2021-12-01,6,2,0,0,0,False
2021-12-01,7,2,1,0,1,True
2021-12-01,8,2,2,0,0,False
2021-12-01,9,3,0,1,0,True
2021-12-01,10,3,1,1,1,False
2021-12-01,11,3,2,0,0,False
2022-01-04,0,0,0,1,1,False
2022-01-04,1,0,1,1,1,False
2022-01-04,2,0,2,0,0,False
2022-01-04,3,1,0,0,0,False
2022-01-04,4,1,1,1,1,False
2022-01-04,5,1,2,0,0,False
2022-01-04,6,2,0,0,0,False
2022-01-04,7,2,1,0,1,True
2022-01-04,8,2,2,0,0,False
2022-01-04,9,3,0,1,0,True
2022-01-04,10,3,1,1,1,False
2022-01-04,11,3,2,0,0,False
2022-02-07,0,0,0,1,1,False
2022-02-07,1,0,1,1,1,False
2022-02-07,2,0,2,0,0,False
2022-02-07,3,1,0,0,0,False
2022-02-07,4,1,1,1,1,False
2022-02-07,5,1,2,0,0,False
2022-02-07,6,2,0,0,0,False
2022-02-07,7,2,1,0,1,True
2022-02-07,8,2,2,0,0,False
2022-02-07,9,3,0,1,0,True
2022-02-07,10,3,1,1,1,False
2022-02-07,11,3,2,0,0,False
2022-03-01,0,0,0,1,1,False
2022-03-01,1,0,1,1,1,False
2022-03-01,2,0,2,0,0,False
2022-03-01,3,1,0,0,0,False
2022-03-01,4,1,1,0,1,True
2022-03-01,5,1,2,0,0,False
2022-03-01,6,2,0,0,0,False
2022-03-01,7,2,1,1,1,False
2022-03-01,8,2,2,0,0,False
2022-03-01,9,3,0,1,0,True
2022-03-01,10,3,1,1,1,False
2022-03-01,11,3,2,0,0,False
2022-04-01,0,0,0,1,1,False
2022-04-01,1,0,1,1,1,False
2022-04-01,2,0,2,0,0,False
2022-04-01,3,1,0,0,0,False
2022-04-01,4,1,1,0,1,True
2022-04-01,5,1,2,0,0,False
2022-04-01,6,2,0,0,0,False
2022-04-01,7,2,1,1,1,False
2022-04-01,8,2,2,0,0,False
2022-04-01,9,3,0,1,0,True
2022-04-01,10,3,1,1,1,False
2022-04-01,11,3,2,0,0,False
2022-05-05,0,0,0,1,1,False
2022-05-05,1,0,1,1,1,False
2022-05-05,2,0,2,0,0,False
2022-05-05,3,1,0,0,0,False
2022-05-05,4,1,1,0,1,True
2022-05-05,5,1,2,0,0,False
2022-05-05,6,2,0,0,0,False
2022-05-05,7,2,1,1,1,False
2022-05-05,8,2,2,0,0,False
2022-05-05,9,3,0,1,0,True
2022-05-05,10,3,1,1,1,False
2022-05-05,11,3,2,0,0,False
2022-06-01,0,0,0,1,1,False
2022-06-01,1,0,1,1,1,False
2022-06-01,2,0,2,0,0,False
2022-06-01,3,1,0,0,0,False
2022-06-01,4,1,1,0,1,True
2022-06-01,5,1,2,0,0,False
2022-06-01,6,2,0,0,0,False
2022-06-01,7,2,1,1,1,False
2022-06-01,8,2,2,0,0,False
2022-06-01,9,3,0,1,0,True
2022-06-01,10,3,1,1,1,False
2022-06-01,11,3,2,0,0,False
2022-07-01,0,0,0,1,1,False
2022-07-01,1,0,1,1,1,False
2022-07-01,2,0,2,0,0,False
2022-07-01,3,1,0,0,0,False
2022-07-01,4,1,1,0,1,True
2022-07-01,5,1,2,0,0,False
2022-07-01,6,2,0,1,0,True
2022-07-01,7,2,1,1,1,False
2022-07-01,8,2,2,0,0,False
2022-07-01,9,3,0,1,0,True
2022-07-01,10,3,1,1,1,False
2022-07-01,11,3,2,0,0,False
2022-08-01,0,0,0,1,1,False
2022-08-01,1,0,1,1,1,False
2022-08-01,2,0,2,0,0,False
2022-08-01,3,1,0,0,0,False
2022-08-01,4,1,1,0,1,True
2022-08-01,5,1,2,0,0,False
2022-08-01,6,2,0,0,0,False
2022-08-01,7,2,1,0,0,False
2022-08-01,8,2,2,0,0,False
2022-08-01,9,3,0,0,0,False
2022-08-01,10,3,1,0,1,True
2022-08-01,11,3,2,0,0,False
2022-09-01,0,0,0,1,1,False
2022-09-01,1,0,1,1,1,False
2022-09-01,2,0,2,0,0,False
2022-09-01,3,1,0,0,0,False
2022-09-01,4,1,1,0,1,True
2022-09-01,5,1,2,0,0,False
2022-09-01,6,2,0,0,0,False
2022-09-01,7,2,1,0,0,False
2022-09-01,8,2,2,0,0,False
2022-09-01,9,3,0,0,0,False
2022-09-01,10,3,1,0,1,True
2022-09-01,11,3,2,0,0,False
2022-10-10,0,0,0,1,1,False
2022-10-10,1,0,1,1,1,False
2022-10-10,2,0,2,0,0,False
2022-10-10,3,1,0,0,0,False
2022-10-10,4,1,1,0,1,True
2022-10-10,5,1,2,0,0,False
2022-10-10,6,2,0,0,0,False
2022-10-10,7,2,1,0,0,False
2022-10-10,8,2,2,0,0,False
2022-10-10,9,3,0,0,0,False
2022-10-10,10,3,1,0,1,True
2022-10-10,11,3,2,0,0,False
2022-11-01,0,0,0,1,1,False
2022-11-01,1,0,1,1,1,False
2022-11-01,2,0,2,0,0,False
2022-11-01,3,1,0,0,0,False
2022-11-01,4,1,1,0,1,True
2022-11-01,5,1,2,0,0,False
2022-11-01,6,2,0,0,0,False
2022-11-01,7,2,1,0,0,False
2022-11-01,8,2,2,0,0,False
2022-11-01,9,3,0,0,0,False
2022-11-01,10,3,1,0,1,True
2022-11-01,11,3,2,0,0,False
2022-12-01,0,0,0,1,1,False
2022-12-01,1,0,1,1,1,False
2022-12-01,2,0,2,0,0,False
2022-12-01,3,1,0,0,0,False
2022-12-01,4,1,1,0,1,True
2022-12-01,5,1,2,0,0,False
2022-12-01,6,2,0,0,0,False
2022-12-01,7,2,1,0,0,False
2022-12-01,8,2,2,0,0,False
2022-12-01,9,3,0,0,0,False
2022-12-01,10,3,1,0,1,True
2022-12-01,11,3,2,0,0,False
2023-01-03,0,0,0,1,1,False
2023-01-03,1,0,1,1,1,False
2023-01-03,2,0,2,0,0,False
2023-01-03,3,1,0,0,0,False
2023-01-03,4,1,1,0,1,True
2023-01-03,5,1,2,0,0,False
2023-01-03,6,2,0,0,0,False
2023-01-03,7,2,1,0,0,False
2023-01-03,8,2,2,0,0,False
2023-01-03,9,3,0,0,0,False
2023-01-03,10,3,1,0,1,True
2023-01-03,11,3,2,0,0,False
2023-02-01,0,0,0,1,1,False
2023-02-01,1,0,1,1,1,False
2023-02-01,2,0,2,0,0,False
2023-02-01,3,1,0,0,0,False
2023-02-01,4,1,1,0,1,True
2023-02-01,5,1,2,0,0,False
2023-02-01,6,2,0,0,0,False
2023-02-01,7,2,1,0,0,False
2023-02-01,8,2,2,0,0,False
2023-02-01,9,3,0,0,0,False
2023-02-01,10,3,1,1,1,False
2023-02-01,11,3,2,0,0,False
2023-03-01,0,0,0,1,1,False
2023-03-01,1,0,1,1,1,False
2023-03-01,2,0,2,0,0,False
2023-03-01,3,1,0,0,0,False
2023-03-01,4,1,1,0,1,True
2023-03-01,5,1,2,0,0,False
2023-03-01,6,2,0,0,0,False
2023-03-01,7,2,1,0,0,False
2023-03-01,8,2,2,0,0,False
2023-03-01,9,3,0,0,0,False
2023-03-01,10,3,1,0,0,False
2023-03-01,11,3,2,0,0,False
2023-04-03,0,0,0,1,1,False
2023-04-03,1,0,1,1,1,False
2023-04-03,2,0,2,0,0,False
2023-04-03,3,1,0,0,0,False
2023-04-03,4,1,1,0,1,True
2023-04-03,5,1,2,0,0,False
2023-04-03,6,2,0,0,0,False
2023-04-03,7,2,1,0,0,False
2023-04-03,8,2,2,0,0,False
2023-04-03,9,3,0,0,0,False
2023-04-03,10,3,1,0,1,True
2023-04-03,11,3,2,0,0,False
2023-05-04,0,0,0,0,1,True
2023-05-04,1,0,1,1,1,False
2023-05-04,2,0,2,0,0,False
2023-05-04,3,1,0,0,0,False
2023-05-04,4,1,1,0,1,True
2023-05-04,5,1,2,0,0,False
2023-05-04,6,2,0,0,0,False
2023-05-04,7,2,1,0,0,False
2023-05-04,8,2,2,0,0,False
2023-05-04,9,3,0,0,0,False
2023-05-04,10,3,1,0,1,True
2023-05-04,11,3,2,0,0,False
2023-06-01,0,0,0,0,0,False
2023-06-01,1,0,1,1,1,False
2023-06-01,2,0,2,0,0,False
2023-06-01,3,1,0,0,0,False
2023-06-01,4,1,1,0,1,True
2023-06-01,5,1,2,0,0,False
2023-06-01,6,2,0,0,0,False
2023-06-01,7,2,1,0,0,False
2023-06-01,8,2,2,0,0,False
2023-06-01,9,3,0,0,0,False
2023-06-01,10,3,1,0,0,False
2023-06-01,11,3,2,0,0,False
2023-07-03,0,0,0,0,0,False
2023-07-03,1,0,1,1,1,False
2023-07-03,2,0,2,0,0,False
2023-07-03,3,1,0,0,0,False
2023-07-03,4,1,1,0,1,True
2023-07-03,5,1,2,0,0,False
2023-07-03,6,2,0,0,0,False
2023-07-03,7,2,1,0,0,False
2023-07-03,8,2,2,0,0,False
2023-07-03,9,3,0,0,0,False
2023-07-03,10,3,1,0,0,False
2023-07-03,11,3,2,0,0,False
2023-08-01,0,0,0,0,0,False
2023-08-01,1,0,1,1,1,False
2023-08-01,2,0,2,0,0,False
2023-08-01,3,1,0,0,0,False
2023-08-01,4,1,1,0,1,True
2023-08-01,5,1,2,0,0,False
2023-08-01,6,2,0,0,0,False
2023-08-01,7,2,1,0,0,False
2023-08-01,8,2,2,0,0,False
2023-08-01,9,3,0,0,0,False
2023-08-01,10,3,1,1,1,False
2023-08-01,11,3,2,0,0,False
2023-09-01,0,0,0,0,0,False
2023-09-01,1,0,1,0,1,True
2023-09-01,2,0,2,0,0,False
2023-09-01,3,1,0,0,0,False
2023-09-01,4,1,1,0,1,True
2023-09-01,5,1,2,0,0,False
2023-09-01,6,2,0,0,0,False
2023-09-01,7,2,1,0,0,False
2023-09-01,8,2,2,0,0,False
2023-09-01,9,3,0,0,0,False
2023-09-01,10,3,1,0,1,True
2023-09-01,11,3,2,0,0,False
2023-10-09,0,0,0,0,0,False
2023-10-09,1,0,1,0,1,True
2023-10-09,2,0,2,0,0,False
2023-10-09,3,1,0,0,0,False
2023-10-09,4,1,1,0,1,True
2023-10-09,5,1,2,0,0,False
2023-10-09,6,2,0,0,0,False
2023-10-09,7,2,1,0,0,False
2023-10-09,8,2,2,0,0,False
2023-10-09,9,3,0,0,0,False
2023-10-09,10,3,1,0,1,True
2023-10-09,11,3,2,0,0,False
2023-11-01,0,0,0,0,0,False
2023-11-01,1,0,1,0,1,True
2023-11-01,2,0,2,0,0,False
2023-11-01,3,1,0,0,0,False
2023-11-01,4,1,1,0,1,True
2023-11-01,5,1,2,0,0,False
2023-11-01,6,2,0,0,0,False
2023-11-01,7,2,1,0,0,False
2023-11-01,8,2,2,0,0,False
2023-11-01,9,3,0,0,0,False
2023-11-01,10,3,1,0,1,True
2023-11-01,11,3,2,0,0,False
2023-12-01,0,0,0,0,0,False
2023-12-01,1,0,1,0,1,True
2023-12-01,2,0,2,0,0,False
2023-12-01,3,1,0,0,0,False
2023-12-01,4,1,1,0,1,True
2023-12-01,5,1,2,0,0,False
2023-12-01,6,2,0,0,0,False
2023-12-01,7,2,1,0,0,False
2023-12-01,8,2,2,0,0,False
2023-12-01,9,3,0,0,0,False
2023-12-01,10,3,1,0,1,True
2023-12-01,11,3,2,0,0,False
2024-01-02,0,0,0,0,0,False
2024-01-02,1,0,1,0,1,True
2024-01-02,2,0,2,0,0,False
2024-01-02,3,1,0,0,0,False
2024-01-02,4,1,1,0,1,True
2024-01-02,5,1,2,0,0,False
2024-01-02,6,2,0,0,0,False
2024-01-02,7,2,1,0,0,False
2024-01-02,8,2,2,0,0,False
2024-01-02,9,3,0,0,0,False
2024-01-02,10,3,1,0,1,True
2024-01-02,11,3,2,0,0,False
2024-02-01,0,0,0,0,0,False
2024-02-01,1,0,1,0,1,True
2024-02-01,2,0,2,0,0,False
2024-02-01,3,1,0,0,0,False
2024-02-01,4,1,1,0,1,True
2024-02-01,5,1,2,0,0,False
2024-02-01,6,2,0,0,0,False
2024-02-01,7,2,1,0,0,False
2024-02-01,8,2,2,0,0,False
2024-02-01,9,3,0,0,0,False
2024-02-01,10,3,1,1,1,False
2024-02-01,11,3,2,0,0,False
2024-03-01,0,0,0,0,0,False
2024-03-01,1,0,1,0,1,True
2024-03-01,2,0,2,0,0,False
2024-03-01,3,1,0,0,0,False
2024-03-01,4,1,1,0,1,True
2024-03-01,5,1,2,0,0,False
2024-03-01,6,2,0,0,0,False
2024-03-01,7,2,1,0,0,False
2024-03-01,8,2,2,0,0,False
2024-03-01,9,3,0,0,0,False
2024-03-01,10,3,1,1,1,False
2024-03-01,11,3,2,0,0,False
2024-04-01,0,0,0,0,0,False
2024-04-01,1,0,1,0,1,True
2024-04-01,2,0,2,0,0,False
2024-04-01,3,1,0,0,0,False
2024-04-01,4,1,1,1,1,False
2024-04-01,5,1,2,0,0,False
2024-04-01,6,2,0,0,0,False
2024-04-01,7,2,1,0,0,False
2024-04-01,8,2,2,0,0,False
2024-04-01,9,3,0,0,0,False
2024-04-01,10,3,1,1,1,False
2024-04-01,11,3,2,0,0,False
2024-05-06,0,0,0,0,0,False
2024-05-06,1,0,1,0,1,True
2024-05-06,2,0,2,0,0,False
2024-05-06,3,1,0,0,0,False
2024-05-06,4,1,1,1,1,False
2024-05-06,5,1,2,0,0,False
2024-05-06,6,2,0,0,0,False
2024-05-06,7,2,1,0,0,False
2024-05-06,8,2,2,0,0,False
2024-05-06,9,3,0,0,0,False
2024-05-06,10,3,1,1,1,False
2024-05-06,11,3,2,0,0,False
2024-06-03,0,0,0,0,0,False
2024-06-03,1,0,1,1,1,False
2024-06-03,2,0,2,0,0,False
2024-06-03,3,1,0,1,1,False
2024-06-03,4,1,1,1,1,False
2024-06-03,5,1,2,0,0,False
2024-06-03,6,2,0,0,0,False
2024-06-03,7,2,1,0,1,True
2024-06-03,8,2,2,0,0,False
2024-06-03,9,3,0,0,0,False
2024-06-03,10,3,1,0,1,True
2024-06-03,11,3,2,0,0,False
2024-07-01,0,0,0,0,0,False
2024-07-01,1,0,1,0,1,True
2024-07-01,2,0,2,0,0,False
2024-07-01,3,1,0,1,1,False
2024-07-01,4,1,1,1,1,False
2024-07-01,5,1,2,0,0,False
2024-07-01,6,2,0,0,0,False
2024-07-01,7,2,1,0,1,True
2024-07-01,8,2,2,0,0,False
2024-07-01,9,3,0,0,0,False
2024-07-01,10,3,1,0,1,True
2024-07-01,11,3,2,0,0,False
2024-08-01,0,0,0,0,0,False
2024-08-01,1,0,1,0,1,True
2024-08-01,2,0,2,0,0,False
2024-08-01,3,1,0,0,0,False
2024-08-01,4,1,1,0,1,True
2024-08-01,5,1,2,0,0,False
2024-08-01,6,2,0,0,0,False
2024-08-01,7,2,1,0,1,True
2024-08-01,8,2,2,0,0,False
2024-08-01,9,3,0,0,0,False
2024-08-01,10,3,1,0,1,True
2024-08-01,11,3,2,0,0,False
2024-09-02,0,0,0,0,0,False
2024-09-02,1,0,1,0,1,True
2024-09-02,2,0,2,0,0,False
2024-09-02,3,1,0,0,0,False
2024-09-02,4,1,1,0,1,True
2024-09-02,5,1,2,0,0,False
2024-09-02,6,2,0,0,0,False
2024-09-02,7,2,1,0,1,True
2024-09-02,8,2,2,0,0,False
2024-09-02,9,3,0,0,0,False
2024-09-02,10,3,1,0,1,True
2024-09-02,11,3,2,0,0,False
2024-10-08,0,0,0,0,0,False
2024-10-08,1,0,1,0,1,True
2024-10-08,2,0,2,0,0,False
2024-10-08,3,1,0,1,0,True
2024-10-08,4,1,1,1,1,False
2024-10-08,5,1,2,0,0,False
2024-10-08,6,2,0,1,0,True
2024-10-08,7,2,1,1,1,False
2024-10-08,8,2,2,0,0,False
2024-10-08,9,3,0,1,0,True
2024-10-08,10,3,1,1,1,False
2024-10-08,11,3,2,0,0,False
2024-11-01,0,0,0,0,0,False
2024-11-01,1,0,1,1,1,False
2024-11-01,2,0,2,0,0,False
2024-11-01,3,1,0,1,0,True
2024-11-01,4,1,1,1,1,False
2024-11-01,5,1,2,0,0,False
2024-11-01,6,2,0,1,0,True
2024-11-01,7,2,1,1,1,False
2024-11-01,8,2,2,0,0,False
2024-11-01,9,3,0,1,0,True
2024-11-01,10,3,1,1,1,False
2024-11-01,11,3,2,0,0,False
2024-12-02,0,0,0,0,0,False
2024-12-02,1,0,1,1,1,False
2024-12-02,2,0,2,0,0,False
2024-12-02,3,1,0,1,1,False
2024-12-02,4,1,1,1,1,False
2024-12-02,5,1,2,0,0,False
2024-12-02,6,2,0,1,0,True
2024-12-02,7,2,1,1,1,False
2024-12-02,8,2,2,0,0,False
2024-12-02,9,3,0,1,0,True
2024-12-02,10,3,1,1,1,False
2024-12-02,11,3,2,0,0,False
2025-01-02,0,0,0,0,0,False
2025-01-02,1,0,1,0,1,True
2025-01-02,2,0,2,0,0,False
2025-01-02,3,1,0,1,1,False
2025-01-02,4,1,1,1,1,False
2025-01-02,5,1,2,0,0,False
2025-01-02,6,2,0,0,0,False
2025-01-02,7,2,1,1,1,False
2025-01-02,8,2,2,0,0,False
2025-01-02,9,3,0,1,0,True
2025-01-02,10,3,1,1,1,False
2025-01-02,11,3,2,0,0,False
2025-02-05,0,0,0,0,0,False
2025-02-05,1,0,1,1,1,False
2025-02-05,2,0,2,0,0,False
2025-02-05,3,1,0,1,1,False
