period,cost,origin,actual_cycle,fit_origin,neighbor_cycle,neighbor_origin_index,squared_distance,target
earlier_diagnostic,BASE,2019-04-24,8,2019-04-01,4,673,1.1823200938683494,0.32711434251633065
earlier_diagnostic,BASE,2019-04-24,8,2019-04-01,15,1384,2.185333470246781,-0.08991677539608567
earlier_diagnostic,BASE,2019-04-24,8,2019-04-01,1,569,2.21217648493268,0.0040330778539734696
earlier_diagnostic,BASE,2019-04-24,8,2019-04-01,5,743,2.4460735802381537,-0.09114144516637138
earlier_diagnostic,BASE,2019-04-24,8,2019-04-01,13,1251,2.640258246939214,-0.0010794062078272612
earlier_diagnostic,BASE,2019-04-25,8,2019-04-01,4,672,1.6020585914961147,0.3615244172494173
earlier_diagnostic,BASE,2019-04-25,8,2019-04-01,5,742,2.0343991738413907,-0.08356478062338682
earlier_diagnostic,BASE,2019-04-25,8,2019-04-01,1,565,2.4181012944422635,0.027233512174989614
earlier_diagnostic,BASE,2019-04-25,8,2019-04-01,15,1387,2.558186970173561,-0.07219458432304035
earlier_diagnostic,BASE,2019-04-25,8,2019-04-01,11,1102,2.8795909963638726,-0.028725120910383976
earlier_diagnostic,BASE,2019-04-26,8,2019-04-01,5,742,2.4096052475614242,-0.08356478062338682
earlier_diagnostic,BASE,2019-04-26,8,2019-04-01,6,854,3.102790379049914,0.037691964777105125
earlier_diagnostic,BASE,2019-04-26,8,2019-04-01,15,1390,3.1167711625229337,-0.069986
earlier_diagnostic,BASE,2019-04-26,8,2019-04-01,4,672,3.2339633332894837,0.3615244172494173
earlier_diagnostic,BASE,2019-04-26,8,2019-04-01,11,1108,3.3387926205592304,-0.0005821428571428374
earlier_diagnostic,BASE,2019-04-29,8,2019-04-01,15,1390,1.4561505858322326,-0.069986
earlier_diagnostic,BASE,2019-04-29,8,2019-04-01,11,1108,1.6208913893335959,-0.0005821428571428374
earlier_diagnostic,BASE,2019-04-29,8,2019-04-01,1,585,1.7746629439949881,0.030635693581780477
earlier_diagnostic,BASE,2019-04-29,8,2019-04-01,4,672,2.0321977125775708,0.3615244172494173
earlier_diagnostic,BASE,2019-04-29,8,2019-04-01,10,1056,2.320685482538577,0.029522252663622517
earlier_diagnostic,BASE,2019-04-30,8,2019-04-01,15,1390,1.204209352149228,-0.069986
earlier_diagnostic,BASE,2019-04-30,8,2019-04-01,11,1108,1.3576003689489458,-0.0005821428571428374
earlier_diagnostic,BASE,2019-04-30,8,2019-04-01,1,585,1.4983925851960789,0.030635693581780477
earlier_diagnostic,BASE,2019-04-30,8,2019-04-01,10,1056,1.7568310645881582,0.029522252663622517
earlier_diagnostic,BASE,2019-04-30,8,2019-04-01,4,672,2.3315870270662415,0.3615244172494173
earlier_diagnostic,BASE,2019-05-06,8,2019-05-06,15,1391,4.410719775416875,-0.03316168316831681
earlier_diagnostic,BASE,2019-05-06,8,2019-05-06,11,1112,6.567046098596642,0.014562020802377479
earlier_diagnostic,BASE,2019-05-06,8,2019-05-06,5,744,7.84075373637775,-0.04705912469033851
earlier_diagnostic,BASE,2019-05-06,8,2019-05-06,6,852,7.8838822215722315,0.043144896265560215
earlier_diagnostic,BASE,2019-05-06,8,2019-05-06,16,1554,13.317842486425942,-0.035874258970358744
earlier_diagnostic,BASE,2019-05-31,9,2019-05-06,16,1549,2.4352723945304335,-0.07787162041181742
earlier_diagnostic,BASE,2019-05-31,9,2019-05-06,9,957,2.721059868327642,0.01501107288082565
earlier_diagnostic,BASE,2019-05-31,9,2019-05-06,10,1020,3.197567263915381,0.04446300185299557
earlier_diagnostic,BASE,2019-05-31,9,2019-05-06,14,1273,3.2577732211921435,0.09475142022829831
earlier_diagnostic,BASE,2019-05-31,9,2019-05-06,4,658,3.457375983348927,0.4006992206235013
earlier_diagnostic,BASE,2019-06-03,9,2019-06-03,10,1020,0.4761448474331212,0.04446300185299557
earlier_diagnostic,BASE,2019-06-03,9,2019-06-03,9,957,0.7447428980889012,0.01501107288082565
earlier_diagnostic,BASE,2019-06-03,9,2019-06-03,14,1273,0.8904237816049976,0.09475142022829831
earlier_diagnostic,BASE,2019-06-03,9,2019-06-03,2,593,0.9090219787230378,0.31376559308719576
earlier_diagnostic,BASE,2019-06-03,9,2019-06-03,13,1211,1.1734179993285536,0.08755227740229211
earlier_diagnostic,BASE,2019-06-04,9,2019-06-03,10,1021,0.9267854040312401,0.04060726153846144
earlier_diagnostic,BASE,2019-06-04,9,2019-06-03,9,957,1.063989194291356,0.01501107288082565
earlier_diagnostic,BASE,2019-06-04,9,2019-06-03,2,594,1.2745887764834631,0.31119098392787153
earlier_diagnostic,BASE,2019-06-04,9,2019-06-03,16,1550,1.3769328248998551,-0.04922092307692312
earlier_diagnostic,BASE,2019-06-04,9,2019-06-03,13,1212,1.4942522602089474,0.08723284371327855
earlier_diagnostic,BASE,2019-06-05,9,2019-06-03,10,1021,0.9520879372106982,0.04060726153846144
earlier_diagnostic,BASE,2019-06-05,9,2019-06-03,9,959,1.1074678100005175,0.04005608974358974
earlier_diagnostic,BASE,2019-06-05,9,2019-06-03,2,594,1.1434818652811924,0.31119098392787153
earlier_diagnostic,BASE,2019-06-05,9,2019-06-03,14,1278,1.3898257920722894,0.08753523206751052
earlier_diagnostic,BASE,2019-06-05,9,2019-06-03,16,1550,1.5683744494054537,-0.04922092307692312
earlier_diagnostic,BASE,2019-06-06,9,2019-06-03,9,959,0.7073527971939108,0.04005608974358974
earlier_diagnostic,BASE,2019-06-06,9,2019-06-03,15,1339,1.1139883035888969,-0.0453993236714977
earlier_diagnostic,BASE,2019-06-06,9,2019-06-03,2,602,1.8364154159163832,0.3035273577552612
earlier_diagnostic,BASE,2019-06-06,9,2019-06-03,10,1021,1.8521045778487104,0.04060726153846144
earlier_diagnostic,BASE,2019-06-06,9,2019-06-03,13,1220,1.8669458130389327,0.06809604617604624
earlier_diagnostic,BASE,2019-06-10,9,2019-06-03,10,1026,0.7870878540537625,0.030463132236441086
earlier_diagnostic,BASE,2019-06-10,9,2019-06-03,14,1278,0.8316689532481634,0.08753523206751052
earlier_diagnostic,BASE,2019-06-10,9,2019-06-03,9,958,0.8953065680157413,0.013110084295972468
earlier_diagnostic,BASE,2019-06-10,9,2019-06-03,2,594,0.980717853141093,0.31119098392787153
earlier_diagnostic,BASE,2019-06-10,9,2019-06-03,13,1214,0.9987816150417752,0.08309721978343584
earlier_diagnostic,BASE,2019-06-11,9,2019-06-03,10,1023,0.34209658039877683,0.030149314651233553
earlier_diagnostic,BASE,2019-06-11,9,2019-06-03,14,1279,0.43812751570733627,0.0678269290523045
earlier_diagnostic,BASE,2019-06-11,9,2019-06-03,2,596,0.5369890515362947,0.2909518332690082
earlier_diagnostic,BASE,2019-06-11,9,2019-06-03,13,1216,0.5979140101622714,0.05802155517438544
earlier_diagnostic,BASE,2019-06-11,9,2019-06-03,11,1085,0.9165861535607522,-0.017829861910241655
earlier_diagnostic,BASE,2019-06-12,9,2019-06-03,10,1023,0.5684364315283426,0.030149314651233553
earlier_diagnostic,BASE,2019-06-12,9,2019-06-03,2,596,0.5864790666023186,0.2909518332690082
earlier_diagnostic,BASE,2019-06-12,9,2019-06-03,14,1282,0.6135608760457021,0.05986980210742731
earlier_diagnostic,BASE,2019-06-12,9,2019-06-03,13,1216,0.6747275858654669,0.05802155517438544
earlier_diagnostic,BASE,2019-06-12,9,2019-06-03,1,544,0.9937364107219504,0.03924058455114817
earlier_diagnostic,BASE,2019-06-13,9,2019-06-03,10,1026,0.5998467528051901,0.030463132236441086
earlier_diagnostic,BASE,2019-06-13,9,2019-06-03,14,1282,0.6698074734728069,0.05986980210742731
earlier_diagnostic,BASE,2019-06-13,9,2019-06-03,13,1216,0.6740760814199427,0.05802155517438544
earlier_diagnostic,BASE,2019-06-13,9,2019-06-03,9,976,0.8655993416252558,0.02365457413249203
earlier_diagnostic,BASE,2019-06-13,9,2019-06-03,2,596,1.0549354446530756,0.2909518332690082
earlier_diagnostic,BASE,2019-06-14,9,2019-06-03,9,976,0.6058204774698206,0.02365457413249203
earlier_diagnostic,BASE,2019-06-14,9,2019-06-03,10,1026,0.9390843799170231,0.030463132236441086
earlier_diagnostic,BASE,2019-06-14,9,2019-06-03,13,1216,1.1748760758510954,0.05802155517438544
earlier_diagnostic,BASE,2019-06-14,9,2019-06-03,14,1282,1.1912488880943384,0.05986980210742731
earlier_diagnostic,BASE,2019-06-14,9,2019-06-03,1,551,1.481056062797819,0.038806928213689466
earlier_diagnostic,BASE,2019-06-17,9,2019-06-03,13,1220,0.674271332881568,0.06809604617604624
earlier_diagnostic,BASE,2019-06-17,9,2019-06-03,10,1026,0.677924233739775,0.030463132236441086
earlier_diagnostic,BASE,2019-06-17,9,2019-06-03,14,1283,0.7190025510823472,0.06177960865087533
earlier_diagnostic,BASE,2019-06-17,9,2019-06-03,12,1160,0.7582941650772153,-0.032270369293399305
earlier_diagnostic,BASE,2019-06-17,9,2019-06-03,9,976,0.7751031738685128,0.02365457413249203
earlier_diagnostic,BASE,2019-06-18,9,2019-06-03,13,1220,0.24075685339975947,0.06809604617604624
earlier_diagnostic,BASE,2019-06-18,9,2019-06-03,10,1034,0.34440365108505305,-0.004707710417892883
earlier_diagnostic,BASE,2019-06-18,9,2019-06-03,1,546,0.3598496145753387,0.04578915966386554
earlier_diagnostic,BASE,2019-06-18,9,2019-06-03,12,1155,0.4033003967664288,-0.03142561117578582
earlier_diagnostic,BASE,2019-06-18,9,2019-06-03,2,601,0.5063392156194695,0.2964550387596901
earlier_diagnostic,BASE,2019-06-19,9,2019-06-03,14,1284,0.2973248302082476,0.06041475957829773
earlier_diagnostic,BASE,2019-06-19,9,2019-06-03,13,1221,0.3101537885465901,0.05862671624713961
earlier_diagnostic,BASE,2019-06-19,9,2019-06-03,1,545,0.4069819302447541,0.032345250933222665
earlier_diagnostic,BASE,2019-06-19,9,2019-06-03,10,1027,0.43354421944393284,0.008046080476900058
earlier_diagnostic,BASE,2019-06-19,9,2019-06-03,11,1092,0.561182888392185,-0.03449225113122173
earlier_diagnostic,BASE,2019-06-20,9,2019-06-03,10,1029,0.1777445590804685,-0.014278694258233861
earlier_diagnostic,BASE,2019-06-20,9,2019-06-03,2,599,0.42825146110204837,0.26221433962264157
earlier_diagnostic,BASE,2019-06-20,9,2019-06-03,13,1225,0.5595893731957307,0.036397087650518155
earlier_diagnostic,BASE,2019-06-20,9,2019-06-03,14,1280,0.7569774158093292,0.05634118852459011
earlier_diagnostic,BASE,2019-06-20,9,2019-06-03,1,554,0.8007700700745181,0.0020124798711754805
earlier_diagnostic,BASE,2019-06-21,9,2019-06-03,10,1029,0.37343703071344936,-0.014278694258233861
earlier_diagnostic,BASE,2019-06-21,9,2019-06-03,13,1225,0.49422802385979947,0.036397087650518155
earlier_diagnostic,BASE,2019-06-21,9,2019-06-03,2,606,0.6346577880713822,0.2238875228686427
earlier_diagnostic,BASE,2019-06-21,9,2019-06-03,1,555,0.7100449405803633,-0.004797121151539389
earlier_diagnostic,BASE,2019-06-21,9,2019-06-03,11,1096,0.8606828298109589,-0.049541592427616826
earlier_diagnostic,BASE,2019-06-24,9,2019-06-03,10,1030,0.40462302958030794,-0.015426317321688613
earlier_diagnostic,BASE,2019-06-24,9,2019-06-03,13,1225,0.5042034522035391,0.036397087650518155
earlier_diagnostic,BASE,2019-06-24,9,2019-06-03,2,606,0.6240979281161619,0.2238875228686427
earlier_diagnostic,BASE,2019-06-24,9,2019-06-03,1,555,0.6508238496926453,-0.004797121151539389
earlier_diagnostic,BASE,2019-06-24,9,2019-06-03,11,1096,0.8802605191410307,-0.049541592427616826
earlier_diagnostic,BASE,2019-06-25,9,2019-06-03,10,1031,0.2053219962449112,-0.011686732904734085
earlier_diagnostic,BASE,2019-06-25,9,2019-06-03,1,544,0.5742268904952644,0.03924058455114817
earlier_diagnostic,BASE,2019-06-25,9,2019-06-03,13,1225,0.5879891099820339,0.036397087650518155
earlier_diagnostic,BASE,2019-06-25,9,2019-06-03,2,599,0.606932213472684,0.26221433962264157
earlier_diagnostic,BASE,2019-06-25,9,2019-06-03,14,1283,0.7111509073139011,0.06177960865087533
earlier_diagnostic,BASE,2019-06-26,9,2019-06-03,10,1032,0.1331206499415194,-0.011108888888888963
earlier_diagnostic,BASE,2019-06-26,9,2019-06-03,1,544,0.2767387959914131,0.03924058455114817
earlier_diagnostic,BASE,2019-06-26,9,2019-06-03,13,1227,0.4868828508095976,0.04252670422535219
earlier_diagnostic,BASE,2019-06-26,9,2019-06-03,14,1288,0.6093247254121693,0.060142210796915174
earlier_diagnostic,BASE,2019-06-26,9,2019-06-03,11,1098,0.7007969523766843,-0.05138983050847451
earlier_diagnostic,BASE,2019-06-27,9,2019-06-03,1,545,0.3327703411189155,0.032345250933222665
earlier_diagnostic,BASE,2019-06-27,9,2019-06-03,2,604,0.36494119961744265,0.26221433962264157
earlier_diagnostic,BASE,2019-06-27,9,2019-06-03,13,1232,0.3821804631048493,0.02804994444444456
earlier_diagnostic,BASE,2019-06-27,9,2019-06-03,10,1032,0.47781941534003997,-0.011108888888888963
earlier_diagnostic,BASE,2019-06-27,9,2019-06-03,14,1286,0.5196046253608079,0.055260184237461554
earlier_diagnostic,BASE,2019-06-28,9,2019-06-03,1,545,0.33439165385652503,0.032345250933222665
earlier_diagnostic,BASE,2019-06-28,9,2019-06-03,13,1232,0.3909405241339119,0.02804994444444456
earlier_diagnostic,BASE,2019-06-28,9,2019-06-03,2,604,0.3927986760302976,0.26221433962264157
earlier_diagnostic,BASE,2019-06-28,9,2019-06-03,10,1032,0.5383726339958594,-0.011108888888888963
earlier_diagnostic,BASE,2019-06-28,9,2019-06-03,14,1286,0.5583217375312464,0.055260184237461554
earlier_diagnostic,BASE,2019-07-01,9,2019-07-01,2,605,0.532771045605642,0.24022150537634426
earlier_diagnostic,BASE,2019-07-01,9,2019-07-01,13,1234,0.5877949285989964,0.015082007679648974
earlier_diagnostic,BASE,2019-07-01,9,2019-07-01,4,677,0.689085532797813,0.29082580110497247
earlier_diagnostic,BASE,2019-07-01,9,2019-07-01,1,542,0.7592184854618687,0.03148976377952759
earlier_diagnostic,BASE,2019-07-01,9,2019-07-01,10,1032,0.9250766905917723,-0.011108888888888963
earlier_diagnostic,BASE,2019-07-02,9,2019-07-01,2,605,0.5346892081997293,0.24022150537634426
earlier_diagnostic,BASE,2019-07-02,9,2019-07-01,13,1234,0.5661096500330476,0.015082007679648974
earlier_diagnostic,BASE,2019-07-02,9,2019-07-01,4,677,0.6220375685155909,0.29082580110497247
earlier_diagnostic,BASE,2019-07-02,9,2019-07-01,1,555,0.8578135270006668,-0.004797121151539389
earlier_diagnostic,BASE,2019-07-02,9,2019-07-01,10,1030,0.9548331654478573,-0.015426317321688613
earlier_diagnostic,BASE,2019-07-03,9,2019-07-01,13,1234,0.6742630959213056,0.015082007679648974
earlier_diagnostic,BASE,2019-07-03,9,2019-07-01,2,605,0.7794542070289607,0.24022150537634426
earlier_diagnostic,BASE,2019-07-03,9,2019-07-01,10,1032,0.7989327231160934,-0.011108888888888963
earlier_diagnostic,BASE,2019-07-03,9,2019-07-01,1,540,0.8316304899020392,0.03449019118869501
earlier_diagnostic,BASE,2019-07-03,9,2019-07-01,4,676,0.9233639130272828,0.303062632459565
earlier_diagnostic,BASE,2019-07-04,9,2019-07-01,10,1040,0.7055632722839934,-0.0017706021251476468
earlier_diagnostic,BASE,2019-07-04,9,2019-07-01,1,543,0.7487459468737047,0.034920249480249514
earlier_diagnostic,BASE,2019-07-04,9,2019-07-01,13,1237,0.9328639028122016,0.008719978195693655
earlier_diagnostic,BASE,2019-07-04,9,2019-07-01,2,604,0.9590901926678184,0.26221433962264157
earlier_diagnostic,BASE,2019-07-04,9,2019-07-01,11,1100,1.0563523805631405,-0.03667127539503388
earlier_diagnostic,STRESS,2017-05-18,6,2017-05-02,9,956,0.2794236957564453,0.014693746091306978
earlier_diagnostic,STRESS,2017-05-18,6,2017-05-02,11,1082,0.3535987298459443,-0.0046605830903789286
earlier_diagnostic,STRESS,2017-05-18,6,2017-05-02,10,1020,0.4969866791069917,0.04446300185299557
earlier_diagnostic,STRESS,2017-05-18,6,2017-05-02,2,592,0.8675498196270779,0.3132498625834316
earlier_diagnostic,STRESS,2017-05-18,6,2017-05-02,1,530,2.8969704465771446,0.04578915966386554
earlier_diagnostic,STRESS,2017-05-19,6,2017-05-02,9,957,0.26723269402021993,0.01501107288082565
earlier_diagnostic,STRESS,2017-05-19,6,2017-05-02,10,1020,0.31118256552805496,0.04446300185299557
earlier_diagnostic,STRESS,2017-05-19,6,2017-05-02,11,1083,0.34828220178515823,-0.003789436825211572
earlier_diagnostic,STRESS,2017-05-19,6,2017-05-02,2,593,0.830045281586757,0.31376559308719576
earlier_diagnostic,STRESS,2017-05-19,6,2017-05-02,1,530,2.8549719868713552,0.04578915966386554
earlier_diagnostic,STRESS,2017-05-22,6,2017-05-02,10,1021,0.3009662210440456,0.04060726153846144
earlier_diagnostic,STRESS,2017-05-22,6,2017-05-02,9,958,0.3084152324636044,0.013110084295972468
earlier_diagnostic,STRESS,2017-05-22,6,2017-05-02,11,1083,0.4154740713343853,-0.003789436825211572
earlier_diagnostic,STRESS,2017-05-22,6,2017-05-02,2,593,0.786140750877774,0.31376559308719576
earlier_diagnostic,STRESS,2017-05-22,6,2017-05-02,1,530,2.8415721094510653,0.04578915966386554
earlier_diagnostic,STRESS,2017-05-23,6,2017-05-02,10,1021,0.2707745509606079,0.04060726153846144
earlier_diagnostic,STRESS,2017-05-23,6,2017-05-02,11,1084,0.4025713504236084,-0.010142650043490827
earlier_diagnostic,STRESS,2017-05-23,6,2017-05-02,9,958,0.5152328387400826,0.013110084295972468
earlier_diagnostic,STRESS,2017-05-23,6,2017-05-02,2,594,0.6051189619818104,0.31119098392787153
earlier_diagnostic,STRESS,2017-05-23,6,2017-05-02,1,530,2.602376302917173,0.04578915966386554
earlier_diagnostic,STRESS,2017-05-24,6,2017-05-02,10,1022,0.31197477081422087,0.03677988963825863
earlier_diagnostic,STRESS,2017-05-24,6,2017-05-02,11,1084,0.4725027525725554,-0.010142650043490827
earlier_diagnostic,STRESS,2017-05-24,6,2017-05-02,9,958,0.5182510233113676,0.013110084295972468
earlier_diagnostic,STRESS,2017-05-24,6,2017-05-02,2,594,0.6828135357622495,0.31119098392787153
earlier_diagnostic,STRESS,2017-05-24,6,2017-05-02,1,551,2.2939633387871896,0.038806928213689466
earlier_diagnostic,STRESS,2017-05-25,6,2017-05-02,10,1024,0.11816686015590909,0.023603026634382514
earlier_diagnostic,STRESS,2017-05-25,6,2017-05-02,11,1088,0.21795416767097361,-0.01867663121586653
earlier_diagnostic,STRESS,2017-05-25,6,2017-05-02,2,593,0.6503991619923155,0.31376559308719576
earlier_diagnostic,STRESS,2017-05-25,6,2017-05-02,9,958,0.748197434321576,0.013110084295972468
earlier_diagnostic,STRESS,2017-05-25,6,2017-05-02,1,552,1.6539630800928156,0.021333442757488736
earlier_diagnostic,STRESS,2017-05-26,6,2017-05-02,10,1024,0.11215640129151395,0.023603026634382514
earlier_diagnostic,STRESS,2017-05-26,6,2017-05-02,11,1088,0.20188637998383335,-0.01867663121586653
earlier_diagnostic,STRESS,2017-05-26,6,2017-05-02,2,593,0.7539587607419466,0.31376559308719576
earlier_diagnostic,STRESS,2017-05-26,6,2017-05-02,9,958,0.7815245625529645,0.013110084295972468
earlier_diagnostic,STRESS,2017-05-26,6,2017-05-02,1,552,1.3928796750387682,0.021333442757488736
earlier_diagnostic,STRESS,2017-05-31,6,2017-05-02,10,1027,0.11546303390542081,0.008046080476900058
earlier_diagnostic,STRESS,2017-05-31,6,2017-05-02,11,1088,0.17716763156011092,-0.01867663121586653
earlier_diagnostic,STRESS,2017-05-31,6,2017-05-02,2,596,0.8257156731691405,0.2909518332690082
earlier_diagnostic,STRESS,2017-05-31,6,2017-05-02,9,958,0.9830221918888266,0.013110084295972468
earlier_diagnostic,STRESS,2017-05-31,6,2017-05-02,1,552,1.1861634278182926,0.021333442757488736
earlier_diagnostic,STRESS,2017-06-01,6,2017-06-01,10,1027,0.11868900815769753,0.008046080476900058
earlier_diagnostic,STRESS,2017-06-01,6,2017-06-01,12,1152,0.16922742126534768,-0.04421860999425615
earlier_diagnostic,STRESS,2017-06-01,6,2017-06-01,11,1088,0.18228518230917787,-0.01867663121586653
earlier_diagnostic,STRESS,2017-06-01,6,2017-06-01,2,596,0.8807983423785691,0.2909518332690082
earlier_diagnostic,STRESS,2017-06-01,6,2017-06-01,1,552,1.0509284983363862,0.021333442757488736
earlier_diagnostic,STRESS,2017-06-02,6,2017-06-01,12,1154,0.11207066933131754,-0.04036101499423302
earlier_diagnostic,STRESS,2017-06-02,6,2017-06-01,10,1027,0.1858413588348481,0.008046080476900058
earlier_diagnostic,STRESS,2017-06-02,6,2017-06-01,11,1088,0.21821964087362533,-0.01867663121586653
earlier_diagnostic,STRESS,2017-06-02,6,2017-06-01,2,596,0.8707220562414012,0.2909518332690082
earlier_diagnostic,STRESS,2017-06-02,6,2017-06-01,1,545,0.9646123743704693,0.032345250933222665
earlier_diagnostic,STRESS,2017-06-05,6,2017-06-01,12,1156,0.07289989709615484,-0.0345158688714825
earlier_diagnostic,STRESS,2017-06-05,6,2017-06-01,11,1090,0.2772378430920324,-0.01754728057553947
earlier_diagnostic,STRESS,2017-06-05,6,2017-06-01,10,1034,0.5068913393626734,-0.004707710417892883
earlier_diagnostic,STRESS,2017-06-05,6,2017-06-01,1,546,0.600465404633737,0.04578915966386554
earlier_diagnostic,STRESS,2017-06-05,6,2017-06-01,9,981,0.7580889787303832,0.022364776307498342
earlier_diagnostic,STRESS,2017-06-06,6,2017-06-01,12,1153,0.17442853350215526,-0.04119026217228458
earlier_diagnostic,STRESS,2017-06-06,6,2017-06-01,11,1090,0.18837040021194185,-0.01754728057553947
earlier_diagnostic,STRESS,2017-06-06,6,2017-06-01,10,1027,0.5799195105293021,0.008046080476900058
earlier_diagnostic,STRESS,2017-06-06,6,2017-06-01,1,545,0.620444064051926,0.032345250933222665
earlier_diagnostic,STRESS,2017-06-06,6,2017-06-01,2,600,0.7844535998224669,0.2825381901840493
earlier_diagnostic,STRESS,2017-06-07,6,2017-06-01,11,1094,0.18634851387239065,-0.03748587538765146
earlier_diagnostic,STRESS,2017-06-07,6,2017-06-01,12,1152,0.2984341881089319,-0.04421860999425615
earlier_diagnostic,STRESS,2017-06-07,6,2017-06-01,10,1032,0.44742629398171263,-0.011108888888888963
earlier_diagnostic,STRESS,2017-06-07,6,2017-06-01,1,545,0.6587803441506508,0.032345250933222665
earlier_diagnostic,STRESS,2017-06-07,6,2017-06-01,2,604,0.684312174049629,0.26221433962264157
earlier_diagnostic,STRESS,2017-06-08,6,2017-06-01,11,1095,0.19869683325152374,-0.05007039510294932
earlier_diagnostic,STRESS,2017-06-08,6,2017-06-01,10,1032,0.4184173220731506,-0.011108888888888963
earlier_diagnostic,STRESS,2017-06-08,6,2017-06-01,12,1152,0.42891556293894684,-0.04421860999425615
earlier_diagnostic,STRESS,2017-06-08,6,2017-06-01,1,542,0.6459801019393718,0.03148976377952759
earlier_diagnostic,STRESS,2017-06-08,6,2017-06-01,2,604,0.6675048951659696,0.26221433962264157
earlier_diagnostic,STRESS,2017-06-09,6,2017-06-01,11,1096,0.1502680924931315,-0.049541592427616826
earlier_diagnostic,STRESS,2017-06-09,6,2017-06-01,10,1032,0.5257758978849121,-0.011108888888888963
earlier_diagnostic,STRESS,2017-06-09,6,2017-06-01,12,1152,0.6695484923773729,-0.04421860999425615
earlier_diagnostic,STRESS,2017-06-09,6,2017-06-01,1,542,0.7511929395657493,0.03148976377952759
earlier_diagnostic,STRESS,2017-06-09,6,2017-06-01,2,599,0.7906400904472979,0.26221433962264157
earlier_diagnostic,STRESS,2017-06-12,6,2017-06-01,11,1096,0.15000365231977947,-0.049541592427616826
earlier_diagnostic,STRESS,2017-06-12,6,2017-06-01,10,1032,0.42785208450548623,-0.011108888888888963
earlier_diagnostic,STRESS,2017-06-12,6,2017-06-01,1,554,0.648653028462639,0.0020124798711754805
earlier_diagnostic,STRESS,2017-06-12,6,2017-06-01,12,1152,0.7070661659031164,-0.04421860999425615
earlier_diagnostic,STRESS,2017-06-12,6,2017-06-01,2,599,0.7538427241839447,0.26221433962264157
earlier_diagnostic,STRESS,2017-06-13,6,2017-06-01,11,1099,0.12292340482036831,-0.05897083792723254
earlier_diagnostic,STRESS,2017-06-13,6,2017-06-01,10,1032,0.42099069585047777,-0.011108888888888963
earlier_diagnostic,STRESS,2017-06-13,6,2017-06-01,1,553,0.627183868200092,0.01343379478827358
earlier_diagnostic,STRESS,2017-06-13,6,2017-06-01,12,1152,0.6520160324345112,-0.04421860999425615
earlier_diagnostic,STRESS,2017-06-13,6,2017-06-01,2,599,0.8405541249806094,0.26221433962264157
earlier_diagnostic,STRESS,2017-06-14,6,2017-06-01,11,1100,0.11568076004105159,-0.03667127539503388
earlier_diagnostic,STRESS,2017-06-14,6,2017-06-01,10,1040,0.18985111556993095,-0.0017706021251476468
earlier_diagnostic,STRESS,2017-06-14,6,2017-06-01,12,1161,0.2760203518438702,-0.033675029036004674
earlier_diagnostic,STRESS,2017-06-14,6,2017-06-01,9,981,0.3791554795847966,0.022364776307498342
earlier_diagnostic,STRESS,2017-06-14,6,2017-06-01,1,544,0.4004268138143212,0.03924058455114817
earlier_diagnostic,STRESS,2017-06-15,6,2017-06-01,10,1035,0.17058159097813808,0.004454113454113359
earlier_diagnostic,STRESS,2017-06-15,6,2017-06-01,12,1161,0.19898499076212384,-0.033675029036004674
earlier_diagnostic,STRESS,2017-06-15,6,2017-06-01,11,1105,0.2259631114772762,-0.03965142053445842
earlier_diagnostic,STRESS,2017-06-15,6,2017-06-01,1,546,0.3592971145311344,0.04578915966386554
earlier_diagnostic,STRESS,2017-06-15,6,2017-06-01,9,981,0.3760074817063265,0.022364776307498342
earlier_diagnostic,STRESS,2018-10-09,7,2018-10-08,10,1019,1.632556135645147,0.047049411764705784
earlier_diagnostic,STRESS,2018-10-09,7,2018-10-08,9,957,2.075834021483791,0.01501107288082565
earlier_diagnostic,STRESS,2018-10-09,7,2018-10-08,6,815,2.838959701356567,0.12396923994038746
earlier_diagnostic,STRESS,2018-10-09,7,2018-10-08,14,1273,3.0157943039088235,0.09475142022829831
earlier_diagnostic,STRESS,2018-10-09,7,2018-10-08,13,1211,3.054221056387505,0.08755227740229211
earlier_diagnostic,STRESS,2018-10-10,7,2018-10-08,10,1019,1.9833111077295063,0.047049411764705784
earlier_diagnostic,STRESS,2018-10-10,7,2018-10-08,9,957,2.4596853892486306,0.01501107288082565
earlier_diagnostic,STRESS,2018-10-10,7,2018-10-08,6,815,2.729578484330192,0.12396923994038746
earlier_diagnostic,STRESS,2018-10-10,7,2018-10-08,13,1212,3.2925279249109893,0.08723284371327855
earlier_diagnostic,STRESS,2018-10-10,7,2018-10-08,14,1273,3.647086827321316,0.09475142022829831
earlier_diagnostic,STRESS,2018-10-11,7,2018-10-08,9,961,2.8368263891688925,0.05699185667752436
earlier_diagnostic,STRESS,2018-10-11,7,2018-10-08,8,881,3.2973924861216797,-0.025405979073243636
earlier_diagnostic,STRESS,2018-10-11,7,2018-10-08,15,1341,5.989296598427649,-0.03819892917984908
earlier_diagnostic,STRESS,2018-10-11,7,2018-10-08,11,1110,7.8771536942742735,0.005598586156111921
earlier_diagnostic,STRESS,2018-10-11,7,2018-10-08,6,814,7.938649759428481,0.17400006226650067
earlier_diagnostic,STRESS,2018-10-12,7,2018-10-08,8,881,2.0793432837048926,-0.025405979073243636
earlier_diagnostic,STRESS,2018-10-12,7,2018-10-08,9,961,2.832132795524258,0.05699185667752436
