period,cost,origin,cycle,economic_score
earlier_diagnostic,BASE,2017-06-13,6.0,0.7945908920731758
earlier_diagnostic,BASE,2017-06-14,6.0,0.7704057166982368
earlier_diagnostic,BASE,2017-06-15,6.0,0.7669431376514916
earlier_diagnostic,BASE,2017-06-16,6.0,0.7580342051589832
earlier_diagnostic,BASE,2017-06-19,6.0,0.7626782331014171
earlier_diagnostic,BASE,2017-06-20,6.0,0.7584881997757197
earlier_diagnostic,BASE,2017-06-21,6.0,0.7741916589748343
earlier_diagnostic,BASE,2017-06-22,6.0,0.780483591263739
earlier_diagnostic,BASE,2017-06-23,6.0,0.7861476857113876
earlier_diagnostic,BASE,2017-06-26,6.0,0.7943985332877841
earlier_diagnostic,BASE,2017-06-27,6.0,0.7982258752582282
earlier_diagnostic,BASE,2017-06-28,6.0,0.7784401342874284
earlier_diagnostic,BASE,2017-06-29,6.0,0.7803419782056843
earlier_diagnostic,BASE,2017-06-30,6.0,0.7675493306752612
earlier_diagnostic,BASE,2017-07-03,6.0,0.74904472273463
earlier_diagnostic,BASE,2017-07-04,6.0,0.7445156070001173
earlier_diagnostic,BASE,2017-07-05,6.0,0.7652858953839445
earlier_diagnostic,BASE,2017-07-06,6.0,0.7609966590171015
earlier_diagnostic,BASE,2017-07-07,6.0,0.7659374850791163
earlier_diagnostic,BASE,2017-07-10,6.0,0.7716151266120467
earlier_diagnostic,BASE,2017-07-11,6.0,0.7846893169234433
earlier_diagnostic,BASE,2017-07-12,6.0,0.7659861358271587
earlier_diagnostic,BASE,2017-07-13,6.0,0.7696493643283376
earlier_diagnostic,BASE,2017-07-14,6.0,0.7734581717757342
earlier_diagnostic,BASE,2017-07-17,6.0,0.7644507649525673
earlier_diagnostic,BASE,2017-07-18,6.0,0.7542848196481468
earlier_diagnostic,BASE,2017-07-19,6.0,0.7689154912260597
earlier_diagnostic,BASE,2017-07-20,6.0,0.7591493200947798
earlier_diagnostic,BASE,2017-07-21,6.0,0.7524592620235595
earlier_diagnostic,BASE,2017-07-24,6.0,0.7796328390420156
earlier_diagnostic,BASE,2017-07-25,6.0,0.7738036487060573
earlier_diagnostic,BASE,2017-07-26,6.0,0.7434367691324347
earlier_diagnostic,BASE,2017-07-27,6.0,0.7418729013986745
earlier_diagnostic,BASE,2017-07-28,6.0,0.7498476280010895
earlier_diagnostic,BASE,2017-07-31,6.0,0.7445328622653504
earlier_diagnostic,BASE,2017-08-01,6.0,0.757802465187671
earlier_diagnostic,BASE,2017-08-02,6.0,0.7735095555502217
earlier_diagnostic,BASE,2017-08-03,6.0,0.761268798376345
earlier_diagnostic,BASE,2017-08-04,6.0,0.7521258931580839
earlier_diagnostic,BASE,2017-08-07,6.0,0.7500491744514897
earlier_diagnostic,BASE,2017-08-08,6.0,0.7448977113049032
earlier_diagnostic,BASE,2017-08-09,6.0,0.743939658429494
earlier_diagnostic,BASE,2017-08-10,6.0,0.7626964585136947
earlier_diagnostic,BASE,2017-08-11,6.0,0.7541835804624771
earlier_diagnostic,BASE,2018-10-09,7.0,0.7268575603109436
earlier_diagnostic,BASE,2018-10-10,7.0,0.7010418580056598
earlier_diagnostic,BASE,2018-10-11,7.0,0.522984428189206
earlier_diagnostic,BASE,2018-10-12,7.0,0.5250599968027123
earlier_diagnostic,BASE,2018-10-15,7.0,0.5677803896700154
earlier_diagnostic,BASE,2018-10-16,7.0,0.5317618255304876
earlier_diagnostic,BASE,2018-10-17,7.0,0.5306349294459342
earlier_diagnostic,BASE,2018-10-18,7.0,0.55207801213803
earlier_diagnostic,BASE,2019-02-28,8.0,0.609790807886335
earlier_diagnostic,BASE,2019-03-01,8.0,0.5808006511423679
earlier_diagnostic,BASE,2019-03-04,8.0,0.44200849829114064
earlier_diagnostic,BASE,2019-03-05,8.0,0.5024816884344273
earlier_diagnostic,BASE,2019-03-06,8.0,0.5193660126005938
earlier_diagnostic,BASE,2019-03-07,8.0,0.48431578888713006
earlier_diagnostic,BASE,2019-03-08,8.0,0.31751589869441116
earlier_diagnostic,BASE,2019-05-31,9.0,0.6866293391237254
earlier_diagnostic,BASE,2019-06-03,9.0,0.6824626957367649
earlier_diagnostic,BASE,2019-06-04,9.0,0.6447335412416257
earlier_diagnostic,BASE,2019-06-05,9.0,0.620132731538517
earlier_diagnostic,BASE,2019-06-06,9.0,0.5799184011133064
earlier_diagnostic,BASE,2019-06-10,9.0,0.6695519842228117
earlier_diagnostic,BASE,2019-06-11,9.0,0.6777081251846548
earlier_diagnostic,BASE,2019-06-12,9.0,0.666114914249709
earlier_diagnostic,BASE,2019-06-13,9.0,0.6903602874055486
earlier_diagnostic,BASE,2019-06-14,9.0,0.691596117060722
earlier_diagnostic,BASE,2019-06-17,9.0,0.6632553083010988
earlier_diagnostic,BASE,2019-06-18,9.0,0.5976155843698604
earlier_diagnostic,BASE,2019-06-19,9.0,0.654738066219896
earlier_diagnostic,BASE,2019-06-20,9.0,0.6714528700116753
earlier_diagnostic,BASE,2019-06-21,9.0,0.6816276720358643
earlier_diagnostic,BASE,2019-06-24,9.0,0.6809860162908621
earlier_diagnostic,BASE,2019-06-25,9.0,0.6545446962807806
earlier_diagnostic,BASE,2019-06-26,9.0,0.6269736219739817
earlier_diagnostic,BASE,2019-06-27,9.0,0.5915536711132953
earlier_diagnostic,BASE,2019-06-28,9.0,0.5843003969070366
earlier_diagnostic,BASE,2019-07-01,9.0,0.6008754181173639
earlier_diagnostic,BASE,2019-07-02,9.0,0.6244620325199077
earlier_diagnostic,BASE,2019-07-03,9.0,0.5918239813510007
earlier_diagnostic,BASE,2019-07-04,9.0,0.5429821909074183
earlier_diagnostic,STRESS,2017-05-18,6.0,0.9022115472511472
earlier_diagnostic,STRESS,2017-05-19,6.0,0.9070193616432483
earlier_diagnostic,STRESS,2017-05-22,6.0,0.9093006010320795
earlier_diagnostic,STRESS,2017-05-23,6.0,0.9060821830465194
earlier_diagnostic,STRESS,2017-05-24,6.0,0.9129609193054654
earlier_diagnostic,STRESS,2017-05-25,6.0,0.9034254428521455
earlier_diagnostic,STRESS,2017-05-26,6.0,0.9036904240332055
earlier_diagnostic,STRESS,2017-05-31,6.0,0.9045748364685162
earlier_diagnostic,STRESS,2017-06-01,6.0,0.8103670043745412
earlier_diagnostic,STRESS,2017-06-02,6.0,0.8082570485242945
earlier_diagnostic,STRESS,2017-06-05,6.0,0.7789022932419732
earlier_diagnostic,STRESS,2017-06-06,6.0,0.7826389041962606
earlier_diagnostic,STRESS,2017-06-07,6.0,0.7850174368539107
earlier_diagnostic,STRESS,2017-06-08,6.0,0.7856071885449697
earlier_diagnostic,STRESS,2017-06-09,6.0,0.7916002508302518
earlier_diagnostic,STRESS,2017-06-12,6.0,0.7990471842564142
earlier_diagnostic,STRESS,2017-06-13,6.0,0.7946298836950917
earlier_diagnostic,STRESS,2017-06-14,6.0,0.7704475488953354
earlier_diagnostic,STRESS,2017-06-15,6.0,0.766985267074167
earlier_diagnostic,STRESS,2017-06-16,6.0,0.7580773637500051
earlier_diagnostic,STRESS,2017-06-19,6.0,0.7627213048004214
earlier_diagnostic,STRESS,2017-06-20,6.0,0.7585316569692794
earlier_diagnostic,STRESS,2017-06-21,6.0,0.7742336554859897
earlier_diagnostic,STRESS,2017-06-22,6.0,0.7805247949591648
earlier_diagnostic,STRESS,2017-06-23,6.0,0.7861885093575923
earlier_diagnostic,STRESS,2017-06-26,6.0,0.7944386831876453
earlier_diagnostic,STRESS,2017-06-27,6.0,0.7982654890062488
earlier_diagnostic,STRESS,2017-06-28,6.0,0.7784822673770584
earlier_diagnostic,STRESS,2017-06-29,6.0,0.780384102796217
earlier_diagnostic,STRESS,2017-06-30,6.0,0.7675931066091235
earlier_diagnostic,STRESS,2017-07-03,6.0,0.7490906440368513
earlier_diagnostic,STRESS,2017-07-04,6.0,0.74456169441574
earlier_diagnostic,STRESS,2017-07-05,6.0,0.7653299792143403
earlier_diagnostic,STRESS,2017-07-06,6.0,0.7610412605637702
earlier_diagnostic,STRESS,2017-07-07,6.0,0.7659814242555385
earlier_diagnostic,STRESS,2017-07-10,6.0,0.7716583646478461
earlier_diagnostic,STRESS,2017-07-11,6.0,0.7847311078350165
earlier_diagnostic,STRESS,2017-07-12,6.0,0.7660302119103513
earlier_diagnostic,STRESS,2017-07-13,6.0,0.7696934065561462
earlier_diagnostic,STRESS,2017-07-14,6.0,0.7735019918069889
earlier_diagnostic,STRESS,2017-07-17,6.0,0.7644951852101542
earlier_diagnostic,STRESS,2017-07-18,6.0,0.7543305656056108
earlier_diagnostic,STRESS,2017-07-19,6.0,0.7689602588009223
earlier_diagnostic,STRESS,2017-07-20,6.0,0.7591956063100942
earlier_diagnostic,STRESS,2017-07-21,6.0,0.7525061790835907
earlier_diagnostic,STRESS,2017-07-24,6.0,0.7796763312379271
earlier_diagnostic,STRESS,2017-07-25,6.0,0.7738476196094777
earlier_diagnostic,STRESS,2017-07-26,6.0,0.7434844195064793
earlier_diagnostic,STRESS,2017-07-27,6.0,0.7419208816798584
earlier_diagnostic,STRESS,2017-07-28,6.0,0.7498948005728605
earlier_diagnostic,STRESS,2017-07-31,6.0,0.7445808730192889
earlier_diagnostic,STRESS,2017-08-01,6.0,0.7578491599123484
earlier_diagnostic,STRESS,2017-08-02,6.0,0.7735541269135778
earlier_diagnostic,STRESS,2017-08-03,6.0,0.7613145753804574
earlier_diagnostic,STRESS,2017-08-04,6.0,0.752172567029392
earlier_diagnostic,STRESS,2017-08-07,6.0,0.7500963965945902
earlier_diagnostic,STRESS,2017-08-08,6.0,0.7449455883951605
earlier_diagnostic,STRESS,2017-08-09,6.0,0.7439876154694425
earlier_diagnostic,STRESS,2017-08-10,6.0,0.7627419265482647
earlier_diagnostic,STRESS,2017-08-11,6.0,0.7542292650483029
earlier_diagnostic,STRESS,2018-10-09,7.0,0.7257237222057448
earlier_diagnostic,STRESS,2018-10-10,7.0,0.6998458253057047
earlier_diagnostic,STRESS,2018-10-11,7.0,0.5216353188901349
earlier_diagnostic,STRESS,2018-10-12,7.0,0.5236863400830115
earlier_diagnostic,STRESS,2018-10-15,7.0,0.56644792610913
earlier_diagnostic,STRESS,2018-10-16,7.0,0.5304190698526718
earlier_diagnostic,STRESS,2018-10-17,7.0,0.5292871339326383
earlier_diagnostic,STRESS,2018-10-18,7.0,0.5507691649580647
earlier_diagnostic,STRESS,2019-02-28,8.0,0.6084293147426665
earlier_diagnostic,STRESS,2019-03-01,8.0,0.5805772870003325
earlier_diagnostic,STRESS,2019-03-04,8.0,0.4417798983493389
earlier_diagnostic,STRESS,2019-03-05,8.0,0.5022480008926918
earlier_diagnostic,STRESS,2019-03-06,8.0,0.5191310733615099
earlier_diagnostic,STRESS,2019-03-07,8.0,0.4840833101515524
earlier_diagnostic,STRESS,2019-03-08,8.0,0.3173212368568996
earlier_diagnostic,STRESS,2019-05-31,9.0,0.6853923336387765
earlier_diagnostic,STRESS,2019-06-03,9.0,0.6813643944760212
earlier_diagnostic,STRESS,2019-06-04,9.0,0.6435834265947635
earlier_diagnostic,STRESS,2019-06-05,9.0,0.6189526699452881
earlier_diagnostic,STRESS,2019-06-06,9.0,0.5787087984563635
earlier_diagnostic,STRESS,2019-06-10,9.0,0.6684387387001044
earlier_diagnostic,STRESS,2019-06-11,9.0,0.677432576936797
earlier_diagnostic,STRESS,2019-06-12,9.0,0.6658364498465164
earlier_diagnostic,STRESS,2019-06-13,9.0,0.6900931428582225
earlier_diagnostic,STRESS,2019-06-14,9.0,0.6913311507462429
earlier_diagnostic,STRESS,2019-06-17,9.0,0.6629776316133181
earlier_diagnostic,STRESS,2019-06-18,9.0,0.5973159921315772
earlier_diagnostic,STRESS,2019-06-19,9.0,0.6544522803811529
earlier_diagnostic,STRESS,2019-06-20,9.0,0.6711659047668076
earlier_diagnostic,STRESS,2019-06-21,9.0,0.6813448619490092
earlier_diagnostic,STRESS,2019-06-24,9.0,0.6807024619009076
earlier_diagnostic,STRESS,2019-06-25,9.0,0.6542525577130969
earlier_diagnostic,STRESS,2019-06-26,9.0,0.6266713869095005
earlier_diagnostic,STRESS,2019-06-27,9.0,0.5912380127846484
earlier_diagnostic,STRESS,2019-06-28,9.0,0.5839831574198368
earlier_diagnostic,STRESS,2019-07-01,9.0,0.6005544683569671
earlier_diagnostic,STRESS,2019-07-02,9.0,0.6241477093678703
earlier_diagnostic,STRESS,2019-07-03,9.0,0.5915029090810694
earlier_diagnostic,STRESS,2019-07-04,9.0,0.5426545726038394
