period,year,outcome,low_bucket_count,high_bucket_count,low_bucket_mean_bps,high_bucket_mean_bps,high_minus_low_bps,signal
development,2024,etf_markout_close_1m,2341,2396,-0.8182162882781554,1.1921188556181164,2.0103351438962718,index_lead_etf_3m
development,2021,etf_execution_next_open_1m,2258,2289,-0.35649637164063824,0.7648060755095004,1.1213024471501387,index_lead_etf_3m
development,2022,etf_execution_next_open_1m,7307,7270,-0.6385548124426209,0.13077425831661854,0.7693290707592395,index_lead_etf_3m
development,2023,etf_execution_next_open_1m,4107,4048,-0.4604516652731057,0.37975652550052597,0.8402081907736317,index_lead_etf_3m
development,2024,etf_execution_next_open_1m,2319,2357,0.3118395237186397,0.6788290641478657,0.366989540429226,index_lead_etf_3m
development,2021,etf_execution_next_vwap_1m,2258,2289,-0.04186718505251762,0.6982848381512274,0.740152023203745,index_lead_etf_3m
development,2022,etf_execution_next_vwap_1m,7305,7270,-0.31294765721370527,0.28317904510087893,0.5961267023145842,index_lead_etf_3m
development,2023,etf_execution_next_vwap_1m,4107,4048,-0.1102445818270177,0.45520480842911226,0.56544939025613,index_lead_etf_3m
development,2024,etf_execution_next_vwap_1m,2319,2357,0.2863899105581089,0.6146547601658541,0.32826484960774516,index_lead_etf_3m
development,2021,etf_execution_next_open_1m_net_base,2258,2289,-18.856496371640635,-17.735193924490495,1.1213024471501387,index_lead_etf_3m
development,2022,etf_execution_next_open_1m_net_base,7307,7270,-19.13855481244262,-18.369225741683383,0.7693290707592375,index_lead_etf_3m
development,2023,etf_execution_next_open_1m_net_base,4107,4048,-18.960451665273105,-18.120243474499475,0.840208190773632,index_lead_etf_3m
development,2024,etf_execution_next_open_1m_net_base,2319,2357,-18.188160476281357,-17.821170935852134,0.36698954042922294,index_lead_etf_3m
development,2021,etf_execution_next_open_1m_net_stress,2258,2289,-25.356496371640638,-24.235193924490503,1.1213024471501365,index_lead_etf_3m
development,2022,etf_execution_next_open_1m_net_stress,7307,7270,-25.63855481244262,-24.869225741683383,0.7693290707592396,index_lead_etf_3m
development,2023,etf_execution_next_open_1m_net_stress,4107,4048,-25.46045166527311,-24.620243474499475,0.8402081907736342,index_lead_etf_3m
development,2024,etf_execution_next_open_1m_net_stress,2319,2357,-24.688160476281357,-24.32117093585213,0.36698954042922727,index_lead_etf_3m
development,2021,etf_markout_close_3m,2248,2260,-1.2597821668133096,1.5413796570467229,2.801161823860032,index_lead_etf_3m
development,2022,etf_markout_close_3m,7236,7196,-1.374790268948649,0.6549633655754893,2.0297536345241385,index_lead_etf_3m
development,2023,etf_markout_close_3m,4079,3997,-1.2006213629696365,1.1696707607925227,2.3702921237621593,index_lead_etf_3m
development,2024,etf_markout_close_3m,2293,2324,-0.38977017858794355,1.6982758526977322,2.0880460312856757,index_lead_etf_3m
development,2021,etf_execution_next_open_3m,2241,2227,-0.6880168750545781,1.1823777870103394,1.8703946620649174,index_lead_etf_3m
development,2022,etf_execution_next_open_3m,7181,7130,-1.1374172393696567,0.22096156598723327,1.35837880535689,index_lead_etf_3m
development,2023,etf_execution_next_open_3m,4052,3957,-0.6062885574969433,0.45466774877695143,1.0609563062738947,index_lead_etf_3m
development,2024,etf_execution_next_open_3m,2272,2303,0.6965106401516127,1.2758951566076295,0.5793845164560169,index_lead_etf_3m
development,2021,etf_execution_next_vwap_3m,2241,2227,-0.3803749641635263,1.1191133353736966,1.499488299537223,index_lead_etf_3m
development,2022,etf_execution_next_vwap_3m,7179,7130,-0.810836337714919,0.37391412392880935,1.1847504616437283,index_lead_etf_3m
development,2023,etf_execution_next_vwap_3m,4052,3957,-0.25117468602453125,0.5244764349937753,0.7756511210183066,index_lead_etf_3m
development,2024,etf_execution_next_vwap_3m,2272,2303,0.6681924437890551,1.205720269363918,0.5375278255748628,index_lead_etf_3m
development,2021,etf_execution_next_open_3m_net_base,2241,2227,-19.188016875054576,-17.317622212989658,1.8703946620649154,index_lead_etf_3m
development,2022,etf_execution_next_open_3m_net_base,7181,7130,-19.63741723936966,-18.27903843401277,1.3583788053568926,index_lead_etf_3m
development,2023,etf_execution_next_open_3m_net_base,4052,3957,-19.106288557496942,-18.04533225122305,1.0609563062738914,index_lead_etf_3m
development,2024,etf_execution_next_open_3m_net_base,2272,2303,-17.803489359848385,-17.224104843392368,0.5793845164560177,index_lead_etf_3m
development,2021,etf_execution_next_open_3m_net_stress,2241,2227,-25.688016875054576,-23.817622212989658,1.8703946620649177,index_lead_etf_3m
development,2022,etf_execution_next_open_3m_net_stress,7181,7130,-26.137417239369658,-24.77903843401277,1.3583788053568884,index_lead_etf_3m
development,2023,etf_execution_next_open_3m_net_stress,4052,3957,-25.60628855749695,-24.545332251223044,1.060956306273902,index_lead_etf_3m
development,2024,etf_execution_next_open_3m_net_stress,2272,2303,-24.30348935984839,-23.724104843392368,0.57938451645602,index_lead_etf_3m
development,2021,etf_markout_close_5m,2229,2200,-1.3587604775321065,2.129739175279526,3.4884996528116323,index_lead_etf_3m
development,2022,etf_markout_close_5m,7134,7067,-1.786908515761048,0.6058556812018008,2.3927641969628493,index_lead_etf_3m
development,2023,etf_markout_close_5m,4016,3918,-1.4299312358052885,1.2330924655678703,2.6630237013731586,index_lead_etf_3m
development,2024,etf_markout_close_5m,2249,2281,-0.026005874717178076,2.3241965207971456,2.3502023955143234,index_lead_etf_3m
development,2021,etf_execution_next_open_5m,2220,2174,-1.0045837676152256,1.813855036789956,2.8184388044051816,index_lead_etf_3m
development,2022,etf_execution_next_open_5m,7093,7020,-1.4045669366988012,0.07898058813245847,1.4835475248312597,index_lead_etf_3m
development,2023,etf_execution_next_open_5m,3985,3888,-0.7046221017628884,0.557347724788527,1.2619698265514152,index_lead_etf_3m
development,2024,etf_execution_next_open_5m,2235,2254,0.8349060104915311,1.4711879116324427,0.6362819011409115,index_lead_etf_3m
development,2021,etf_execution_next_vwap_5m,2220,2174,-0.6929081969292052,1.752880221567876,2.4457884184970813,index_lead_etf_3m
development,2022,etf_execution_next_vwap_5m,7091,7020,-1.0879132176754072,0.2369255621326556,1.3248387798080627,index_lead_etf_3m
development,2023,etf_execution_next_vwap_5m,3985,3888,-0.34537062432974314,0.6281470513407427,0.9735176756704859,index_lead_etf_3m
development,2024,etf_execution_next_vwap_5m,2235,2254,0.8033325293171114,1.4282520583361689,0.6249195290190573,index_lead_etf_3m
development,2021,etf_execution_next_open_5m_net_base,2220,2174,-19.504583767615223,-16.686144963210044,2.8184388044051794,index_lead_etf_3m
development,2022,etf_execution_next_open_5m_net_base,7093,7020,-19.9045669366988,-18.421019411867544,1.483547524831258,index_lead_etf_3m
development,2023,etf_execution_next_open_5m_net_base,3985,3888,-19.20462210176289,-17.942652275211476,1.2619698265514137,index_lead_etf_3m
development,2024,etf_execution_next_open_5m_net_base,2235,2254,-17.665093989508467,-17.028812088367555,0.6362819011409118,index_lead_etf_3m
development,2021,etf_execution_next_open_5m_net_stress,2220,2174,-26.00458376761522,-23.186144963210044,2.8184388044051776,index_lead_etf_3m
development,2022,etf_execution_next_open_5m_net_stress,7093,7020,-26.404566936698803,-24.92101941186754,1.4835475248312644,index_lead_etf_3m
development,2023,etf_execution_next_open_5m_net_stress,3985,3888,-25.70462210176289,-24.442652275211476,1.2619698265514159,index_lead_etf_3m
development,2024,etf_execution_next_open_5m_net_stress,2235,2254,-24.165093989508467,-23.52881208836756,0.6362819011409073,index_lead_etf_3m
development,2021,etf_markout_close_10m,2156,2101,-1.6297217963857327,2.74268299997284,4.372404796358572,index_lead_etf_3m
development,2022,etf_markout_close_10m,6884,6758,-1.7289532584270884,0.41571425978545773,2.144667518212546,index_lead_etf_3m
development,2023,etf_markout_close_10m,3863,3754,-1.804945417802193,1.4003863224065696,3.205331740208763,index_lead_etf_3m
development,2024,etf_markout_close_10m,2161,2168,-0.168786321051745,3.0224841704563454,3.19127049150809,index_lead_etf_3m
development,2021,etf_execution_next_open_10m,2139,2088,-0.8616807120721383,1.9869567313937557,2.8486374434658943,index_lead_etf_3m
development,2022,etf_execution_next_open_10m,6836,6708,-1.3876611079684928,-0.07630448880274125,1.3113566191657515,index_lead_etf_3m
development,2023,etf_execution_next_open_10m,3827,3725,-1.1089082673713124,0.592338385148451,1.7012466525197636,index_lead_etf_3m
development,2024,etf_execution_next_open_10m,2139,2151,0.5244214465610306,2.31750050696155,1.7930790604005193,index_lead_etf_3m
development,2021,etf_execution_next_vwap_10m,2139,2088,-0.5625474353337583,1.9192675135244703,2.4818149488582284,index_lead_etf_3m
development,2022,etf_execution_next_vwap_10m,6834,6708,-1.0660169965347153,0.057783438332297224,1.1238004348670123,index_lead_etf_3m
development,2023,etf_execution_next_vwap_10m,3827,3725,-0.7344726520448979,0.6589691519133097,1.3934418039582075,index_lead_etf_3m
development,2024,etf_execution_next_vwap_10m,2139,2151,0.4981072009696996,2.227951343843906,1.7298441428742062,index_lead_etf_3m
development,2021,etf_execution_next_open_10m_net_base,2139,2088,-19.361680712072143,-16.513043268606246,2.8486374434658956,index_lead_etf_3m
development,2022,etf_execution_next_open_10m_net_base,6836,6708,-19.887661107968494,-18.57630448880274,1.3113566191657526,index_lead_etf_3m
development,2023,etf_execution_next_open_10m_net_base,3827,3725,-19.608908267371312,-17.90766161485155,1.7012466525197636,index_lead_etf_3m
development,2024,etf_execution_next_open_10m_net_base,2139,2151,-17.975578553438968,-16.182499493038453,1.7930790604005165,index_lead_etf_3m
development,2021,etf_execution_next_open_10m_net_stress,2139,2088,-25.86168071207214,-23.01304326860625,2.8486374434658894,index_lead_etf_3m
development,2022,etf_execution_next_open_10m_net_stress,6836,6708,-26.387661107968494,-25.07630448880274,1.3113566191657549,index_lead_etf_3m
development,2023,etf_execution_next_open_10m_net_stress,3827,3725,-26.108908267371316,-24.407661614851552,1.7012466525197656,index_lead_etf_3m
development,2024,etf_execution_next_open_10m_net_stress,2139,2151,-24.475578553438968,-22.682499493038446,1.793079060400521,index_lead_etf_3m
development,2021,etf_markout_close_15m,2077,2030,-1.0288095468271063,2.9257120625444335,3.9545216093715405,index_lead_etf_3m
development,2022,etf_markout_close_15m,6594,6479,-1.7885525721911888,0.2023890787482961,1.9909416509394846,index_lead_etf_3m
development,2023,etf_markout_close_15m,3719,3577,-1.6870141551365707,1.0723850539460869,2.7593992090826576,index_lead_etf_3m
development,2024,etf_markout_close_15m,2066,2052,-0.5060178834803031,3.7979166479845987,4.303934531464901,index_lead_etf_3m
development,2021,etf_execution_next_open_15m,2065,2016,-0.410705594311643,2.4010353063453183,2.8117409006569614,index_lead_etf_3m
development,2022,etf_execution_next_open_15m,6532,6431,-1.3381059599874665,-0.3561333736163061,0.9819725863711605,index_lead_etf_3m
development,2023,etf_execution_next_open_15m,3686,3543,-1.0620124859852955,0.26009070830836706,1.3221031942936627,index_lead_etf_3m
development,2024,etf_execution_next_open_15m,2041,2033,0.34165757042865313,3.041463308667732,2.6998057382390788,index_lead_etf_3m
development,2021,etf_execution_next_vwap_15m,2065,2016,-0.12909279625132772,2.3352953772709837,2.464388173522311,index_lead_etf_3m
development,2022,etf_execution_next_vwap_15m,6530,6431,-1.027895358240226,-0.22054036149336328,0.8073549967468625,index_lead_etf_3m
development,2023,etf_execution_next_vwap_15m,3686,3543,-0.678676676657969,0.3278774829243477,1.0065541595823169,index_lead_etf_3m
development,2024,etf_execution_next_vwap_15m,2041,2033,0.3572212351741489,2.962156573681936,2.604935338507787,index_lead_etf_3m
development,2021,etf_execution_next_open_15m_net_base,2065,2016,-18.910705594311644,-16.098964693654683,2.8117409006569636,index_lead_etf_3m
development,2022,etf_execution_next_open_15m_net_base,6532,6431,-19.83810595998747,-18.856133373616306,0.9819725863711624,index_lead_etf_3m
development,2023,etf_execution_next_open_15m_net_base,3686,3543,-19.562012485985296,-18.239909291691635,1.32210319429366,index_lead_etf_3m
development,2024,etf_execution_next_open_15m_net_base,2041,2033,-18.15834242957135,-15.45853669133227,2.6998057382390783,index_lead_etf_3m
development,2021,etf_execution_next_open_15m_net_stress,2065,2016,-25.410705594311654,-22.598964693654683,2.8117409006569702,index_lead_etf_3m
development,2022,etf_execution_next_open_15m_net_stress,6532,6431,-26.338105959987473,-25.35613337361631,0.9819725863711646,index_lead_etf_3m
development,2023,etf_execution_next_open_15m_net_stress,3686,3543,-26.062012485985296,-24.73990929169163,1.3221031942936643,index_lead_etf_3m
development,2024,etf_execution_next_open_15m_net_stress,2041,2033,-24.65834242957135,-21.95853669133227,2.6998057382390805,index_lead_etf_3m
validation,2024,etf_markout_close_1m,2201,2170,-0.9892679523342912,1.3087251660070154,2.2979931183413065,index_lead_etf_3m
validation,2025,etf_markout_close_1m,1451,1435,-1.5436279771057808,1.3573973681874076,2.9010253452931885,index_lead_etf_3m
validation,2024,etf_execution_next_open_1m,2172,2137,-0.6350489583840069,0.658086297407096,1.2931352557911027,index_lead_etf_3m
validation,2025,etf_execution_next_open_1m,1431,1407,-0.777954592221461,0.6561712683919627,1.4341258606134237,index_lead_etf_3m
validation,2024,etf_execution_next_vwap_1m,2172,2134,-0.4195686317179487,0.41951939085062323,0.8390880225685718,index_lead_etf_3m
validation,2025,etf_execution_next_vwap_1m,1431,1407,-0.28410495067809316,0.3569075566553399,0.6410125073334331,index_lead_etf_3m
validation,2024,etf_execution_next_open_1m_net_base,2172,2137,-19.135048958384004,-17.841913702592905,1.2931352557911022,index_lead_etf_3m
validation,2025,etf_execution_next_open_1m_net_base,1431,1407,-19.277954592221462,-17.84382873160804,1.4341258606134235,index_lead_etf_3m
validation,2024,etf_execution_next_open_1m_net_stress,2172,2137,-25.63504895838401,-24.3419137025929,1.2931352557911087,index_lead_etf_3m
validation,2025,etf_execution_next_open_1m_net_stress,1431,1407,-25.77795459222146,-24.343828731608035,1.4341258606134257,index_lead_etf_3m
validation,2024,etf_markout_close_3m,2146,2113,-1.8866782439947531,1.4665162315339364,3.3531944755286895,index_lead_etf_3m
validation,2025,etf_markout_close_3m,1412,1384,-1.5255828595761909,1.2421062235465183,2.7676890831227094,index_lead_etf_3m
validation,2024,etf_execution_next_open_3m,2127,2091,-1.6443660248447616,1.002637278842792,2.6470033036875535,index_lead_etf_3m
validation,2025,etf_execution_next_open_3m,1402,1353,-0.5526136981354718,0.2439553078468696,0.7965690059823414,index_lead_etf_3m
validation,2024,etf_execution_next_vwap_3m,2127,2088,-1.3760691011755417,0.7375995313538722,2.113668632529414,index_lead_etf_3m
validation,2025,etf_execution_next_vwap_3m,1402,1353,-0.034685580872782965,-0.04887570925936837,-0.014190128386585402,index_lead_etf_3m
validation,2024,etf_execution_next_open_3m_net_base,2127,2091,-20.14436602484476,-17.49736272115721,2.647003303687552,index_lead_etf_3m
validation,2025,etf_execution_next_open_3m_net_base,1402,1353,-19.05261369813547,-18.256044692153132,0.7965690059823379,index_lead_etf_3m
validation,2024,etf_execution_next_open_3m_net_stress,2127,2091,-26.64436602484476,-23.99736272115721,2.64700330368755,index_lead_etf_3m
validation,2025,etf_execution_next_open_3m_net_stress,1402,1353,-25.55261369813547,-24.75604469215313,0.79656900598234,index_lead_etf_3m
validation,2024,etf_markout_close_5m,2106,2072,-3.0420384981137976,1.998076235328891,5.040114733442689,index_lead_etf_3m
validation,2025,etf_markout_close_5m,1386,1336,-1.1890616123903013,0.9220108952427764,2.111072507633078,index_lead_etf_3m
validation,2024,etf_execution_next_open_5m,2090,2054,-2.6821614920617303,1.137776306846729,3.8199377989084593,index_lead_etf_3m
validation,2025,etf_execution_next_open_5m,1374,1329,0.0014485507863590697,-0.007939039050481465,-0.009387589836840536,index_lead_etf_3m
validation,2024,etf_execution_next_vwap_5m,2090,2051,-2.3938390148174253,0.8924276941447695,3.286266708962195,index_lead_etf_3m
validation,2025,etf_execution_next_vwap_5m,1374,1329,0.5139803312946595,-0.28550756517042414,-0.7994878964650836,index_lead_etf_3m
validation,2024,etf_execution_next_open_5m_net_base,2090,2054,-21.18216149206173,-17.362223693153272,3.819937798908459,index_lead_etf_3m
validation,2025,etf_execution_next_open_5m_net_base,1374,1329,-18.49855144921364,-18.50793903905048,-0.009387589836840852,index_lead_etf_3m
validation,2024,etf_execution_next_open_5m_net_stress,2090,2054,-27.68216149206173,-23.86222369315328,3.819937798908452,index_lead_etf_3m
validation,2025,etf_execution_next_open_5m_net_stress,1374,1329,-24.99855144921364,-25.007939039050484,-0.00938758983684302,index_lead_etf_3m
validation,2024,etf_markout_close_10m,1998,1968,-4.84624503769726,2.619424605971216,7.465669643668476,index_lead_etf_3m
validation,2025,etf_markout_close_10m,1335,1285,-0.5425867433844314,1.0003999440562141,1.5429866874406455,index_lead_etf_3m
validation,2024,etf_execution_next_open_10m,1978,1948,-4.276373710891542,1.8265944615382603,6.102968172429802,index_lead_etf_3m
validation,2025,etf_execution_next_open_10m,1323,1273,0.46706492597686494,0.2721723963178168,-0.1948925296590481,index_lead_etf_3m
validation,2024,etf_execution_next_vwap_10m,1978,1945,-3.9465487469317133,1.5384205374539284,5.484969284385642,index_lead_etf_3m
validation,2025,etf_execution_next_vwap_10m,1323,1273,1.0080368846566508,0.007294928026073125,-1.0007419566305777,index_lead_etf_3m
validation,2024,etf_execution_next_open_10m_net_base,1978,1948,-22.776373710891544,-16.673405538461736,6.102968172429807,index_lead_etf_3m
validation,2025,etf_execution_next_open_10m_net_base,1323,1273,-18.03293507402314,-18.227827603682186,-0.19489252965904655,index_lead_etf_3m
validation,2024,etf_execution_next_open_10m_net_stress,1978,1948,-29.276373710891544,-23.17340553846174,6.102968172429805,index_lead_etf_3m
validation,2025,etf_execution_next_open_10m_net_stress,1323,1273,-24.532935074023133,-24.727827603682183,-0.1948925296590487,index_lead_etf_3m
validation,2024,etf_markout_close_15m,1896,1870,-4.76935088381938,1.0672226731328474,5.836573556952226,index_lead_etf_3m
validation,2025,etf_markout_close_15m,1273,1233,0.0919685081867043,1.3973082974694655,1.3053397892827612,index_lead_etf_3m
validation,2024,etf_execution_next_open_15m,1878,1853,-4.065841692576276,0.236543828426878,4.302385521003154,index_lead_etf_3m
validation,2025,etf_execution_next_open_15m,1258,1223,0.968531052687425,0.615583282474205,-0.35294777021321994,index_lead_etf_3m
validation,2024,etf_execution_next_vwap_15m,1878,1850,-3.6403197710341364,-0.08098442107701845,3.559335349957118,index_lead_etf_3m
validation,2025,etf_execution_next_vwap_15m,1258,1223,1.5333133722173928,0.3035496482379358,-1.2297637239794572,index_lead_etf_3m
validation,2024,etf_execution_next_open_15m_net_base,1878,1853,-22.565841692576274,-18.26345617157312,4.302385521003152,index_lead_etf_3m
validation,2025,etf_execution_next_open_15m_net_base,1258,1223,-17.531468947312575,-17.884416717525795,-0.352947770213218,index_lead_etf_3m
validation,2024,etf_execution_next_open_15m_net_stress,1878,1853,-29.06584169257628,-24.763456171573125,4.3023855210031545,index_lead_etf_3m
validation,2025,etf_execution_next_open_15m_net_stress,1258,1223,-24.03146894731258,-24.38441671752579,-0.35294777021321366,index_lead_etf_3m
contaminated_retrospective,2025,etf_markout_close_1m,1345,1296,-1.143823846176817,1.3099137168810908,2.453737563057908,index_lead_etf_3m
contaminated_retrospective,2026,etf_markout_close_1m,2398,2333,-1.2779347475228804,1.5497594130360672,2.8276941605589476,index_lead_etf_3m
contaminated_retrospective,2025,etf_execution_next_open_1m,1322,1282,-0.6365770836610779,0.6981553832909843,1.334732466952062,index_lead_etf_3m
contaminated_retrospective,2026,etf_execution_next_open_1m,2367,2308,-0.6062271972344677,1.3271421786547728,1.9333693758892407,index_lead_etf_3m
contaminated_retrospective,2025,etf_execution_next_vwap_1m,1322,1282,-0.30421456669673763,0.4929038595322966,0.7971184262290342,index_lead_etf_3m
contaminated_retrospective,2026,etf_execution_next_vwap_1m,2361,2302,-0.11723266408202856,0.9860729362798978,1.1033056003619264,index_lead_etf_3m
contaminated_retrospective,2025,etf_execution_next_open_1m_net_base,1322,1282,-19.13657708366108,-17.801844616709015,1.3347324669520642,index_lead_etf_3m
contaminated_retrospective,2026,etf_execution_next_open_1m_net_base,2367,2308,-19.106227197234467,-17.172857821345225,1.9333693758892414,index_lead_etf_3m
contaminated_retrospective,2025,etf_execution_next_open_1m_net_stress,1322,1282,-25.636577083661074,-24.30184461670901,1.3347324669520664,index_lead_etf_3m
contaminated_retrospective,2026,etf_execution_next_open_1m_net_stress,2367,2308,-25.606227197234464,-23.67285782134523,1.9333693758892372,index_lead_etf_3m
contaminated_retrospective,2025,etf_markout_close_3m,1304,1266,-1.2375858829873332,1.7423033410345703,2.9798892240219033,index_lead_etf_3m
contaminated_retrospective,2026,etf_markout_close_3m,2339,2277,-1.5060460423346376,2.2535564339028746,3.759602476237512,index_lead_etf_3m
contaminated_retrospective,2025,etf_execution_next_open_3m,1299,1243,-0.42285936920474404,0.8227686666027847,1.2456280358075287,index_lead_etf_3m
contaminated_retrospective,2026,etf_execution_next_open_3m,2311,2255,-0.857811817354726,1.8552182926662173,2.7130301100209433,index_lead_etf_3m
contaminated_retrospective,2025,etf_execution_next_vwap_3m,1299,1243,-0.10516849809015964,0.618334224183347,0.7235027222735068,index_lead_etf_3m
contaminated_retrospective,2026,etf_execution_next_vwap_3m,2311,2255,-0.36366781923682245,1.508046949757791,1.8717147689946136,index_lead_etf_3m
contaminated_retrospective,2025,etf_execution_next_open_3m_net_base,1299,1243,-18.922859369204748,-17.677231333397213,1.2456280358075331,index_lead_etf_3m
contaminated_retrospective,2026,etf_execution_next_open_3m_net_base,2311,2255,-19.357811817354726,-16.64478170733378,2.713030110020945,index_lead_etf_3m
contaminated_retrospective,2025,etf_execution_next_open_3m_net_stress,1299,1243,-25.42285936920474,-24.177231333397216,1.2456280358075222,index_lead_etf_3m
contaminated_retrospective,2026,etf_execution_next_open_3m_net_stress,2311,2255,-25.857811817354722,-23.144781707333784,2.7130301100209384,index_lead_etf_3m
contaminated_retrospective,2025,etf_markout_close_5m,1294,1228,-0.9430082219360576,1.5011945647877294,2.444202786723787,index_lead_etf_3m
contaminated_retrospective,2026,etf_markout_close_5m,2289,2236,-1.8628956063215272,2.7794220786194503,4.642317684940977,index_lead_etf_3m
contaminated_retrospective,2025,etf_execution_next_open_5m,1275,1215,-0.45159064627751355,0.7806878012828766,1.2322784475603903,index_lead_etf_3m
contaminated_retrospective,2026,etf_execution_next_open_5m,2274,2210,-1.2388912966662824,2.192447669301433,3.431338965967716,index_lead_etf_3m
contaminated_retrospective,2025,etf_execution_next_vwap_5m,1275,1215,-0.1283136419976136,0.6038237326379324,0.732137374635546,index_lead_etf_3m
contaminated_retrospective,2026,etf_execution_next_vwap_5m,2274,2210,-0.7492313352767965,1.8475157519102645,2.5967470871870613,index_lead_etf_3m
contaminated_retrospective,2025,etf_execution_next_open_5m_net_base,1275,1215,-18.951590646277516,-17.719312198717123,1.232278447560395,index_lead_etf_3m
contaminated_retrospective,2026,etf_execution_next_open_5m_net_base,2274,2210,-19.738891296666285,-16.307552330698567,3.4313389659677167,index_lead_etf_3m
contaminated_retrospective,2025,etf_execution_next_open_5m_net_stress,1275,1215,-25.451590646277516,-24.219312198717123,1.2322784475603905,index_lead_etf_3m
contaminated_retrospective,2026,etf_execution_next_open_5m_net_stress,2274,2210,-26.238891296666274,-22.80755233069857,3.431338965967706,index_lead_etf_3m
contaminated_retrospective,2025,etf_markout_close_10m,1220,1163,-0.8737128144526876,1.6479499266050635,2.521662741057751,index_lead_etf_3m
contaminated_retrospective,2026,etf_markout_close_10m,2214,2134,-2.7042951724567104,3.3240416674042503,6.028336839860961,index_lead_etf_3m
contaminated_retrospective,2025,etf_execution_next_open_10m,1205,1157,-0.0019941754073424995,1.0146564870938872,1.0166506625012297,index_lead_etf_3m
contaminated_retrospective,2026,etf_execution_next_open_10m,2193,2123,-2.0220706170885987,2.7663948402598315,4.78846545734843,index_lead_etf_3m
contaminated_retrospective,2025,etf_execution_next_vwap_10m,1205,1157,0.2864212558729822,0.8190409122208085,0.5326196563478264,index_lead_etf_3m
contaminated_retrospective,2026,etf_execution_next_vwap_10m,2193,2123,-1.5626026508682318,2.4201493437197024,3.982751994587934,index_lead_etf_3m
contaminated_retrospective,2025,etf_execution_next_open_10m_net_base,1205,1157,-18.501994175407344,-17.485343512906113,1.0166506625012315,index_lead_etf_3m
contaminated_retrospective,2026,etf_execution_next_open_10m_net_base,2193,2123,-20.522070617088602,-15.73360515974017,4.7884654573484315,index_lead_etf_3m
contaminated_retrospective,2025,etf_execution_next_open_10m_net_stress,1205,1157,-25.00199417540734,-23.985343512906113,1.0166506625012293,index_lead_etf_3m
contaminated_retrospective,2026,etf_execution_next_open_10m_net_stress,2193,2123,-27.0220706170886,-22.23360515974017,4.78846545734843,index_lead_etf_3m
contaminated_retrospective,2025,etf_markout_close_15m,1158,1105,-1.1600727616851283,2.125588434393913,3.285661196079041,index_lead_etf_3m
contaminated_retrospective,2026,etf_markout_close_15m,2110,2051,-3.25503587319001,3.3725100468410902,6.6275459200311,index_lead_etf_3m
contaminated_retrospective,2025,etf_execution_next_open_15m,1142,1096,-0.6866092618345987,1.7009955147990128,2.3876047766336113,index_lead_etf_3m
contaminated_retrospective,2026,etf_execution_next_open_15m,2095,2029,-2.355922052759824,2.606795120114594,4.962717172874418,index_lead_etf_3m
contaminated_retrospective,2025,etf_execution_next_vwap_15m,1142,1096,-0.390721989429066,1.5010332788218732,1.891755268250939,index_lead_etf_3m
contaminated_retrospective,2026,etf_execution_next_vwap_15m,2095,2029,-1.9014533991450107,2.2638383131492414,4.165291712294252,index_lead_etf_3m
contaminated_retrospective,2025,etf_execution_next_open_15m_net_base,1142,1096,-19.186609261834594,-16.799004485200985,2.3876047766336086,index_lead_etf_3m
contaminated_retrospective,2026,etf_execution_next_open_15m_net_base,2095,2029,-20.855922052759826,-15.893204879885406,4.962717172874421,index_lead_etf_3m
contaminated_retrospective,2025,etf_execution_next_open_15m_net_stress,1142,1096,-25.6866092618346,-23.29900448520099,2.387604776633613,index_lead_etf_3m
contaminated_retrospective,2026,etf_execution_next_open_15m_net_stress,2095,2029,-27.355922052759826,-22.393204879885406,4.962717172874421,index_lead_etf_3m
development,2021,etf_markout_close_1m,2455,2554,-0.8661702177509606,0.9476641321431774,1.813834349894138,top50_leader_lead_etf_3m
development,2022,etf_markout_close_1m,6980,6816,-0.9840015925490957,0.9586969719549943,1.94269856450409,top50_leader_lead_etf_3m
development,2023,etf_markout_close_1m,4083,4098,-1.0419875246165438,0.8444949902209218,1.8864825148374655,top50_leader_lead_etf_3m
development,2024,etf_markout_close_1m,2631,2735,-0.7686200441173001,1.2271159788761161,1.9957360229934162,top50_leader_lead_etf_3m
development,2021,etf_execution_next_open_1m,2441,2530,-0.30757221797952045,0.6907324532853193,0.9983046712648398,top50_leader_lead_etf_3m
development,2022,etf_execution_next_open_1m,6918,6757,-0.7209686629531017,0.49939839016422505,1.2203670531173267,top50_leader_lead_etf_3m
development,2023,etf_execution_next_open_1m,4042,4043,-0.4992859497753157,0.25338057756381643,0.7526665273391322,top50_leader_lead_etf_3m
development,2024,etf_execution_next_open_1m,2614,2699,-0.048613266467740834,0.7019593625190462,0.7505726289867871,top50_leader_lead_etf_3m
development,2021,etf_execution_next_vwap_1m,2441,2530,0.1471683899231712,0.46432564614192146,0.31715725621875024,top50_leader_lead_etf_3m
development,2022,etf_execution_next_vwap_1m,6916,6757,-0.2305651036415107,0.3819297765194529,0.6124948801609637,top50_leader_lead_etf_3m
development,2023,etf_execution_next_vwap_1m,4042,4043,-0.08903898402506122,0.2864036663773887,0.3754426504024499,top50_leader_lead_etf_3m
development,2024,etf_execution_next_vwap_1m,2614,2699,0.03839962024009504,0.5080086371164316,0.46960901687633655,top50_leader_lead_etf_3m
development,2021,etf_execution_next_open_1m_net_base,2441,2530,-18.80757221797952,-17.80926754671468,0.9983046712648395,top50_leader_lead_etf_3m
