period,budget_source_cost,origin_index,origin,window_start,window_end,sample_count,mean_reference,mean_runs,positive_mean_reference,positive_mean_runs,old_budget_reference,old_budget_runs,budget_reference,budget_runs,status
earlier_diagnostic,BASE,1529,2018-09-03,2017-09-07,2018-09-03,242,8.033614425614463e-05,0.00013738760463142145,8.033614425614463e-05,0.00013738760463142145,0.33122962853265137,0.6687703714673487,0.3689819997433111,0.631018000256689,UPDATED_POSITIVE_MEAN
earlier_diagnostic,BASE,1548,2018-10-08,2017-10-11,2018-10-08,242,8.033614425614463e-05,5.62198809160854e-05,8.033614425614463e-05,5.62198809160854e-05,0.3689819997433111,0.631018000256689,0.588301718322728,0.411698281677272,UPDATED_POSITIVE_MEAN
earlier_diagnostic,BASE,1566,2018-11-01,2017-11-06,2018-11-01,242,-3.654000476943412e-05,4.219601630925958e-06,0.0,4.219601630925958e-06,0.588301718322728,0.411698281677272,0.0,1.0,UPDATED_POSITIVE_MEAN
earlier_diagnostic,BASE,1588,2018-12-03,2017-12-06,2018-12-03,242,-3.654000476943412e-05,-6.976428790418459e-05,0.0,0.0,0.0,1.0,0.0,0.0,CASH_NONPOSITIVE_MEANS
earlier_diagnostic,BASE,1608,2019-01-02,2018-01-04,2019-01-02,242,-3.654000476943412e-05,-2.597255562264789e-05,0.0,0.0,0.0,0.0,0.0,0.0,CASH_NONPOSITIVE_MEANS
earlier_diagnostic,BASE,1630,2019-02-01,2018-02-05,2019-02-01,242,-3.654000476943412e-05,-7.710912828753294e-05,0.0,0.0,0.0,0.0,0.0,0.0,CASH_NONPOSITIVE_MEANS
earlier_diagnostic,BASE,1645,2019-03-01,2018-03-05,2019-03-01,242,-6.503361191325277e-05,-7.710912828753294e-05,0.0,0.0,0.0,0.0,0.0,0.0,CASH_NONPOSITIVE_MEANS
earlier_diagnostic,BASE,1666,2019-04-01,2018-04-03,2019-04-01,242,-3.413795528090279e-05,-7.710912828753294e-05,0.0,0.0,0.0,0.0,0.0,0.0,CASH_NONPOSITIVE_MEANS
earlier_diagnostic,BASE,1687,2019-05-06,2018-05-08,2019-05-06,242,-3.413795528090279e-05,-7.710912828753294e-05,0.0,0.0,0.0,0.0,0.0,0.0,CASH_NONPOSITIVE_MEANS
earlier_diagnostic,BASE,1707,2019-06-03,2018-06-05,2019-06-03,242,-3.5729622156016284e-05,-7.710912828753294e-05,0.0,0.0,0.0,0.0,0.0,0.0,CASH_NONPOSITIVE_MEANS
earlier_diagnostic,BASE,1726,2019-07-01,2018-07-03,2019-07-01,242,0.00013119829367682753,-7.710912828753294e-05,0.00013119829367682753,0.0,0.0,0.0,1.0,0.0,UPDATED_POSITIVE_MEAN
earlier_diagnostic,BASE,1749,2019-08-01,2018-08-03,2019-08-01,242,0.00013119829367682753,-7.710912828753294e-05,0.00013119829367682753,0.0,1.0,0.0,1.0,0.0,UPDATED_POSITIVE_MEAN
earlier_diagnostic,BASE,1771,2019-09-02,2018-09-04,2019-09-02,242,0.00013119829367682753,-4.49555140766856e-05,0.00013119829367682753,0.0,1.0,0.0,1.0,0.0,UPDATED_POSITIVE_MEAN
earlier_diagnostic,BASE,1791,2019-10-08,2018-10-10,2019-10-08,242,0.000132376671124061,1.841338755423292e-05,0.000132376671124061,1.841338755423292e-05,1.0,0.0,0.8778872578495553,0.12211274215044461,UPDATED_POSITIVE_MEAN
earlier_diagnostic,BASE,1809,2019-11-01,2018-11-05,2019-11-01,242,0.0002480744427024063,1.8256894885535062e-05,0.0002480744427024063,1.8256894885535062e-05,0.8778872578495553,0.12211274215044461,0.9314504442065263,0.06854955579347369,UPDATED_POSITIVE_MEAN
earlier_diagnostic,BASE,1830,2019-12-02,2018-12-04,2019-12-02,242,0.0002480744427024063,-4.0404534704501835e-05,0.0002480744427024063,0.0,0.9314504442065263,0.06854955579347369,1.0,0.0,UPDATED_POSITIVE_MEAN
