date,factor_status,window_start,window_observations,high_age_trading_days,low_age_trading_days,aroon_up,aroon_down,raw_entry,raw_exit
2015-06-30,AROON_TIME_FACTORS_AVAILABLE,2015-05-25,26,15.0,1.0,40.0,96.0,0,True
2015-07-01,AROON_TIME_FACTORS_AVAILABLE,2015-05-26,26,16.0,2.0,36.0,92.0,0,True
2015-07-02,AROON_TIME_FACTORS_AVAILABLE,2015-05-27,26,17.0,0.0,32.0,100.0,0,True
2015-07-03,AROON_TIME_FACTORS_AVAILABLE,2015-05-28,26,18.0,0.0,28.0,100.0,0,True
2015-07-06,AROON_TIME_FACTORS_AVAILABLE,2015-05-29,26,19.0,1.0,24.0,96.0,0,True
2015-07-07,AROON_TIME_FACTORS_AVAILABLE,2015-06-01,26,20.0,0.0,20.0,100.0,0,True
2015-07-08,AROON_TIME_FACTORS_AVAILABLE,2015-06-02,26,21.0,0.0,16.0,100.0,0,True
2015-07-09,AROON_TIME_FACTORS_AVAILABLE,2015-06-03,26,22.0,0.0,12.0,100.0,0,True
2015-07-10,AROON_TIME_FACTORS_AVAILABLE,2015-06-04,26,23.0,1.0,8.0,96.0,0,True
2015-07-13,AROON_TIME_FACTORS_AVAILABLE,2015-06-05,26,24.0,2.0,4.0,92.0,0,True
2015-07-14,AROON_TIME_FACTORS_AVAILABLE,2015-06-08,26,25.0,3.0,0.0,88.0,0,True
2015-07-15,AROON_TIME_FACTORS_AVAILABLE,2015-06-09,26,24.0,4.0,4.0,84.0,0,True
2015-07-16,AROON_TIME_FACTORS_AVAILABLE,2015-06-10,26,25.0,5.0,0.0,80.0,0,True
2015-07-17,AROON_TIME_FACTORS_AVAILABLE,2015-06-11,26,23.0,6.0,8.0,76.0,0,True
2015-07-20,AROON_TIME_FACTORS_AVAILABLE,2015-06-12,26,24.0,7.0,4.0,72.0,0,True
2015-07-21,AROON_TIME_FACTORS_AVAILABLE,2015-06-15,26,25.0,8.0,0.0,68.0,0,True
2015-07-22,AROON_TIME_FACTORS_AVAILABLE,2015-06-16,26,25.0,9.0,0.0,64.0,0,True
2015-07-23,AROON_TIME_FACTORS_AVAILABLE,2015-06-17,26,25.0,10.0,0.0,60.0,0,True
2015-07-24,AROON_TIME_FACTORS_AVAILABLE,2015-06-18,26,25.0,11.0,0.0,56.0,0,True
2015-07-27,AROON_TIME_FACTORS_AVAILABLE,2015-06-19,26,22.0,12.0,12.0,52.0,0,True
2015-07-28,AROON_TIME_FACTORS_AVAILABLE,2015-06-23,26,23.0,13.0,8.0,48.0,0,True
2015-07-29,AROON_TIME_FACTORS_AVAILABLE,2015-06-24,26,24.0,14.0,4.0,44.0,0,True
2015-07-30,AROON_TIME_FACTORS_AVAILABLE,2015-06-25,26,25.0,15.0,0.0,40.0,0,True
2015-07-31,AROON_TIME_FACTORS_AVAILABLE,2015-06-26,26,25.0,16.0,0.0,36.0,0,True
2015-08-03,AROON_TIME_FACTORS_AVAILABLE,2015-06-29,26,23.0,17.0,8.0,32.0,0,True
2015-08-04,AROON_TIME_FACTORS_AVAILABLE,2015-06-30,26,24.0,18.0,4.0,28.0,0,True
2015-08-05,AROON_TIME_FACTORS_AVAILABLE,2015-07-01,26,25.0,19.0,0.0,24.0,0,True
2015-08-06,AROON_TIME_FACTORS_AVAILABLE,2015-07-02,26,9.0,20.0,64.0,20.0,0,False
2015-08-07,AROON_TIME_FACTORS_AVAILABLE,2015-07-03,26,10.0,21.0,60.0,16.0,0,False
2015-08-10,AROON_TIME_FACTORS_AVAILABLE,2015-07-06,26,11.0,22.0,56.0,12.0,0,False
2015-08-11,AROON_TIME_FACTORS_AVAILABLE,2015-07-07,26,12.0,23.0,52.0,8.0,0,False
2015-08-12,AROON_TIME_FACTORS_AVAILABLE,2015-07-08,26,13.0,24.0,48.0,4.0,0,False
2015-08-13,AROON_TIME_FACTORS_AVAILABLE,2015-07-09,26,14.0,25.0,44.0,0.0,0,False
2015-08-14,AROON_TIME_FACTORS_AVAILABLE,2015-07-10,26,15.0,13.0,40.0,48.0,0,True
2015-08-17,AROON_TIME_FACTORS_AVAILABLE,2015-07-13,26,16.0,14.0,36.0,44.0,0,True
2015-08-18,AROON_TIME_FACTORS_AVAILABLE,2015-07-14,26,17.0,15.0,32.0,40.0,0,True
2015-08-19,AROON_TIME_FACTORS_AVAILABLE,2015-07-15,26,18.0,16.0,28.0,36.0,0,True
2015-08-20,AROON_TIME_FACTORS_AVAILABLE,2015-07-16,26,19.0,17.0,24.0,32.0,0,True
2015-08-21,AROON_TIME_FACTORS_AVAILABLE,2015-07-17,26,20.0,0.0,20.0,100.0,0,True
2015-08-24,AROON_TIME_FACTORS_AVAILABLE,2015-07-20,26,21.0,0.0,16.0,100.0,0,True
2015-08-25,AROON_TIME_FACTORS_AVAILABLE,2015-07-21,26,22.0,0.0,12.0,100.0,0,True
2015-08-26,AROON_TIME_FACTORS_AVAILABLE,2015-07-22,26,23.0,1.0,8.0,96.0,0,True
2015-08-27,AROON_TIME_FACTORS_AVAILABLE,2015-07-23,26,24.0,2.0,4.0,92.0,0,True
2015-08-28,AROON_TIME_FACTORS_AVAILABLE,2015-07-24,26,25.0,3.0,0.0,88.0,0,True
2015-08-31,AROON_TIME_FACTORS_AVAILABLE,2015-07-27,26,25.0,4.0,0.0,84.0,0,True
2015-09-01,AROON_TIME_FACTORS_AVAILABLE,2015-07-28,26,16.0,5.0,36.0,80.0,0,True
2015-09-02,AROON_TIME_FACTORS_AVAILABLE,2015-07-29,26,17.0,6.0,32.0,76.0,0,True
2015-09-07,AROON_TIME_FACTORS_AVAILABLE,2015-07-30,26,18.0,7.0,28.0,72.0,0,True
2015-09-08,AROON_TIME_FACTORS_AVAILABLE,2015-07-31,26,19.0,8.0,24.0,68.0,0,True
2015-09-09,AROON_TIME_FACTORS_AVAILABLE,2015-08-03,26,20.0,9.0,20.0,64.0,0,True
2015-09-10,AROON_TIME_FACTORS_AVAILABLE,2015-08-04,26,21.0,10.0,16.0,60.0,0,True
2015-09-11,AROON_TIME_FACTORS_AVAILABLE,2015-08-05,26,22.0,11.0,12.0,56.0,0,True
2015-09-14,AROON_TIME_FACTORS_AVAILABLE,2015-08-06,26,23.0,12.0,8.0,52.0,0,True
2015-09-15,AROON_TIME_FACTORS_AVAILABLE,2015-08-07,26,24.0,13.0,4.0,48.0,0,True
2015-09-16,AROON_TIME_FACTORS_AVAILABLE,2015-08-10,26,25.0,14.0,0.0,44.0,0,True
2015-09-17,AROON_TIME_FACTORS_AVAILABLE,2015-08-11,26,25.0,15.0,0.0,40.0,0,True
2015-09-18,AROON_TIME_FACTORS_AVAILABLE,2015-08-12,26,23.0,16.0,8.0,36.0,0,True
2015-09-21,AROON_TIME_FACTORS_AVAILABLE,2015-08-13,26,24.0,17.0,4.0,32.0,0,True
2015-09-22,AROON_TIME_FACTORS_AVAILABLE,2015-08-14,26,25.0,18.0,0.0,28.0,0,True
2015-09-23,AROON_TIME_FACTORS_AVAILABLE,2015-08-17,26,24.0,19.0,4.0,24.0,0,True
2015-09-24,AROON_TIME_FACTORS_AVAILABLE,2015-08-18,26,25.0,20.0,0.0,20.0,0,True
2015-09-25,AROON_TIME_FACTORS_AVAILABLE,2015-08-19,26,25.0,21.0,0.0,16.0,0,True
2015-09-28,AROON_TIME_FACTORS_AVAILABLE,2015-08-20,26,25.0,22.0,0.0,12.0,0,True
2015-09-29,AROON_TIME_FACTORS_AVAILABLE,2015-08-21,26,25.0,23.0,0.0,8.0,0,True
2015-09-30,AROON_TIME_FACTORS_AVAILABLE,2015-08-24,26,25.0,24.0,0.0,4.0,0,True
2015-10-08,AROON_TIME_FACTORS_AVAILABLE,2015-08-25,26,18.0,25.0,28.0,0.0,0,False
2015-10-09,AROON_TIME_FACTORS_AVAILABLE,2015-08-26,26,19.0,25.0,24.0,0.0,0,False
2015-10-12,AROON_TIME_FACTORS_AVAILABLE,2015-08-27,26,0.0,25.0,100.0,0.0,1,False
2015-10-13,AROON_TIME_FACTORS_AVAILABLE,2015-08-28,26,1.0,14.0,96.0,44.0,0,False
2015-10-14,AROON_TIME_FACTORS_AVAILABLE,2015-08-31,26,2.0,15.0,92.0,40.0,0,False
2015-10-15,AROON_TIME_FACTORS_AVAILABLE,2015-09-01,26,0.0,16.0,100.0,36.0,0,False
2015-10-16,AROON_TIME_FACTORS_AVAILABLE,2015-09-02,26,0.0,17.0,100.0,32.0,0,False
2015-10-19,AROON_TIME_FACTORS_AVAILABLE,2015-09-07,26,0.0,18.0,100.0,28.0,1,False
2015-10-20,AROON_TIME_FACTORS_AVAILABLE,2015-09-08,26,0.0,19.0,100.0,24.0,1,False
2015-10-21,AROON_TIME_FACTORS_AVAILABLE,2015-09-09,26,0.0,20.0,100.0,20.0,1,False
2015-10-22,AROON_TIME_FACTORS_AVAILABLE,2015-09-10,26,1.0,21.0,96.0,16.0,1,False
2015-10-23,AROON_TIME_FACTORS_AVAILABLE,2015-09-11,26,2.0,22.0,92.0,12.0,1,False
2015-10-26,AROON_TIME_FACTORS_AVAILABLE,2015-09-14,26,0.0,23.0,100.0,8.0,1,False
2015-10-27,AROON_TIME_FACTORS_AVAILABLE,2015-09-15,26,1.0,24.0,96.0,4.0,1,False
2015-10-28,AROON_TIME_FACTORS_AVAILABLE,2015-09-16,26,2.0,25.0,92.0,0.0,1,False
2015-10-29,AROON_TIME_FACTORS_AVAILABLE,2015-09-17,26,3.0,17.0,88.0,32.0,0,False
2015-10-30,AROON_TIME_FACTORS_AVAILABLE,2015-09-18,26,4.0,18.0,84.0,28.0,1,False
2015-11-02,AROON_TIME_FACTORS_AVAILABLE,2015-09-21,26,5.0,19.0,80.0,24.0,1,False
2015-11-03,AROON_TIME_FACTORS_AVAILABLE,2015-09-22,26,6.0,20.0,76.0,20.0,1,False
2015-11-04,AROON_TIME_FACTORS_AVAILABLE,2015-09-23,26,0.0,21.0,100.0,16.0,1,False
2015-11-05,AROON_TIME_FACTORS_AVAILABLE,2015-09-24,26,0.0,22.0,100.0,12.0,1,False
2015-11-06,AROON_TIME_FACTORS_AVAILABLE,2015-09-25,26,0.0,23.0,100.0,8.0,1,False
2015-11-09,AROON_TIME_FACTORS_AVAILABLE,2015-09-28,26,0.0,24.0,100.0,4.0,1,False
2015-11-10,AROON_TIME_FACTORS_AVAILABLE,2015-09-29,26,1.0,25.0,96.0,0.0,1,False
2015-11-11,AROON_TIME_FACTORS_AVAILABLE,2015-09-30,26,2.0,25.0,92.0,0.0,1,False
2015-11-12,AROON_TIME_FACTORS_AVAILABLE,2015-10-08,26,3.0,24.0,88.0,4.0,1,False
2015-11-13,AROON_TIME_FACTORS_AVAILABLE,2015-10-09,26,4.0,25.0,84.0,0.0,1,False
2015-11-16,AROON_TIME_FACTORS_AVAILABLE,2015-10-12,26,5.0,25.0,80.0,0.0,1,False
2015-11-17,AROON_TIME_FACTORS_AVAILABLE,2015-10-13,26,6.0,23.0,76.0,8.0,1,False
2015-11-18,AROON_TIME_FACTORS_AVAILABLE,2015-10-14,26,7.0,24.0,72.0,4.0,1,False
2015-11-19,AROON_TIME_FACTORS_AVAILABLE,2015-10-15,26,8.0,25.0,68.0,0.0,0,False
2015-11-20,AROON_TIME_FACTORS_AVAILABLE,2015-10-16,26,9.0,22.0,64.0,12.0,0,False
2015-11-23,AROON_TIME_FACTORS_AVAILABLE,2015-10-19,26,10.0,23.0,60.0,8.0,0,False
2015-11-24,AROON_TIME_FACTORS_AVAILABLE,2015-10-20,26,11.0,24.0,56.0,4.0,0,False
2015-11-25,AROON_TIME_FACTORS_AVAILABLE,2015-10-21,26,12.0,25.0,52.0,0.0,0,False
2015-11-26,AROON_TIME_FACTORS_AVAILABLE,2015-10-22,26,13.0,17.0,48.0,32.0,0,False
2015-11-27,AROON_TIME_FACTORS_AVAILABLE,2015-10-23,26,14.0,18.0,44.0,28.0,0,False
2015-11-30,AROON_TIME_FACTORS_AVAILABLE,2015-10-26,26,15.0,19.0,40.0,24.0,0,False
2015-12-01,AROON_TIME_FACTORS_AVAILABLE,2015-10-27,26,16.0,20.0,36.0,20.0,0,False
2015-12-02,AROON_TIME_FACTORS_AVAILABLE,2015-10-28,26,17.0,21.0,32.0,16.0,0,False
2015-12-03,AROON_TIME_FACTORS_AVAILABLE,2015-10-29,26,18.0,22.0,28.0,12.0,0,False
2015-12-04,AROON_TIME_FACTORS_AVAILABLE,2015-10-30,26,19.0,23.0,24.0,8.0,0,False
2015-12-07,AROON_TIME_FACTORS_AVAILABLE,2015-11-02,26,20.0,24.0,20.0,4.0,0,False
2015-12-08,AROON_TIME_FACTORS_AVAILABLE,2015-11-03,26,21.0,25.0,16.0,0.0,0,False
2015-12-09,AROON_TIME_FACTORS_AVAILABLE,2015-11-04,26,22.0,25.0,12.0,0.0,0,False
2015-12-10,AROON_TIME_FACTORS_AVAILABLE,2015-11-05,26,23.0,8.0,8.0,68.0,0,True
2015-12-11,AROON_TIME_FACTORS_AVAILABLE,2015-11-06,26,24.0,9.0,4.0,64.0,0,True
2015-12-14,AROON_TIME_FACTORS_AVAILABLE,2015-11-09,26,25.0,10.0,0.0,60.0,0,True
2015-12-15,AROON_TIME_FACTORS_AVAILABLE,2015-11-10,26,25.0,11.0,0.0,56.0,0,True
2015-12-16,AROON_TIME_FACTORS_AVAILABLE,2015-11-11,26,21.0,12.0,16.0,52.0,0,True
2015-12-17,AROON_TIME_FACTORS_AVAILABLE,2015-11-12,26,22.0,13.0,12.0,48.0,0,True
2015-12-18,AROON_TIME_FACTORS_AVAILABLE,2015-11-13,26,23.0,14.0,8.0,44.0,0,True
2015-12-21,AROON_TIME_FACTORS_AVAILABLE,2015-11-16,26,0.0,15.0,100.0,40.0,0,False
2015-12-22,AROON_TIME_FACTORS_AVAILABLE,2015-11-17,26,1.0,16.0,96.0,36.0,0,False
2015-12-23,AROON_TIME_FACTORS_AVAILABLE,2015-11-18,26,0.0,17.0,100.0,32.0,0,False
2015-12-24,AROON_TIME_FACTORS_AVAILABLE,2015-11-19,26,1.0,18.0,96.0,28.0,1,False
2015-12-25,AROON_TIME_FACTORS_AVAILABLE,2015-11-20,26,2.0,19.0,92.0,24.0,1,False
2015-12-28,AROON_TIME_FACTORS_AVAILABLE,2015-11-23,26,3.0,20.0,88.0,20.0,1,False
2015-12-29,AROON_TIME_FACTORS_AVAILABLE,2015-11-24,26,4.0,21.0,84.0,16.0,1,False
2015-12-30,AROON_TIME_FACTORS_AVAILABLE,2015-11-25,26,5.0,22.0,80.0,12.0,1,False
2015-12-31,AROON_TIME_FACTORS_AVAILABLE,2015-11-26,26,6.0,23.0,76.0,8.0,1,False
2016-01-04,AROON_TIME_FACTORS_AVAILABLE,2015-11-27,26,7.0,24.0,72.0,4.0,1,False
2016-01-05,AROON_TIME_FACTORS_AVAILABLE,2015-11-30,26,8.0,0.0,68.0,100.0,0,True
2016-01-06,AROON_TIME_FACTORS_AVAILABLE,2015-12-01,26,9.0,1.0,64.0,96.0,0,True
2016-01-07,AROON_TIME_FACTORS_AVAILABLE,2015-12-02,26,10.0,0.0,60.0,100.0,0,True
2016-01-08,AROON_TIME_FACTORS_AVAILABLE,2015-12-03,26,11.0,0.0,56.0,100.0,0,True
2016-01-11,AROON_TIME_FACTORS_AVAILABLE,2015-12-04,26,12.0,0.0,52.0,100.0,0,True
2016-01-12,AROON_TIME_FACTORS_AVAILABLE,2015-12-07,26,13.0,0.0,48.0,100.0,0,True
2016-01-13,AROON_TIME_FACTORS_AVAILABLE,2015-12-08,26,14.0,0.0,44.0,100.0,0,True
2016-01-14,AROON_TIME_FACTORS_AVAILABLE,2015-12-09,26,15.0,0.0,40.0,100.0,0,True
2016-01-15,AROON_TIME_FACTORS_AVAILABLE,2015-12-10,26,16.0,1.0,36.0,96.0,0,True
2016-01-18,AROON_TIME_FACTORS_AVAILABLE,2015-12-11,26,17.0,0.0,32.0,100.0,0,True
2016-01-19,AROON_TIME_FACTORS_AVAILABLE,2015-12-14,26,18.0,1.0,28.0,96.0,0,True
2016-01-20,AROON_TIME_FACTORS_AVAILABLE,2015-12-15,26,19.0,2.0,24.0,92.0,0,True
2016-01-21,AROON_TIME_FACTORS_AVAILABLE,2015-12-16,26,20.0,3.0,20.0,88.0,0,True
2016-01-22,AROON_TIME_FACTORS_AVAILABLE,2015-12-17,26,21.0,0.0,16.0,100.0,0,True
2016-01-25,AROON_TIME_FACTORS_AVAILABLE,2015-12-18,26,22.0,1.0,12.0,96.0,0,True
2016-01-26,AROON_TIME_FACTORS_AVAILABLE,2015-12-21,26,23.0,0.0,8.0,100.0,0,True
2016-01-27,AROON_TIME_FACTORS_AVAILABLE,2015-12-22,26,24.0,0.0,4.0,100.0,0,True
2016-01-28,AROON_TIME_FACTORS_AVAILABLE,2015-12-23,26,25.0,0.0,0.0,100.0,0,True
2016-01-29,AROON_TIME_FACTORS_AVAILABLE,2015-12-24,26,25.0,1.0,0.0,96.0,0,True
2016-02-01,AROON_TIME_FACTORS_AVAILABLE,2015-12-25,26,24.0,2.0,4.0,92.0,0,True
2016-02-02,AROON_TIME_FACTORS_AVAILABLE,2015-12-28,26,25.0,3.0,0.0,88.0,0,True
2016-02-03,AROON_TIME_FACTORS_AVAILABLE,2015-12-29,26,23.0,4.0,8.0,84.0,0,True
2016-02-04,AROON_TIME_FACTORS_AVAILABLE,2015-12-30,26,24.0,5.0,4.0,80.0,0,True
2016-02-05,AROON_TIME_FACTORS_AVAILABLE,2015-12-31,26,25.0,6.0,0.0,76.0,0,True
2016-02-15,AROON_TIME_FACTORS_AVAILABLE,2016-01-04,26,25.0,7.0,0.0,72.0,0,True
2016-02-16,AROON_TIME_FACTORS_AVAILABLE,2016-01-05,26,24.0,8.0,4.0,68.0,0,True
2016-02-17,AROON_TIME_FACTORS_AVAILABLE,2016-01-06,26,25.0,9.0,0.0,64.0,0,True
2016-02-18,AROON_TIME_FACTORS_AVAILABLE,2016-01-07,26,25.0,10.0,0.0,60.0,0,True
2016-02-19,AROON_TIME_FACTORS_AVAILABLE,2016-01-08,26,25.0,11.0,0.0,56.0,0,True
2016-02-22,AROON_TIME_FACTORS_AVAILABLE,2016-01-11,26,25.0,12.0,0.0,52.0,0,True
2016-02-23,AROON_TIME_FACTORS_AVAILABLE,2016-01-12,26,24.0,13.0,4.0,48.0,0,True
2016-02-24,AROON_TIME_FACTORS_AVAILABLE,2016-01-13,26,25.0,14.0,0.0,44.0,0,True
2016-02-25,AROON_TIME_FACTORS_AVAILABLE,2016-01-14,26,22.0,15.0,12.0,40.0,0,True
2016-02-26,AROON_TIME_FACTORS_AVAILABLE,2016-01-15,26,23.0,16.0,8.0,36.0,0,True
2016-02-29,AROON_TIME_FACTORS_AVAILABLE,2016-01-18,26,24.0,0.0,4.0,100.0,0,True
2016-03-01,AROON_TIME_FACTORS_AVAILABLE,2016-01-19,26,25.0,0.0,0.0,100.0,0,True
2016-03-02,AROON_TIME_FACTORS_AVAILABLE,2016-01-20,26,25.0,1.0,0.0,96.0,0,True
2016-03-03,AROON_TIME_FACTORS_AVAILABLE,2016-01-21,26,25.0,2.0,0.0,92.0,0,True
2016-03-04,AROON_TIME_FACTORS_AVAILABLE,2016-01-22,26,24.0,3.0,4.0,88.0,0,True
2016-03-07,AROON_TIME_FACTORS_AVAILABLE,2016-01-25,26,0.0,4.0,100.0,84.0,0,False
2016-03-08,AROON_TIME_FACTORS_AVAILABLE,2016-01-26,26,1.0,5.0,96.0,80.0,0,False
2016-03-09,AROON_TIME_FACTORS_AVAILABLE,2016-01-27,26,2.0,6.0,92.0,76.0,0,False
2016-03-10,AROON_TIME_FACTORS_AVAILABLE,2016-01-28,26,3.0,7.0,88.0,72.0,0,False
2016-03-11,AROON_TIME_FACTORS_AVAILABLE,2016-01-29,26,4.0,8.0,84.0,68.0,0,False
2016-03-14,AROON_TIME_FACTORS_AVAILABLE,2016-02-01,26,5.0,9.0,80.0,64.0,0,False
2016-03-15,AROON_TIME_FACTORS_AVAILABLE,2016-02-02,26,6.0,10.0,76.0,60.0,0,False
2016-03-16,AROON_TIME_FACTORS_AVAILABLE,2016-02-03,26,7.0,11.0,72.0,56.0,0,False
2016-03-17,AROON_TIME_FACTORS_AVAILABLE,2016-02-04,26,8.0,12.0,68.0,52.0,0,False
2016-03-18,AROON_TIME_FACTORS_AVAILABLE,2016-02-05,26,0.0,13.0,100.0,48.0,0,False
2016-03-21,AROON_TIME_FACTORS_AVAILABLE,2016-02-15,26,0.0,14.0,100.0,44.0,0,False
2016-03-22,AROON_TIME_FACTORS_AVAILABLE,2016-02-16,26,1.0,15.0,96.0,40.0,0,False
2016-03-23,AROON_TIME_FACTORS_AVAILABLE,2016-02-17,26,2.0,16.0,92.0,36.0,0,False
2016-03-24,AROON_TIME_FACTORS_AVAILABLE,2016-02-18,26,3.0,17.0,88.0,32.0,0,False
2016-03-25,AROON_TIME_FACTORS_AVAILABLE,2016-02-19,26,4.0,18.0,84.0,28.0,1,False
2016-03-28,AROON_TIME_FACTORS_AVAILABLE,2016-02-22,26,5.0,19.0,80.0,24.0,1,False
2016-03-29,AROON_TIME_FACTORS_AVAILABLE,2016-02-23,26,6.0,20.0,76.0,20.0,1,False
2016-03-30,AROON_TIME_FACTORS_AVAILABLE,2016-02-24,26,7.0,21.0,72.0,16.0,1,False
2016-03-31,AROON_TIME_FACTORS_AVAILABLE,2016-02-25,26,8.0,22.0,68.0,12.0,0,False
2016-04-01,AROON_TIME_FACTORS_AVAILABLE,2016-02-26,26,9.0,23.0,64.0,8.0,0,False
2016-04-05,AROON_TIME_FACTORS_AVAILABLE,2016-02-29,26,0.0,24.0,100.0,4.0,1,False
2016-04-06,AROON_TIME_FACTORS_AVAILABLE,2016-03-01,26,1.0,25.0,96.0,0.0,1,False
2016-04-07,AROON_TIME_FACTORS_AVAILABLE,2016-03-02,26,2.0,25.0,92.0,0.0,1,False
2016-04-08,AROON_TIME_FACTORS_AVAILABLE,2016-03-03,26,3.0,19.0,88.0,24.0,1,False
2016-04-11,AROON_TIME_FACTORS_AVAILABLE,2016-03-04,26,4.0,20.0,84.0,20.0,1,False
2016-04-12,AROON_TIME_FACTORS_AVAILABLE,2016-03-07,26,5.0,21.0,80.0,16.0,1,False
2016-04-13,AROON_TIME_FACTORS_AVAILABLE,2016-03-08,26,0.0,22.0,100.0,12.0,1,False
2016-04-14,AROON_TIME_FACTORS_AVAILABLE,2016-03-09,26,1.0,23.0,96.0,8.0,1,False
2016-04-15,AROON_TIME_FACTORS_AVAILABLE,2016-03-10,26,2.0,24.0,92.0,4.0,1,False
2016-04-18,AROON_TIME_FACTORS_AVAILABLE,2016-03-11,26,3.0,25.0,88.0,0.0,1,False
2016-04-19,AROON_TIME_FACTORS_AVAILABLE,2016-03-14,26,4.0,24.0,84.0,4.0,1,False
2016-04-20,AROON_TIME_FACTORS_AVAILABLE,2016-03-15,26,5.0,25.0,80.0,0.0,1,False
2016-04-21,AROON_TIME_FACTORS_AVAILABLE,2016-03-16,26,6.0,25.0,76.0,0.0,1,False
2016-04-22,AROON_TIME_FACTORS_AVAILABLE,2016-03-17,26,7.0,25.0,72.0,0.0,1,False
2016-04-25,AROON_TIME_FACTORS_AVAILABLE,2016-03-18,26,8.0,3.0,68.0,88.0,0,True
2016-04-26,AROON_TIME_FACTORS_AVAILABLE,2016-03-21,26,9.0,4.0,64.0,84.0,0,True
2016-04-27,AROON_TIME_FACTORS_AVAILABLE,2016-03-22,26,10.0,5.0,60.0,80.0,0,True
2016-04-28,AROON_TIME_FACTORS_AVAILABLE,2016-03-23,26,11.0,6.0,56.0,76.0,0,True
2016-04-29,AROON_TIME_FACTORS_AVAILABLE,2016-03-24,26,12.0,7.0,52.0,72.0,0,True
2016-05-03,AROON_TIME_FACTORS_AVAILABLE,2016-03-25,26,13.0,8.0,48.0,68.0,0,True
2016-05-04,AROON_TIME_FACTORS_AVAILABLE,2016-03-28,26,14.0,9.0,44.0,64.0,0,True
2016-05-05,AROON_TIME_FACTORS_AVAILABLE,2016-03-29,26,15.0,10.0,40.0,60.0,0,True
2016-05-06,AROON_TIME_FACTORS_AVAILABLE,2016-03-30,26,16.0,11.0,36.0,56.0,0,True
2016-05-09,AROON_TIME_FACTORS_AVAILABLE,2016-03-31,26,17.0,0.0,32.0,100.0,0,True
2016-05-10,AROON_TIME_FACTORS_AVAILABLE,2016-04-01,26,18.0,0.0,28.0,100.0,0,True
2016-05-11,AROON_TIME_FACTORS_AVAILABLE,2016-04-05,26,19.0,1.0,24.0,96.0,0,True
2016-05-12,AROON_TIME_FACTORS_AVAILABLE,2016-04-06,26,20.0,0.0,20.0,100.0,0,True
2016-05-13,AROON_TIME_FACTORS_AVAILABLE,2016-04-07,26,21.0,1.0,16.0,96.0,0,True
2016-05-16,AROON_TIME_FACTORS_AVAILABLE,2016-04-08,26,22.0,2.0,12.0,92.0,0,True
2016-05-17,AROON_TIME_FACTORS_AVAILABLE,2016-04-11,26,23.0,3.0,8.0,88.0,0,True
2016-05-18,AROON_TIME_FACTORS_AVAILABLE,2016-04-12,26,24.0,0.0,4.0,100.0,0,True
2016-05-19,AROON_TIME_FACTORS_AVAILABLE,2016-04-13,26,25.0,1.0,0.0,96.0,0,True
2016-05-20,AROON_TIME_FACTORS_AVAILABLE,2016-04-14,26,25.0,2.0,0.0,92.0,0,True
2016-05-23,AROON_TIME_FACTORS_AVAILABLE,2016-04-15,26,25.0,3.0,0.0,88.0,0,True
2016-05-24,AROON_TIME_FACTORS_AVAILABLE,2016-04-18,26,24.0,4.0,4.0,84.0,0,True
2016-05-25,AROON_TIME_FACTORS_AVAILABLE,2016-04-19,26,25.0,5.0,0.0,80.0,0,True
2016-05-26,AROON_TIME_FACTORS_AVAILABLE,2016-04-20,26,25.0,0.0,0.0,100.0,0,True
2016-05-27,AROON_TIME_FACTORS_AVAILABLE,2016-04-21,26,17.0,1.0,32.0,96.0,0,True
2016-05-30,AROON_TIME_FACTORS_AVAILABLE,2016-04-22,26,18.0,2.0,28.0,92.0,0,True
2016-05-31,AROON_TIME_FACTORS_AVAILABLE,2016-04-25,26,19.0,3.0,24.0,88.0,0,True
2016-06-01,AROON_TIME_FACTORS_AVAILABLE,2016-04-26,26,20.0,4.0,20.0,84.0,0,True
2016-06-02,AROON_TIME_FACTORS_AVAILABLE,2016-04-27,26,21.0,5.0,16.0,80.0,0,True
2016-06-03,AROON_TIME_FACTORS_AVAILABLE,2016-04-28,26,22.0,6.0,12.0,76.0,0,True
2016-06-06,AROON_TIME_FACTORS_AVAILABLE,2016-04-29,26,23.0,7.0,8.0,72.0,0,True
2016-06-07,AROON_TIME_FACTORS_AVAILABLE,2016-05-03,26,24.0,8.0,4.0,68.0,0,True
2016-06-08,AROON_TIME_FACTORS_AVAILABLE,2016-05-04,26,25.0,9.0,0.0,64.0,0,True
2016-06-13,AROON_TIME_FACTORS_AVAILABLE,2016-05-05,26,25.0,10.0,0.0,60.0,0,True
2016-06-14,AROON_TIME_FACTORS_AVAILABLE,2016-05-06,26,25.0,11.0,0.0,56.0,0,True
2016-06-15,AROON_TIME_FACTORS_AVAILABLE,2016-05-09,26,6.0,12.0,76.0,52.0,0,False
2016-06-16,AROON_TIME_FACTORS_AVAILABLE,2016-05-10,26,7.0,13.0,72.0,48.0,0,False
2016-06-17,AROON_TIME_FACTORS_AVAILABLE,2016-05-11,26,8.0,14.0,68.0,44.0,0,False
2016-06-20,AROON_TIME_FACTORS_AVAILABLE,2016-05-12,26,9.0,15.0,64.0,40.0,0,False
2016-06-21,AROON_TIME_FACTORS_AVAILABLE,2016-05-13,26,10.0,16.0,60.0,36.0,0,False
2016-06-22,AROON_TIME_FACTORS_AVAILABLE,2016-05-16,26,11.0,17.0,56.0,32.0,0,False
