date,independent_high_age,independent_low_age,independent_up,independent_down
2015-07-10,23,1,8.0,96.0
2015-07-13,24,2,4.0,92.0
2015-07-14,25,3,0.0,88.0
2015-07-15,24,4,4.0,84.0
2015-07-16,25,5,0.0,80.0
2015-07-17,23,6,8.0,76.0
2015-07-20,24,7,4.0,72.0
2015-07-21,25,8,0.0,68.0
2015-07-22,25,9,0.0,64.0
2015-07-23,25,10,0.0,60.0
2015-07-24,25,11,0.0,56.0
2015-07-27,22,12,12.0,52.0
2015-07-28,23,13,8.0,48.0
2015-07-29,24,14,4.0,44.0
2015-07-30,25,15,0.0,40.0
2015-07-31,25,16,0.0,36.0
2015-08-03,23,17,8.0,32.0
2015-08-04,24,18,4.0,28.0
2015-08-05,25,19,0.0,24.0
2015-08-06,9,20,64.0,20.0
2015-08-07,10,21,60.0,16.0
2015-08-10,11,22,56.0,12.0
2015-08-11,12,23,52.0,8.0
2015-08-12,13,24,48.0,4.0
2015-08-13,14,25,44.0,0.0
2015-08-14,15,13,40.0,48.0
2015-08-17,16,14,36.0,44.0
2015-08-18,17,15,32.0,40.0
2015-08-19,18,16,28.0,36.0
2015-08-20,19,17,24.0,32.0
2015-08-21,20,0,20.0,100.0
2015-08-24,21,0,16.0,100.0
2015-08-25,22,0,12.0,100.0
2015-08-26,23,1,8.0,96.0
2015-08-27,24,2,4.0,92.0
2015-08-28,25,3,0.0,88.0
2015-08-31,25,4,0.0,84.0
2015-09-01,16,5,36.0,80.0
2015-09-02,17,6,32.0,76.0
2015-09-07,18,7,28.0,72.0
2015-09-08,19,8,24.0,68.0
2015-09-09,20,9,20.0,64.0
2015-09-10,21,10,16.0,60.0
2015-09-11,22,11,12.0,56.0
2015-09-14,23,12,8.0,52.0
2015-09-15,24,13,4.0,48.0
2015-09-16,25,14,0.0,44.0
2015-09-17,25,15,0.0,40.0
2015-09-18,23,16,8.0,36.0
2015-09-21,24,17,4.0,32.0
2015-09-22,25,18,0.0,28.0
2015-09-23,24,19,4.0,24.0
2015-09-24,25,20,0.0,20.0
2015-09-25,25,21,0.0,16.0
2015-09-28,25,22,0.0,12.0
2015-09-29,25,23,0.0,8.0
2015-09-30,25,24,0.0,4.0
2015-10-08,18,25,28.0,0.0
2015-10-09,19,25,24.0,0.0
2015-10-12,0,25,100.0,0.0
2015-10-13,1,14,96.0,44.0
2015-10-14,2,15,92.0,40.0
2015-10-15,0,16,100.0,36.0
2015-10-16,0,17,100.0,32.0
2015-10-19,0,18,100.0,28.0
2015-10-20,0,19,100.0,24.0
2015-10-21,0,20,100.0,20.0
2015-10-22,1,21,96.0,16.0
2015-10-23,2,22,92.0,12.0
2015-10-26,0,23,100.0,8.0
2015-10-27,1,24,96.0,4.0
2015-10-28,2,25,92.0,0.0
2015-10-29,3,17,88.0,32.0
2015-10-30,4,18,84.0,28.0
2015-11-02,5,19,80.0,24.0
2015-11-03,6,20,76.0,20.0
2015-11-04,0,21,100.0,16.0
2015-11-05,0,22,100.0,12.0
2015-11-06,0,23,100.0,8.0
2015-11-09,0,24,100.0,4.0
2015-11-10,1,25,96.0,0.0
2015-11-11,2,25,92.0,0.0
2015-11-12,3,24,88.0,4.0
2015-11-13,4,25,84.0,0.0
2015-11-16,5,25,80.0,0.0
2015-11-17,6,23,76.0,8.0
2015-11-18,7,24,72.0,4.0
2015-11-19,8,25,68.0,0.0
2015-11-20,9,22,64.0,12.0
2015-11-23,10,23,60.0,8.0
2015-11-24,11,24,56.0,4.0
2015-11-25,12,25,52.0,0.0
2015-11-26,13,17,48.0,32.0
2015-11-27,14,18,44.0,28.0
2015-11-30,15,19,40.0,24.0
2015-12-01,16,20,36.0,20.0
2015-12-02,17,21,32.0,16.0
2015-12-03,18,22,28.0,12.0
2015-12-04,19,23,24.0,8.0
2015-12-07,20,24,20.0,4.0
2015-12-08,21,25,16.0,0.0
2015-12-09,22,25,12.0,0.0
2015-12-10,23,8,8.0,68.0
2015-12-11,24,9,4.0,64.0
2015-12-14,25,10,0.0,60.0
2015-12-15,25,11,0.0,56.0
2015-12-16,21,12,16.0,52.0
2015-12-17,22,13,12.0,48.0
2015-12-18,23,14,8.0,44.0
2015-12-21,0,15,100.0,40.0
2015-12-22,1,16,96.0,36.0
2015-12-23,0,17,100.0,32.0
2015-12-24,1,18,96.0,28.0
2015-12-25,2,19,92.0,24.0
2015-12-28,3,20,88.0,20.0
2015-12-29,4,21,84.0,16.0
2015-12-30,5,22,80.0,12.0
2015-12-31,6,23,76.0,8.0
2016-01-04,7,24,72.0,4.0
2016-01-05,8,0,68.0,100.0
2016-01-06,9,1,64.0,96.0
2016-01-07,10,0,60.0,100.0
2016-01-08,11,0,56.0,100.0
2016-01-11,12,0,52.0,100.0
2016-01-12,13,0,48.0,100.0
2016-01-13,14,0,44.0,100.0
2016-01-14,15,0,40.0,100.0
2016-01-15,16,1,36.0,96.0
2016-01-18,17,0,32.0,100.0
2016-01-19,18,1,28.0,96.0
2016-01-20,19,2,24.0,92.0
2016-01-21,20,3,20.0,88.0
2016-01-22,21,0,16.0,100.0
2016-01-25,22,1,12.0,96.0
2016-01-26,23,0,8.0,100.0
2016-01-27,24,0,4.0,100.0
2016-01-28,25,0,0.0,100.0
2016-01-29,25,1,0.0,96.0
2016-02-01,24,2,4.0,92.0
2016-02-02,25,3,0.0,88.0
2016-02-03,23,4,8.0,84.0
2016-02-04,24,5,4.0,80.0
2016-02-05,25,6,0.0,76.0
2016-02-15,25,7,0.0,72.0
2016-02-16,24,8,4.0,68.0
2016-02-17,25,9,0.0,64.0
2016-02-18,25,10,0.0,60.0
2016-02-19,25,11,0.0,56.0
2016-02-22,25,12,0.0,52.0
2016-02-23,24,13,4.0,48.0
2016-02-24,25,14,0.0,44.0
2016-02-25,22,15,12.0,40.0
2016-02-26,23,16,8.0,36.0
2016-02-29,24,0,4.0,100.0
2016-03-01,25,0,0.0,100.0
2016-03-02,25,1,0.0,96.0
2016-03-03,25,2,0.0,92.0
2016-03-04,24,3,4.0,88.0
2016-03-07,0,4,100.0,84.0
2016-03-08,1,5,96.0,80.0
2016-03-09,2,6,92.0,76.0
2016-03-10,3,7,88.0,72.0
2016-03-11,4,8,84.0,68.0
2016-03-14,5,9,80.0,64.0
2016-03-15,6,10,76.0,60.0
2016-03-16,7,11,72.0,56.0
2016-03-17,8,12,68.0,52.0
2016-03-18,0,13,100.0,48.0
2016-03-21,0,14,100.0,44.0
2016-03-22,1,15,96.0,40.0
2016-03-23,2,16,92.0,36.0
2016-03-24,3,17,88.0,32.0
2016-03-25,4,18,84.0,28.0
2016-03-28,5,19,80.0,24.0
2016-03-29,6,20,76.0,20.0
2016-03-30,7,21,72.0,16.0
2016-03-31,8,22,68.0,12.0
2016-04-01,9,23,64.0,8.0
2016-04-05,0,24,100.0,4.0
2016-04-06,1,25,96.0,0.0
2016-04-07,2,25,92.0,0.0
2016-04-08,3,19,88.0,24.0
2016-04-11,4,20,84.0,20.0
2016-04-12,5,21,80.0,16.0
2016-04-13,0,22,100.0,12.0
2016-04-14,1,23,96.0,8.0
2016-04-15,2,24,92.0,4.0
2016-04-18,3,25,88.0,0.0
2016-04-19,4,24,84.0,4.0
2016-04-20,5,25,80.0,0.0
2016-04-21,6,25,76.0,0.0
2016-04-22,7,25,72.0,0.0
2016-04-25,8,3,68.0,88.0
2016-04-26,9,4,64.0,84.0
2016-04-27,10,5,60.0,80.0
2016-04-28,11,6,56.0,76.0
2016-04-29,12,7,52.0,72.0
2016-05-03,13,8,48.0,68.0
2016-05-04,14,9,44.0,64.0
2016-05-05,15,10,40.0,60.0
2016-05-06,16,11,36.0,56.0
2016-05-09,17,0,32.0,100.0
2016-05-10,18,0,28.0,100.0
2016-05-11,19,1,24.0,96.0
2016-05-12,20,0,20.0,100.0
2016-05-13,21,1,16.0,96.0
2016-05-16,22,2,12.0,92.0
2016-05-17,23,3,8.0,88.0
2016-05-18,24,0,4.0,100.0
2016-05-19,25,1,0.0,96.0
2016-05-20,25,2,0.0,92.0
2016-05-23,25,3,0.0,88.0
2016-05-24,24,4,4.0,84.0
2016-05-25,25,5,0.0,80.0
2016-05-26,25,0,0.0,100.0
2016-05-27,17,1,32.0,96.0
2016-05-30,18,2,28.0,92.0
2016-05-31,19,3,24.0,88.0
2016-06-01,20,4,20.0,84.0
2016-06-02,21,5,16.0,80.0
2016-06-03,22,6,12.0,76.0
2016-06-06,23,7,8.0,72.0
2016-06-07,24,8,4.0,68.0
2016-06-08,25,9,0.0,64.0
2016-06-13,25,10,0.0,60.0
2016-06-14,25,11,0.0,56.0
2016-06-15,6,12,76.0,52.0
2016-06-16,7,13,72.0,48.0
2016-06-17,8,14,68.0,44.0
2016-06-20,9,15,64.0,40.0
2016-06-21,10,16,60.0,36.0
2016-06-22,11,17,56.0,32.0
2016-06-23,12,18,52.0,28.0
2016-06-24,13,19,48.0,24.0
2016-06-27,14,20,44.0,20.0
2016-06-28,15,21,40.0,16.0
2016-06-29,16,22,36.0,12.0
2016-06-30,17,23,32.0,8.0
2016-07-01,18,24,28.0,4.0
2016-07-04,0,25,100.0,0.0
2016-07-05,0,24,100.0,4.0
2016-07-06,0,25,100.0,0.0
2016-07-07,0,9,100.0,64.0
2016-07-08,1,10,96.0,60.0
2016-07-11,0,11,100.0,56.0
2016-07-12,0,12,100.0,52.0
2016-07-13,0,13,100.0,48.0
2016-07-14,1,14,96.0,44.0
2016-07-15,2,15,92.0,40.0
2016-07-18,3,16,88.0,36.0
2016-07-19,4,17,84.0,32.0
2016-07-20,5,18,80.0,28.0
2016-07-21,6,19,76.0,24.0
2016-07-22,7,20,72.0,20.0
2016-07-25,8,21,68.0,16.0
2016-07-26,9,22,64.0,12.0
2016-07-27,10,23,60.0,8.0
2016-07-28,11,24,56.0,4.0
2016-07-29,12,25,52.0,0.0
2016-08-01,13,25,48.0,0.0
2016-08-02,14,25,44.0,0.0
2016-08-03,15,22,40.0,12.0
2016-08-04,16,23,36.0,8.0
2016-08-05,17,24,32.0,4.0
2016-08-08,18,25,28.0,0.0
2016-08-09,19,9,24.0,64.0
2016-08-10,20,10,20.0,60.0
2016-08-11,21,11,16.0,56.0
2016-08-12,0,12,100.0,52.0
2016-08-15,0,13,100.0,48.0
2016-08-16,1,14,96.0,44.0
2016-08-17,2,15,92.0,40.0
2016-08-18,3,16,88.0,36.0
2016-08-19,4,17,84.0,32.0
2016-08-22,5,18,80.0,28.0
2016-08-23,6,19,76.0,24.0
2016-08-24,7,20,72.0,20.0
2016-08-25,8,21,68.0,16.0
2016-08-26,9,22,64.0,12.0
2016-08-29,10,23,60.0,8.0
2016-08-30,11,24,56.0,4.0
2016-08-31,12,25,52.0,0.0
2016-09-01,13,23,48.0,8.0
2016-09-02,14,24,44.0,4.0
2016-09-05,15,25,40.0,0.0
2016-09-06,16,25,36.0,0.0
2016-09-07,17,24,32.0,4.0
2016-09-08,18,25,28.0,0.0
2016-09-09,19,24,24.0,4.0
2016-09-12,20,25,20.0,0.0
2016-09-13,21,25,16.0,0.0
2016-09-14,22,23,12.0,8.0
2016-09-19,23,24,8.0,4.0
2016-09-20,24,25,4.0,0.0
2016-09-21,25,3,0.0,88.0
2016-09-22,25,4,0.0,84.0
2016-09-23,25,5,0.0,80.0
2016-09-26,25,0,0.0,100.0
2016-09-27,24,0,4.0,100.0
2016-09-28,25,1,0.0,96.0
2016-09-29,14,2,44.0,92.0
2016-09-30,15,3,40.0,88.0
2016-10-10,16,4,36.0,84.0
2016-10-11,17,5,32.0,80.0
2016-10-12,18,6,28.0,76.0
2016-10-13,19,7,24.0,72.0
2016-10-14,20,8,20.0,68.0
2016-10-17,21,9,16.0,64.0
2016-10-18,22,10,12.0,60.0
2016-10-19,23,11,8.0,56.0
2016-10-20,24,12,4.0,52.0
2016-10-21,25,13,0.0,48.0
2016-10-24,0,14,100.0,44.0
2016-10-25,1,15,96.0,40.0
2016-10-26,2,16,92.0,36.0
2016-10-27,3,17,88.0,32.0
2016-10-28,4,18,84.0,28.0
2016-10-31,5,19,80.0,24.0
2016-11-01,6,20,76.0,20.0
2016-11-02,7,21,72.0,16.0
2016-11-03,8,22,68.0,12.0
2016-11-04,9,23,64.0,8.0
2016-11-07,10,24,60.0,4.0
2016-11-08,11,25,56.0,0.0
2016-11-09,12,25,52.0,0.0
2016-11-10,0,25,100.0,0.0
2016-11-11,0,25,100.0,0.0
2016-11-14,0,20,100.0,20.0
2016-11-15,1,21,96.0,16.0
2016-11-16,2,22,92.0,12.0
2016-11-17,3,23,88.0,8.0
2016-11-18,4,24,84.0,4.0
2016-11-21,0,25,100.0,0.0
2016-11-22,0,25,100.0,0.0
2016-11-23,0,23,100.0,8.0
2016-11-24,0,24,100.0,4.0
2016-11-25,0,25,100.0,0.0
2016-11-28,0,20,100.0,20.0
2016-11-29,0,21,100.0,16.0
2016-11-30,1,22,96.0,12.0
2016-12-01,2,23,92.0,8.0
2016-12-02,3,24,88.0,4.0
2016-12-05,4,25,84.0,0.0
2016-12-06,5,19,80.0,24.0
2016-12-07,6,20,76.0,20.0
2016-12-08,7,21,72.0,16.0
2016-12-09,8,22,68.0,12.0
2016-12-12,9,23,64.0,8.0
2016-12-13,10,24,60.0,4.0
2016-12-14,11,25,56.0,0.0
2016-12-15,12,0,52.0,100.0
2016-12-16,13,1,48.0,96.0
2016-12-19,14,0,44.0,100.0
2016-12-20,15,0,40.0,100.0
2016-12-21,16,1,36.0,96.0
2016-12-22,17,2,32.0,92.0
2016-12-23,18,3,28.0,88.0
2016-12-26,19,0,24.0,100.0
2016-12-27,20,1,20.0,96.0
2016-12-28,21,2,16.0,92.0
2016-12-29,22,3,12.0,88.0
2016-12-30,23,4,8.0,84.0
2017-01-03,24,5,4.0,80.0
2017-01-04,25,6,0.0,76.0
2017-01-05,24,7,4.0,72.0
2017-01-06,25,8,0.0,68.0
2017-01-09,25,9,0.0,64.0
2017-01-10,21,10,16.0,60.0
2017-01-11,22,11,12.0,56.0
2017-01-12,23,12,8.0,52.0
2017-01-13,24,13,4.0,48.0
2017-01-16,25,0,0.0,100.0
2017-01-17,25,1,0.0,96.0
2017-01-18,25,2,0.0,92.0
2017-01-19,25,3,0.0,88.0
2017-01-20,25,4,0.0,84.0
2017-01-23,0,5,100.0,80.0
2017-01-24,1,6,96.0,76.0
2017-01-25,2,7,92.0,72.0
2017-01-26,0,8,100.0,68.0
2017-02-03,1,9,96.0,64.0
2017-02-06,2,10,92.0,60.0
2017-02-07,3,11,88.0,56.0
2017-02-08,4,12,84.0,52.0
2017-02-09,0,13,100.0,48.0
2017-02-10,0,14,100.0,44.0
2017-02-13,0,15,100.0,40.0
2017-02-14,0,16,100.0,36.0
2017-02-15,0,17,100.0,32.0
2017-02-16,1,18,96.0,28.0
2017-02-17,0,19,100.0,24.0
2017-02-20,0,20,100.0,20.0
2017-02-21,0,21,100.0,16.0
2017-02-22,0,22,100.0,12.0
2017-02-23,0,23,100.0,8.0
2017-02-24,1,24,96.0,4.0
2017-02-27,2,25,92.0,0.0
2017-02-28,3,25,88.0,0.0
2017-03-01,4,25,84.0,0.0
2017-03-02,0,24,100.0,4.0
2017-03-03,1,25,96.0,0.0
2017-03-06,2,18,92.0,28.0
2017-03-07,3,19,88.0,24.0
2017-03-08,4,20,84.0,20.0
2017-03-09,5,21,80.0,16.0
2017-03-10,6,22,76.0,12.0
2017-03-13,7,23,72.0,8.0
2017-03-14,8,24,68.0,4.0
2017-03-15,9,25,64.0,0.0
2017-03-16,10,25,60.0,0.0
2017-03-17,11,25,56.0,0.0
2017-03-20,12,5,52.0,80.0
2017-03-21,13,6,48.0,76.0
2017-03-22,14,7,44.0,72.0
2017-03-23,15,8,40.0,68.0
2017-03-24,16,9,36.0,64.0
2017-03-27,17,10,32.0,60.0
2017-03-28,18,11,28.0,56.0
2017-03-29,19,12,24.0,52.0
2017-03-30,20,13,20.0,48.0
2017-03-31,21,14,16.0,44.0
2017-04-05,0,15,100.0,40.0
2017-04-06,0,16,100.0,36.0
2017-04-07,0,17,100.0,32.0
2017-04-10,1,18,96.0,28.0
2017-04-11,2,19,92.0,24.0
2017-04-12,3,20,88.0,20.0
2017-04-13,4,21,84.0,16.0
2017-04-14,5,22,80.0,12.0
2017-04-17,6,23,76.0,8.0
2017-04-18,7,24,72.0,4.0
2017-04-19,8,25,68.0,0.0
2017-04-20,9,13,64.0,48.0
2017-04-21,10,14,60.0,44.0
2017-04-24,11,0,56.0,100.0
2017-04-25,12,1,52.0,96.0
2017-04-26,13,2,48.0,92.0
2017-04-27,14,0,44.0,100.0
2017-04-28,15,1,40.0,96.0
2017-05-02,16,2,36.0,92.0
2017-05-03,17,3,32.0,88.0
2017-05-04,18,0,28.0,100.0
2017-05-05,19,0,24.0,100.0
2017-05-08,20,0,20.0,100.0
2017-05-09,21,0,16.0,100.0
2017-05-10,22,1,12.0,96.0
2017-05-11,23,0,8.0,100.0
2017-05-12,24,1,4.0,96.0
2017-05-15,25,2,0.0,92.0
2017-05-16,22,3,12.0,88.0
2017-05-17,23,4,8.0,84.0
2017-05-18,24,5,4.0,80.0
2017-05-19,25,6,0.0,76.0
2017-05-22,25,7,0.0,72.0
2017-05-23,24,8,4.0,68.0
2017-05-24,25,9,0.0,64.0
2017-05-25,0,10,100.0,60.0
2017-05-26,0,11,100.0,56.0
2017-05-31,0,12,100.0,52.0
2017-06-01,1,13,96.0,48.0
2017-06-02,2,14,92.0,44.0
2017-06-05,3,15,88.0,40.0
2017-06-06,4,16,84.0,36.0
2017-06-07,0,17,100.0,32.0
2017-06-08,0,18,100.0,28.0
2017-06-09,0,19,100.0,24.0
2017-06-12,0,20,100.0,20.0
2017-06-13,1,21,96.0,16.0
2017-06-14,2,22,92.0,12.0
2017-06-15,3,23,88.0,8.0
2017-06-16,4,24,84.0,4.0
2017-06-19,5,25,80.0,0.0
2017-06-20,6,25,76.0,0.0
2017-06-21,0,24,100.0,4.0
2017-06-22,0,25,100.0,0.0
2017-06-23,1,20,96.0,20.0
2017-06-26,0,21,100.0,16.0
2017-06-27,0,22,100.0,12.0
2017-06-28,1,23,96.0,8.0
2017-06-29,2,24,92.0,4.0
2017-06-30,3,25,88.0,0.0
2017-07-03,4,25,84.0,0.0
2017-07-04,5,20,80.0,20.0
2017-07-05,6,21,76.0,16.0
2017-07-06,7,22,72.0,12.0
2017-07-07,8,23,68.0,8.0
2017-07-10,0,24,100.0,4.0
2017-07-11,0,25,100.0,0.0
2017-07-12,1,25,96.0,0.0
2017-07-13,2,20,92.0,20.0
2017-07-14,0,21,100.0,16.0
2017-07-17,0,22,100.0,12.0
2017-07-18,1,23,96.0,8.0
2017-07-19,0,24,100.0,4.0
2017-07-20,0,25,100.0,0.0
2017-07-21,0,25,100.0,0.0
2017-07-24,0,25,100.0,0.0
2017-07-25,1,25,96.0,0.0
2017-07-26,2,25,92.0,0.0
2017-07-27,3,24,88.0,4.0
2017-07-28,4,25,84.0,0.0
2017-07-31,5,19,80.0,24.0
2017-08-01,0,20,100.0,20.0
2017-08-02,0,21,100.0,16.0
2017-08-03,1,22,96.0,12.0
2017-08-04,2,23,92.0,8.0
2017-08-07,3,24,88.0,4.0
2017-08-08,4,25,84.0,0.0
2017-08-09,5,25,80.0,0.0
2017-08-10,6,25,76.0,0.0
2017-08-11,7,25,72.0,0.0
2017-08-14,8,19,68.0,24.0
2017-08-15,9,20,64.0,20.0
2017-08-16,10,21,60.0,16.0
2017-08-17,11,22,56.0,12.0
2017-08-18,12,23,52.0,8.0
2017-08-21,13,24,48.0,4.0
2017-08-22,14,25,44.0,0.0
2017-08-23,15,8,40.0,68.0
2017-08-24,16,9,36.0,64.0
2017-08-25,0,10,100.0,60.0
2017-08-28,0,11,100.0,56.0
2017-08-29,1,12,96.0,52.0
2017-08-30,2,13,92.0,48.0
2017-08-31,3,14,88.0,44.0
2017-09-01,4,15,84.0,40.0
2017-09-04,5,16,80.0,36.0
2017-09-05,6,17,76.0,32.0
2017-09-06,7,18,72.0,28.0
2017-09-07,8,19,68.0,24.0
2017-09-08,9,20,64.0,20.0
2017-09-11,10,21,60.0,16.0
2017-09-12,11,22,56.0,12.0
2017-09-13,12,23,52.0,8.0
2017-09-14,13,24,48.0,4.0
2017-09-15,14,25,44.0,0.0
2017-09-18,0,25,100.0,0.0
2017-09-19,1,24,96.0,4.0
2017-09-20,2,25,92.0,0.0
2017-09-21,3,25,88.0,0.0
2017-09-22,4,25,84.0,0.0
2017-09-25,5,25,80.0,0.0
2017-09-26,6,25,76.0,0.0
2017-09-27,7,24,72.0,4.0
2017-09-28,8,25,68.0,0.0
2017-09-29,9,25,64.0,0.0
2017-10-09,0,22,100.0,12.0
2017-10-10,1,23,96.0,8.0
2017-10-11,2,24,92.0,4.0
2017-10-12,3,25,88.0,0.0
2017-10-13,0,20,100.0,20.0
2017-10-16,0,21,100.0,16.0
2017-10-17,1,22,96.0,12.0
2017-10-18,2,23,92.0,8.0
2017-10-19,3,24,88.0,4.0
2017-10-20,4,25,84.0,0.0
2017-10-23,5,15,80.0,40.0
2017-10-24,0,16,100.0,36.0
2017-10-25,0,17,100.0,32.0
2017-10-26,0,18,100.0,28.0
2017-10-27,0,19,100.0,24.0
2017-10-30,0,20,100.0,20.0
2017-10-31,1,21,96.0,16.0
2017-11-01,2,22,92.0,12.0
2017-11-02,3,23,88.0,8.0
2017-11-03,4,24,84.0,4.0
2017-11-06,5,25,80.0,0.0
2017-11-07,0,25,100.0,0.0
2017-11-08,0,24,100.0,4.0
2017-11-09,1,25,96.0,0.0
2017-11-10,0,25,100.0,0.0
2017-11-13,0,24,100.0,4.0
2017-11-14,1,25,96.0,0.0
2017-11-15,2,25,92.0,0.0
2017-11-16,3,25,88.0,0.0
2017-11-17,4,23,84.0,8.0
2017-11-20,0,24,100.0,4.0
2017-11-21,0,25,100.0,0.0
2017-11-22,0,25,100.0,0.0
2017-11-23,1,24,96.0,4.0
2017-11-24,2,25,92.0,0.0
2017-11-27,3,25,88.0,0.0
2017-11-28,4,25,84.0,0.0
2017-11-29,5,25,80.0,0.0
2017-11-30,6,19,76.0,24.0
2017-12-01,7,20,72.0,20.0
2017-12-04,8,21,68.0,16.0
2017-12-05,9,22,64.0,12.0
2017-12-06,10,23,60.0,8.0
2017-12-07,11,0,56.0,100.0
2017-12-08,12,1,52.0,96.0
2017-12-11,13,2,48.0,92.0
2017-12-12,14,3,44.0,88.0
2017-12-13,15,4,40.0,84.0
2017-12-14,16,5,36.0,80.0
2017-12-15,17,6,32.0,76.0
2017-12-18,18,7,28.0,72.0
2017-12-19,19,8,24.0,68.0
2017-12-20,20,9,20.0,64.0
2017-12-21,21,10,16.0,60.0
2017-12-22,22,11,12.0,56.0
2017-12-25,23,12,8.0,52.0
2017-12-26,24,13,4.0,48.0
2017-12-27,25,14,0.0,44.0
2017-12-28,25,15,0.0,40.0
2017-12-29,25,16,0.0,36.0
2018-01-02,25,17,0.0,32.0
2018-01-03,0,18,100.0,28.0
2018-01-04,1,19,96.0,24.0
2018-01-05,0,20,100.0,20.0
2018-01-08,0,21,100.0,16.0
2018-01-09,0,22,100.0,12.0
2018-01-10,0,23,100.0,8.0
2018-01-11,1,24,96.0,4.0
2018-01-12,0,25,100.0,0.0
2018-01-15,0,19,100.0,24.0
2018-01-16,0,20,100.0,20.0
2018-01-17,0,21,100.0,16.0
2018-01-18,0,22,100.0,12.0
2018-01-19,0,23,100.0,8.0
2018-01-22,0,24,100.0,4.0
2018-01-23,0,25,100.0,0.0
2018-01-24,0,18,100.0,28.0
2018-01-25,1,19,96.0,24.0
2018-01-26,0,20,100.0,20.0
2018-01-29,1,21,96.0,16.0
2018-01-30,2,22,92.0,12.0
2018-01-31,3,23,88.0,8.0
2018-02-01,4,24,84.0,4.0
2018-02-02,5,25,80.0,0.0
2018-02-05,6,25,76.0,0.0
2018-02-06,7,25,72.0,0.0
2018-02-07,8,0,68.0,100.0
2018-02-08,9,0,64.0,100.0
2018-02-09,10,0,60.0,100.0
2018-02-12,11,1,56.0,96.0
2018-02-13,12,2,52.0,92.0
2018-02-14,13,3,48.0,88.0
2018-02-22,14,4,44.0,84.0
2018-02-23,15,5,40.0,80.0
2018-02-26,16,6,36.0,76.0
2018-02-27,17,7,32.0,72.0
2018-02-28,18,8,28.0,68.0
2018-03-01,19,9,24.0,64.0
2018-03-02,20,10,20.0,60.0
2018-03-05,21,11,16.0,56.0
2018-03-06,22,12,12.0,52.0
2018-03-07,23,13,8.0,48.0
2018-03-08,24,14,4.0,44.0
2018-03-09,25,15,0.0,40.0
2018-03-12,25,16,0.0,36.0
2018-03-13,25,17,0.0,32.0
2018-03-14,24,18,4.0,28.0
2018-03-15,25,19,0.0,24.0
2018-03-16,25,20,0.0,20.0
2018-03-19,25,21,0.0,16.0
2018-03-20,25,22,0.0,12.0
2018-03-21,25,23,0.0,8.0
2018-03-22,8,24,68.0,4.0
2018-03-23,9,25,64.0,0.0
2018-03-26,10,25,60.0,0.0
2018-03-27,11,2,56.0,92.0
2018-03-28,12,3,52.0,88.0
2018-03-29,13,0,48.0,100.0
2018-03-30,14,1,44.0,96.0
2018-04-02,15,2,40.0,92.0
2018-04-03,16,3,36.0,88.0
2018-04-04,17,4,32.0,84.0
2018-04-09,18,5,28.0,80.0
2018-04-10,19,6,24.0,76.0
2018-04-11,20,7,20.0,72.0
2018-04-12,21,8,16.0,68.0
2018-04-13,22,9,12.0,64.0
2018-04-16,23,0,8.0,100.0
2018-04-17,24,0,4.0,100.0
2018-04-18,25,0,0.0,100.0
2018-04-19,25,1,0.0,96.0
2018-04-20,20,2,20.0,92.0
2018-04-23,21,3,16.0,88.0
2018-04-24,22,4,12.0,84.0
2018-04-25,23,5,8.0,80.0
2018-04-26,24,6,4.0,76.0
2018-04-27,25,7,0.0,72.0
2018-05-02,25,8,0.0,68.0
2018-05-03,14,9,44.0,64.0
2018-05-04,15,10,40.0,60.0
2018-05-07,16,11,36.0,56.0
2018-05-08,17,12,32.0,52.0
2018-05-09,18,13,28.0,48.0
2018-05-10,19,14,24.0,44.0
2018-05-11,20,15,20.0,40.0
2018-05-14,21,16,16.0,36.0
2018-05-15,22,17,12.0,32.0
2018-05-16,23,18,8.0,28.0
2018-05-17,24,19,4.0,24.0
2018-05-18,25,20,0.0,20.0
2018-05-21,0,21,100.0,16.0
2018-05-22,1,22,96.0,12.0
2018-05-23,2,23,92.0,8.0
2018-05-24,3,24,88.0,4.0
2018-05-25,4,25,84.0,0.0
2018-05-28,5,19,80.0,24.0
2018-05-29,6,20,76.0,20.0
2018-05-30,7,21,72.0,16.0
2018-05-31,8,22,68.0,12.0
2018-06-01,9,23,64.0,8.0
2018-06-04,10,24,60.0,4.0
2018-06-05,11,25,56.0,0.0
2018-06-06,12,5,52.0,80.0
2018-06-07,13,6,48.0,76.0
2018-06-08,14,7,44.0,72.0
2018-06-11,15,8,40.0,68.0
2018-06-12,16,9,36.0,64.0
2018-06-13,17,10,32.0,60.0
2018-06-14,18,11,28.0,56.0
2018-06-15,19,12,24.0,52.0
2018-06-19,20,0,20.0,100.0
2018-06-20,21,0,16.0,100.0
2018-06-21,22,1,12.0,96.0
2018-06-22,23,0,8.0,100.0
2018-06-25,24,1,4.0,96.0
2018-06-26,25,0,0.0,100.0
2018-06-27,25,0,0.0,100.0
2018-06-28,25,0,0.0,100.0
2018-06-29,15,1,40.0,96.0
2018-07-02,16,0,36.0,100.0
2018-07-03,17,0,32.0,100.0
2018-07-04,18,1,28.0,96.0
2018-07-05,19,2,24.0,92.0
2018-07-06,20,0,20.0,100.0
2018-07-09,21,1,16.0,96.0
2018-07-10,22,2,12.0,92.0
2018-07-11,23,3,8.0,88.0
2018-07-12,24,4,4.0,84.0
2018-07-13,25,5,0.0,80.0
