date,independent_high_age,independent_low_age,independent_up,independent_down
2024-08-05,11,0,56.0,100.0
2024-08-06,12,0,52.0,100.0
2024-08-07,13,1,48.0,96.0
2024-08-08,14,2,44.0,92.0
2024-08-09,15,3,40.0,88.0
2024-08-12,16,4,36.0,84.0
2024-08-13,17,0,32.0,100.0
2024-08-14,18,0,28.0,100.0
2024-08-15,19,0,24.0,100.0
2024-08-16,20,1,20.0,96.0
2024-08-19,21,2,16.0,92.0
2024-08-20,22,3,12.0,88.0
2024-08-21,23,4,8.0,84.0
2024-08-22,24,5,4.0,80.0
2024-08-23,25,6,0.0,76.0
2024-08-26,25,7,0.0,72.0
2024-08-27,25,8,0.0,68.0
2024-08-28,19,0,24.0,100.0
2024-08-29,20,0,20.0,100.0
2024-08-30,21,1,16.0,96.0
2024-09-02,22,0,12.0,100.0
2024-09-03,23,0,8.0,100.0
2024-09-04,24,0,4.0,100.0
2024-09-05,25,0,0.0,100.0
2024-09-06,25,0,0.0,100.0
2024-09-09,25,0,0.0,100.0
2024-09-10,16,0,36.0,100.0
2024-09-11,17,1,32.0,96.0
2024-09-12,18,2,28.0,92.0
2024-09-13,19,0,24.0,100.0
2024-09-18,20,0,20.0,100.0
2024-09-19,21,1,16.0,96.0
2024-09-20,22,2,12.0,92.0
2024-09-23,23,3,8.0,88.0
2024-09-24,24,4,4.0,84.0
2024-09-25,0,5,100.0,80.0
2024-09-26,0,6,100.0,76.0
2024-09-27,0,7,100.0,72.0
2024-09-30,0,8,100.0,68.0
2024-10-08,0,9,100.0,64.0
2024-10-09,1,10,96.0,60.0
2024-10-10,2,11,92.0,56.0
2024-10-11,3,12,88.0,52.0
2024-10-14,4,13,84.0,48.0
2024-10-15,5,14,80.0,44.0
2024-10-16,6,15,76.0,40.0
2024-10-17,7,16,72.0,36.0
2024-10-18,8,17,68.0,32.0
2024-10-21,9,18,64.0,28.0
2024-10-22,10,19,60.0,24.0
2024-10-23,11,20,56.0,20.0
2024-10-24,12,21,52.0,16.0
2024-10-25,13,22,48.0,12.0
2024-10-28,14,23,44.0,8.0
2024-10-29,15,24,40.0,4.0
2024-10-30,16,25,36.0,0.0
2024-10-31,17,25,32.0,0.0
2024-11-01,18,25,28.0,0.0
2024-11-04,19,25,24.0,0.0
2024-11-05,20,25,20.0,0.0
2024-11-06,21,24,16.0,4.0
2024-11-07,22,25,12.0,0.0
2024-11-08,23,25,8.0,0.0
2024-11-11,24,16,4.0,36.0
2024-11-12,25,17,0.0,32.0
2024-11-13,3,18,88.0,28.0
2024-11-14,4,19,84.0,24.0
2024-11-15,5,20,80.0,20.0
2024-11-18,6,21,76.0,16.0
2024-11-19,7,22,72.0,12.0
2024-11-20,8,23,68.0,8.0
2024-11-21,9,24,64.0,4.0
2024-11-22,10,25,60.0,0.0
2024-11-25,11,0,56.0,100.0
2024-11-26,12,1,52.0,96.0
2024-11-27,13,2,48.0,92.0
2024-11-28,14,3,44.0,88.0
2024-11-29,15,4,40.0,84.0
2024-12-02,16,5,36.0,80.0
2024-12-03,17,6,32.0,76.0
2024-12-04,18,7,28.0,72.0
2024-12-05,19,8,24.0,68.0
2024-12-06,20,9,20.0,64.0
2024-12-09,21,10,16.0,60.0
2024-12-10,22,11,12.0,56.0
2024-12-11,23,12,8.0,52.0
2024-12-12,24,13,4.0,48.0
2024-12-13,25,14,0.0,44.0
2024-12-16,24,15,4.0,40.0
2024-12-17,25,16,0.0,36.0
2024-12-18,25,17,0.0,32.0
2024-12-19,25,18,0.0,28.0
2024-12-20,8,19,68.0,24.0
2024-12-23,9,20,64.0,20.0
2024-12-24,10,21,60.0,16.0
2024-12-25,11,22,56.0,12.0
2024-12-26,12,23,52.0,8.0
2024-12-27,13,24,48.0,4.0
2024-12-30,14,25,44.0,0.0
2024-12-31,15,24,40.0,4.0
2025-01-02,16,0,36.0,100.0
2025-01-03,17,0,32.0,100.0
2025-01-06,18,0,28.0,100.0
2025-01-07,19,1,24.0,96.0
2025-01-08,20,0,20.0,100.0
2025-01-09,21,1,16.0,96.0
2025-01-10,22,2,12.0,92.0
2025-01-13,23,0,8.0,100.0
2025-01-14,24,1,4.0,96.0
2025-01-15,25,2,0.0,92.0
2025-01-16,24,3,4.0,88.0
2025-01-17,25,4,0.0,84.0
2025-01-20,15,5,40.0,80.0
2025-01-21,16,6,36.0,76.0
2025-01-22,17,7,32.0,72.0
2025-01-23,18,8,28.0,68.0
2025-01-24,19,9,24.0,64.0
2025-01-27,20,10,20.0,60.0
2025-02-05,21,11,16.0,56.0
2025-02-06,22,12,12.0,52.0
2025-02-07,23,13,8.0,48.0
2025-02-10,24,14,4.0,44.0
2025-02-11,25,15,0.0,40.0
2025-02-12,24,16,4.0,36.0
2025-02-13,25,17,0.0,32.0
2025-02-14,0,18,100.0,28.0
2025-02-17,0,19,100.0,24.0
2025-02-18,0,20,100.0,20.0
2025-02-19,1,21,96.0,16.0
2025-02-20,2,22,92.0,12.0
2025-02-21,0,23,100.0,8.0
2025-02-24,0,24,100.0,4.0
2025-02-25,1,25,96.0,0.0
2025-02-26,2,25,92.0,0.0
2025-02-27,3,24,88.0,4.0
2025-02-28,4,25,84.0,0.0
2025-03-03,5,22,80.0,12.0
2025-03-04,6,23,76.0,8.0
2025-03-05,7,24,72.0,4.0
2025-03-06,8,25,68.0,0.0
2025-03-07,9,22,64.0,12.0
2025-03-10,10,23,60.0,8.0
2025-03-11,11,24,56.0,4.0
2025-03-12,12,25,52.0,0.0
2025-03-13,13,25,48.0,0.0
2025-03-14,0,25,100.0,0.0
2025-03-17,0,9,100.0,64.0
2025-03-18,1,10,96.0,60.0
2025-03-19,2,11,92.0,56.0
2025-03-20,3,12,88.0,52.0
2025-03-21,4,13,84.0,48.0
2025-03-24,5,14,80.0,44.0
2025-03-25,6,15,76.0,40.0
2025-03-26,7,16,72.0,36.0
2025-03-27,8,17,68.0,32.0
2025-03-28,9,18,64.0,28.0
2025-03-31,10,19,60.0,24.0
2025-04-01,11,20,56.0,20.0
2025-04-02,12,21,52.0,16.0
2025-04-03,13,0,48.0,100.0
2025-04-07,14,0,44.0,100.0
2025-04-08,15,1,40.0,96.0
2025-04-09,16,2,36.0,92.0
2025-04-10,17,3,32.0,88.0
2025-04-11,18,4,28.0,84.0
2025-04-14,19,5,24.0,80.0
2025-04-15,20,6,20.0,76.0
2025-04-16,21,7,16.0,72.0
2025-04-17,22,8,12.0,68.0
2025-04-18,23,9,8.0,64.0
2025-04-21,24,10,4.0,60.0
2025-04-22,25,11,0.0,56.0
2025-04-23,24,12,4.0,52.0
2025-04-24,25,13,0.0,48.0
2025-04-25,25,14,0.0,44.0
2025-04-28,25,15,0.0,40.0
2025-04-29,22,16,12.0,36.0
2025-04-30,23,17,8.0,32.0
2025-05-06,24,18,4.0,28.0
2025-05-07,25,19,0.0,24.0
2025-05-08,25,20,0.0,20.0
2025-05-09,25,21,0.0,16.0
2025-05-12,25,22,0.0,12.0
2025-05-13,0,23,100.0,8.0
2025-05-14,0,24,100.0,4.0
2025-05-15,1,25,96.0,0.0
2025-05-16,2,25,92.0,0.0
2025-05-19,3,25,88.0,0.0
2025-05-20,4,25,84.0,0.0
2025-05-21,5,25,80.0,0.0
2025-05-22,6,23,76.0,8.0
2025-05-23,7,24,72.0,4.0
2025-05-26,8,25,68.0,0.0
2025-05-27,9,25,64.0,0.0
2025-05-28,10,25,60.0,0.0
2025-05-29,11,25,56.0,0.0
2025-05-30,12,20,52.0,20.0
2025-06-03,13,21,48.0,16.0
2025-06-04,14,22,44.0,12.0
2025-06-05,15,23,40.0,8.0
2025-06-06,16,24,36.0,4.0
2025-06-09,17,25,32.0,0.0
2025-06-10,18,25,28.0,0.0
2025-06-11,19,25,24.0,0.0
2025-06-12,20,25,20.0,0.0
2025-06-13,21,25,16.0,0.0
2025-06-16,22,10,12.0,60.0
2025-06-17,23,11,8.0,56.0
2025-06-18,24,12,4.0,52.0
2025-06-19,25,13,0.0,48.0
2025-06-20,25,14,0.0,44.0
2025-06-23,20,15,20.0,40.0
2025-06-24,0,16,100.0,36.0
2025-06-25,0,17,100.0,32.0
2025-06-26,0,18,100.0,28.0
2025-06-27,0,19,100.0,24.0
2025-06-30,1,20,96.0,20.0
2025-07-01,2,21,92.0,16.0
2025-07-02,3,22,88.0,12.0
2025-07-03,0,23,100.0,8.0
2025-07-04,0,24,100.0,4.0
2025-07-07,1,25,96.0,0.0
2025-07-08,2,25,92.0,0.0
2025-07-09,0,12,100.0,52.0
2025-07-10,0,13,100.0,48.0
2025-07-11,0,14,100.0,44.0
2025-07-14,1,15,96.0,40.0
2025-07-15,2,16,92.0,36.0
2025-07-16,3,17,88.0,32.0
2025-07-17,4,18,84.0,28.0
2025-07-18,0,19,100.0,24.0
2025-07-21,0,20,100.0,20.0
2025-07-22,0,21,100.0,16.0
2025-07-23,0,22,100.0,12.0
2025-07-24,1,23,96.0,8.0
2025-07-25,2,24,92.0,4.0
2025-07-28,3,25,88.0,0.0
2025-07-29,0,25,100.0,0.0
2025-07-30,0,25,100.0,0.0
2025-07-31,1,23,96.0,8.0
2025-08-01,2,24,92.0,4.0
2025-08-04,3,25,88.0,0.0
2025-08-05,4,25,84.0,0.0
2025-08-06,5,25,80.0,0.0
2025-08-07,6,25,76.0,0.0
2025-08-08,7,25,72.0,0.0
2025-08-11,8,25,68.0,0.0
2025-08-12,9,25,64.0,0.0
2025-08-13,0,25,100.0,0.0
2025-08-14,0,25,100.0,0.0
2025-08-15,1,23,96.0,8.0
2025-08-18,0,24,100.0,4.0
2025-08-19,1,25,96.0,0.0
2025-08-20,0,25,100.0,0.0
2025-08-21,0,25,100.0,0.0
2025-08-22,0,25,100.0,0.0
2025-08-25,0,15,100.0,40.0
2025-08-26,0,16,100.0,36.0
2025-08-27,0,17,100.0,32.0
2025-08-28,1,18,96.0,28.0
2025-08-29,0,19,100.0,24.0
2025-09-01,0,20,100.0,20.0
2025-09-02,0,21,100.0,16.0
2025-09-03,1,22,96.0,12.0
2025-09-04,2,23,92.0,8.0
2025-09-05,3,24,88.0,4.0
2025-09-08,4,25,84.0,0.0
2025-09-09,5,25,80.0,0.0
2025-09-10,6,24,76.0,4.0
2025-09-11,0,25,100.0,0.0
2025-09-12,0,25,100.0,0.0
2025-09-15,1,25,96.0,0.0
2025-09-16,2,25,92.0,0.0
2025-09-17,3,25,88.0,0.0
2025-09-18,0,24,100.0,4.0
2025-09-19,1,25,96.0,0.0
2025-09-22,2,23,92.0,8.0
2025-09-23,3,24,88.0,4.0
2025-09-24,4,25,84.0,0.0
2025-09-25,0,25,100.0,0.0
2025-09-26,1,25,96.0,0.0
2025-09-29,0,17,100.0,32.0
2025-09-30,1,18,96.0,28.0
2025-10-09,0,19,100.0,24.0
2025-10-10,1,20,96.0,20.0
2025-10-13,2,21,92.0,16.0
2025-10-14,3,22,88.0,12.0
2025-10-15,4,23,84.0,8.0
2025-10-16,5,24,80.0,4.0
2025-10-17,6,25,76.0,0.0
2025-10-20,7,25,72.0,0.0
2025-10-21,8,24,68.0,4.0
2025-10-22,9,25,64.0,0.0
2025-10-23,10,25,60.0,0.0
2025-10-24,11,25,56.0,0.0
2025-10-27,12,21,52.0,16.0
2025-10-28,0,22,100.0,12.0
2025-10-29,0,23,100.0,8.0
2025-10-30,0,24,100.0,4.0
2025-10-31,1,25,96.0,0.0
2025-11-03,2,23,92.0,8.0
2025-11-04,3,24,88.0,4.0
2025-11-05,4,25,84.0,0.0
2025-11-06,5,18,80.0,28.0
2025-11-07,6,19,76.0,24.0
2025-11-10,7,20,72.0,20.0
2025-11-11,8,21,68.0,16.0
2025-11-12,9,22,64.0,12.0
2025-11-13,10,23,60.0,8.0
2025-11-14,11,24,56.0,4.0
2025-11-17,12,25,52.0,0.0
2025-11-18,13,22,48.0,12.0
2025-11-19,14,23,44.0,8.0
2025-11-20,15,24,40.0,4.0
2025-11-21,16,0,36.0,100.0
2025-11-24,17,0,32.0,100.0
2025-11-25,18,1,28.0,96.0
2025-11-26,19,2,24.0,92.0
2025-11-27,20,3,20.0,88.0
2025-11-28,21,4,16.0,84.0
2025-12-01,22,5,12.0,80.0
2025-12-02,23,6,8.0,76.0
2025-12-03,24,7,4.0,72.0
2025-12-04,25,8,0.0,68.0
2025-12-05,25,9,0.0,64.0
2025-12-08,19,10,24.0,60.0
2025-12-09,20,11,20.0,56.0
2025-12-10,21,12,16.0,52.0
2025-12-11,22,13,12.0,48.0
2025-12-12,23,14,8.0,44.0
2025-12-15,24,15,4.0,40.0
2025-12-16,25,16,0.0,36.0
2025-12-17,24,17,4.0,32.0
2025-12-18,25,18,0.0,28.0
2025-12-19,25,19,0.0,24.0
2025-12-22,10,20,60.0,20.0
2025-12-23,0,21,100.0,16.0
2025-12-24,0,22,100.0,12.0
2025-12-25,0,23,100.0,8.0
2025-12-26,0,24,100.0,4.0
2025-12-29,1,25,96.0,0.0
2025-12-30,2,11,92.0,56.0
2025-12-31,3,12,88.0,52.0
2026-01-05,0,13,100.0,48.0
2026-01-06,0,14,100.0,44.0
2026-01-07,0,15,100.0,40.0
2026-01-08,1,16,96.0,36.0
2026-01-09,2,17,92.0,32.0
2026-01-12,0,18,100.0,28.0
2026-01-13,0,19,100.0,24.0
2026-01-14,1,20,96.0,20.0
2026-01-15,2,21,92.0,16.0
2026-01-16,3,22,88.0,12.0
2026-01-19,4,23,84.0,8.0
2026-01-20,5,24,80.0,4.0
2026-01-21,6,25,76.0,0.0
2026-01-22,7,25,72.0,0.0
2026-01-23,8,25,68.0,0.0
2026-01-26,9,25,64.0,0.0
2026-01-27,10,25,60.0,0.0
2026-01-28,11,25,56.0,0.0
2026-01-29,12,24,52.0,4.0
2026-01-30,13,25,48.0,0.0
2026-02-02,14,0,44.0,100.0
2026-02-03,15,0,40.0,100.0
2026-02-04,16,1,36.0,96.0
2026-02-05,17,2,32.0,92.0
2026-02-06,18,3,28.0,88.0
2026-02-09,19,4,24.0,84.0
2026-02-10,20,5,20.0,80.0
2026-02-11,21,6,16.0,76.0
2026-02-12,22,7,12.0,72.0
2026-02-13,23,8,8.0,68.0
2026-02-24,24,9,4.0,64.0
2026-02-25,25,10,0.0,60.0
2026-02-26,25,11,0.0,56.0
2026-02-27,24,12,4.0,52.0
2026-03-02,25,13,0.0,48.0
2026-03-03,17,14,32.0,44.0
2026-03-04,18,15,28.0,40.0
2026-03-05,19,16,24.0,36.0
2026-03-06,20,17,20.0,32.0
2026-03-09,21,0,16.0,100.0
2026-03-10,22,1,12.0,96.0
2026-03-11,23,2,8.0,92.0
2026-03-12,24,3,4.0,88.0
2026-03-13,25,4,0.0,84.0
2026-03-16,13,5,48.0,80.0
2026-03-17,14,6,44.0,76.0
2026-03-18,15,7,40.0,72.0
2026-03-19,16,8,36.0,68.0
2026-03-20,17,9,32.0,64.0
2026-03-23,18,0,28.0,100.0
2026-03-24,19,0,24.0,100.0
2026-03-25,20,1,20.0,96.0
2026-03-26,21,2,16.0,92.0
2026-03-27,22,3,12.0,88.0
2026-03-30,23,4,8.0,84.0
2026-03-31,24,5,4.0,80.0
2026-04-01,25,6,0.0,76.0
2026-04-02,25,7,0.0,72.0
2026-04-03,23,8,8.0,68.0
2026-04-07,24,9,4.0,64.0
2026-04-08,25,10,0.0,60.0
2026-04-09,16,11,36.0,56.0
2026-04-10,17,12,32.0,52.0
2026-04-13,18,13,28.0,48.0
2026-04-14,19,14,24.0,44.0
2026-04-15,0,15,100.0,40.0
2026-04-16,0,16,100.0,36.0
2026-04-17,0,17,100.0,32.0
2026-04-20,0,18,100.0,28.0
2026-04-21,0,19,100.0,24.0
2026-04-22,0,20,100.0,20.0
2026-04-23,0,21,100.0,16.0
2026-04-24,1,22,96.0,12.0
2026-04-27,2,23,92.0,8.0
2026-04-28,3,24,88.0,4.0
2026-04-29,4,25,84.0,0.0
2026-04-30,0,17,100.0,32.0
2026-05-06,0,18,100.0,28.0
2026-05-07,0,19,100.0,24.0
2026-05-08,1,20,96.0,20.0
2026-05-11,0,21,100.0,16.0
2026-05-12,0,22,100.0,12.0
2026-05-13,0,23,100.0,8.0
2026-05-14,0,24,100.0,4.0
2026-05-15,1,25,96.0,0.0
2026-05-18,2,25,92.0,0.0
2026-05-19,3,25,88.0,0.0
2026-05-20,4,25,84.0,0.0
2026-05-21,5,25,80.0,0.0
2026-05-22,6,25,76.0,0.0
2026-05-25,7,25,72.0,0.0
2026-05-26,8,25,68.0,0.0
2026-05-27,9,25,64.0,0.0
2026-05-28,10,25,60.0,0.0
2026-05-29,11,25,56.0,0.0
2026-06-01,12,23,52.0,8.0
2026-06-02,13,24,48.0,4.0
2026-06-03,14,25,44.0,0.0
2026-06-04,15,23,40.0,8.0
2026-06-05,16,24,36.0,4.0
2026-06-08,17,0,32.0,100.0
2026-06-09,18,1,28.0,96.0
2026-06-10,19,2,24.0,92.0
2026-06-11,20,3,20.0,88.0
2026-06-12,21,4,16.0,84.0
2026-06-15,22,5,12.0,80.0
2026-06-16,23,6,8.0,76.0
2026-06-17,24,7,4.0,72.0
2026-06-18,25,8,0.0,68.0
2026-06-22,0,9,100.0,64.0
2026-06-23,0,10,100.0,60.0
2026-06-24,1,11,96.0,56.0
2026-06-25,2,12,92.0,52.0
2026-06-26,3,13,88.0,48.0
2026-06-29,4,14,84.0,44.0
2026-06-30,5,15,80.0,40.0
2026-07-01,6,16,76.0,36.0
2026-07-02,7,17,72.0,32.0
2026-07-03,8,18,68.0,28.0
2026-07-06,9,19,64.0,24.0
2026-07-07,10,20,60.0,20.0
2026-07-08,11,21,56.0,16.0
2026-07-09,12,22,52.0,12.0
2026-07-10,13,23,48.0,8.0
2026-07-13,14,24,44.0,4.0
2026-07-14,15,0,40.0,100.0
2026-07-15,16,1,36.0,96.0
2026-07-16,17,2,32.0,92.0
2026-07-17,18,0,28.0,100.0
2026-07-20,19,1,24.0,96.0
2026-07-21,20,2,20.0,92.0
2026-07-22,21,3,16.0,88.0
2026-07-23,22,4,12.0,84.0
2026-07-24,23,5,8.0,80.0
2026-07-27,24,6,4.0,76.0
2026-07-28,25,7,0.0,72.0
2026-07-29,24,8,4.0,68.0
2026-07-30,25,0,0.0,100.0
2026-07-31,22,1,12.0,96.0
2026-08-03,23,2,8.0,92.0
2026-08-04,24,3,4.0,88.0
2026-08-05,25,4,0.0,84.0
2026-08-06,25,5,0.0,80.0
2026-08-07,20,6,20.0,76.0
2026-08-10,21,7,16.0,72.0
2026-08-11,22,8,12.0,68.0
2026-08-12,23,9,8.0,64.0
2026-08-13,24,10,4.0,60.0
2026-08-14,25,11,0.0,56.0
