拟合收盘,当前状态,下一日状态,发生次数,当前状态总次数
2019-10-08,0,1,24,129
2019-10-08,0,2,1,129
2019-10-08,0,3,2,129
2019-10-08,1,0,22,105
2019-10-08,1,1,79,105
2019-10-08,1,2,0,105
2019-10-08,1,3,4,105
2019-10-08,2,0,3,99
2019-10-08,2,1,0,99
2019-10-08,2,2,70,99
2019-10-08,2,3,26,99
2019-10-08,3,0,2,171
2019-10-08,3,1,2,171
2019-10-08,3,2,29,171
2019-10-08,3,3,138,171
2019-11-01,0,0,102,129
2019-11-01,0,1,24,129
2019-11-01,0,2,1,129
2019-11-01,0,3,2,129
2019-11-01,1,0,22,105
2019-11-01,1,1,79,105
2019-11-01,1,2,0,105
2019-11-01,1,3,4,105
2019-11-01,2,0,3,96
2019-11-01,2,1,0,96
2019-11-01,2,2,68,96
2019-11-01,2,3,25,96
2019-11-01,3,0,2,174
2019-11-01,3,1,2,174
2019-11-01,3,2,27,174
2019-11-01,3,3,143,174
2019-12-02,0,0,102,130
2019-12-02,0,1,24,130
2019-12-02,0,2,2,130
2019-12-02,0,3,2,130
2019-12-02,1,0,22,105
2019-12-02,1,1,79,105
2019-12-02,1,2,0,105
2019-12-02,1,3,4,105
2019-12-02,2,0,4,104
2019-12-02,2,1,0,104
2019-12-02,2,2,76,104
2019-12-02,2,3,24,104
2019-12-02,3,0,2,165
2019-12-02,3,1,2,165
2019-12-02,3,2,27,165
2019-12-02,3,3,134,165
2020-01-02,0,0,102,130
2020-01-02,0,1,24,130
2020-01-02,0,2,2,130
2020-01-02,0,3,2,130
2020-01-02,1,0,22,105
2020-01-02,1,1,79,105
2020-01-02,1,2,0,105
2020-01-02,1,3,4,105
2020-01-02,2,0,4,99
2020-01-02,2,1,0,99
2020-01-02,2,2,70,99
2020-01-02,2,3,25,99
2020-01-02,3,0,2,170
2020-01-02,3,1,2,170
2020-01-02,3,2,26,170
2020-01-02,3,3,140,170
2020-02-03,0,0,102,130
2020-02-03,0,1,24,130
2020-02-03,0,2,2,130
2020-02-03,0,3,2,130
2020-02-03,1,0,22,105
2020-02-03,1,1,79,105
2020-02-03,1,2,0,105
2020-02-03,1,3,4,105
2020-02-03,2,0,5,98
2020-02-03,2,1,0,98
2020-02-03,2,2,72,98
2020-02-03,2,3,21,98
2020-02-03,3,0,2,171
2020-02-03,3,1,2,171
2020-02-03,3,2,23,171
2020-02-03,3,3,144,171
2020-03-02,0,0,106,136
2020-03-02,0,1,25,136
2020-03-02,0,2,3,136
2020-03-02,0,3,2,136
2020-03-02,1,0,22,106
2020-03-02,1,1,79,106
2020-03-02,1,2,0,106
2020-03-02,1,3,5,106
2020-03-02,2,0,6,98
2020-03-02,2,1,0,98
2020-03-02,2,2,72,98
2020-03-02,2,3,20,98
2020-03-02,3,0,2,164
2020-03-02,3,1,2,164
2020-03-02,3,2,23,164
2020-03-02,3,3,137,164
2020-04-01,0,0,109,138
2020-04-01,0,1,26,138
2020-04-01,0,2,3,138
2020-04-01,0,3,0,138
2020-04-01,1,0,23,110
2020-04-01,1,1,83,110
2020-04-01,1,2,0,110
2020-04-01,1,3,4,110
2020-04-01,2,0,6,94
2020-04-01,2,1,0,94
2020-04-01,2,2,66,94
2020-04-01,2,3,22,94
2020-04-01,3,0,1,162
2020-04-01,3,1,0,162
2020-04-01,3,2,25,162
2020-04-01,3,3,136,162
2020-05-06,0,0,104,134
2020-05-06,0,1,28,134
2020-05-06,0,2,2,134
2020-05-06,0,3,0,134
2020-05-06,1,0,24,122
2020-05-06,1,1,95,122
2020-05-06,1,2,0,122
2020-05-06,1,3,3,122
2020-05-06,2,0,5,92
2020-05-06,2,1,0,92
2020-05-06,2,2,65,92
2020-05-06,2,3,22,92
2020-05-06,3,0,0,156
2020-05-06,3,1,0,156
2020-05-06,3,2,25,156
2020-05-06,3,3,131,156
2020-06-01,0,0,103,131
2020-06-01,0,1,25,131
2020-06-01,0,2,3,131
2020-06-01,0,3,0,131
2020-06-01,1,0,22,119
2020-06-01,1,1,92,119
2020-06-01,1,2,0,119
2020-06-01,1,3,5,119
2020-06-01,2,0,6,94
2020-06-01,2,1,0,94
2020-06-01,2,2,66,94
2020-06-01,2,3,22,94
2020-06-01,3,0,0,160
2020-06-01,3,1,1,160
2020-06-01,3,2,25,160
2020-06-01,3,3,134,160
2020-07-01,0,0,94,121
2020-07-01,0,1,24,121
2020-07-01,0,2,3,121
2020-07-01,0,3,0,121
2020-07-01,1,0,20,109
2020-07-01,1,1,84,109
2020-07-01,1,2,0,109
2020-07-01,1,3,5,109
2020-07-01,2,0,6,97
2020-07-01,2,1,0,97
2020-07-01,2,2,68,97
2020-07-01,2,3,23,97
2020-07-01,3,0,0,177
2020-07-01,3,1,1,177
2020-07-01,3,2,26,177
2020-07-01,3,3,150,177
2020-08-03,0,0,76,102
2020-08-03,0,1,23,102
2020-08-03,0,2,3,102
2020-08-03,0,3,0,102
2020-08-03,1,0,19,105
2020-08-03,1,1,81,105
2020-08-03,1,2,0,105
2020-08-03,1,3,5,105
2020-08-03,2,0,6,107
2020-08-03,2,1,0,107
2020-08-03,2,2,76,107
2020-08-03,2,3,25,107
2020-08-03,3,0,0,190
2020-08-03,3,1,1,190
2020-08-03,3,2,28,190
2020-08-03,3,3,161,190
2020-09-01,0,0,71,94
2020-09-01,0,1,20,94
2020-09-01,0,2,3,94
2020-09-01,0,3,0,94
2020-09-01,1,0,16,92
2020-09-01,1,1,71,92
2020-09-01,1,2,0,92
2020-09-01,1,3,5,92
2020-09-01,2,0,6,114
2020-09-01,2,1,0,114
2020-09-01,2,2,81,114
2020-09-01,2,3,27,114
2020-09-01,3,0,0,204
2020-09-01,3,1,1,204
2020-09-01,3,2,30,204
2020-09-01,3,3,173,204
2020-10-09,0,0,63,84
2020-10-09,0,1,18,84
2020-10-09,0,2,3,84
2020-10-09,0,3,0,84
2020-10-09,1,0,14,80
2020-10-09,1,1,61,80
2020-10-09,1,2,0,80
2020-10-09,1,3,5,80
2020-10-09,2,0,6,129
2020-10-09,2,1,0,129
2020-10-09,2,2,94,129
2020-10-09,2,3,29,129
2020-10-09,3,0,0,211
2020-10-09,3,1,1,211
2020-10-09,3,2,32,211
2020-10-09,3,3,178,211
2020-11-02,0,0,55,75
2020-11-02,0,1,17,75
2020-11-02,0,2,3,75
2020-11-02,0,3,0,75
2020-11-02,1,0,14,73
2020-11-02,1,1,54,73
2020-11-02,1,2,0,73
2020-11-02,1,3,5,73
2020-11-02,2,0,6,138
2020-11-02,2,1,0,138
2020-11-02,2,2,101,138
2020-11-02,2,3,31,138
2020-11-02,3,0,0,218
2020-11-02,3,1,1,218
2020-11-02,3,2,34,218
2020-11-02,3,3,183,218
2020-12-01,0,0,43,61
2020-12-01,0,1,15,61
2020-12-01,0,2,3,61
2020-12-01,0,3,0,61
2020-12-01,1,0,12,66
2020-12-01,1,1,49,66
2020-12-01,1,2,0,66
2020-12-01,1,3,5,66
2020-12-01,2,0,6,144
2020-12-01,2,1,0,144
2020-12-01,2,2,104,144
2020-12-01,2,3,34,144
2020-12-01,3,0,0,233
2020-12-01,3,1,1,233
2020-12-01,3,2,37,233
2020-12-01,3,3,195,233
2021-01-04,0,0,35,50
2021-01-04,0,1,12,50
2021-01-04,0,2,3,50
2021-01-04,0,3,0,50
2021-01-04,1,0,9,54
2021-01-04,1,1,40,54
2021-01-04,1,2,0,54
2021-01-04,1,3,5,54
2021-01-04,2,0,6,151
2021-01-04,2,1,0,151
2021-01-04,2,2,109,151
2021-01-04,2,3,36,151
2021-01-04,3,0,0,249
2021-01-04,3,1,1,249
2021-01-04,3,2,39,249
2021-01-04,3,3,209,249
2021-02-01,0,0,23,35
2021-02-01,0,1,9,35
2021-02-01,0,2,3,35
2021-02-01,0,3,0,35
2021-02-01,1,0,6,49
2021-02-01,1,1,38,49
2021-02-01,1,2,0,49
2021-02-01,1,3,5,49
2021-02-01,2,0,6,157
2021-02-01,2,1,0,157
2021-02-01,2,2,113,157
2021-02-01,2,3,38,157
2021-02-01,3,0,0,263
2021-02-01,3,1,1,263
2021-02-01,3,2,42,263
2021-02-01,3,3,220,263
2021-03-01,0,0,23,35
2021-03-01,0,1,9,35
2021-03-01,0,2,3,35
2021-03-01,0,3,0,35
2021-03-01,1,0,5,34
2021-03-01,1,1,24,34
2021-03-01,1,2,0,34
2021-03-01,1,3,5,34
2021-03-01,2,0,6,164
2021-03-01,2,1,0,164
2021-03-01,2,2,119,164
2021-03-01,2,3,39,164
2021-03-01,3,0,0,271
2021-03-01,3,1,1,271
2021-03-01,3,2,43,271
2021-03-01,3,3,227,271
2021-04-01,0,0,26,42
2021-04-01,0,1,12,42
2021-04-01,0,2,4,42
2021-04-01,0,3,0,42
2021-04-01,1,0,7,36
2021-04-01,1,1,24,36
2021-04-01,1,2,0,36
2021-04-01,1,3,5,36
2021-04-01,2,0,8,171
2021-04-01,2,1,0,171
2021-04-01,2,2,123,171
2021-04-01,2,3,40,171
2021-04-01,3,0,1,255
2021-04-01,3,1,1,255
2021-04-01,3,2,44,255
2021-04-01,3,3,209,255
2021-05-06,0,0,32,50
2021-05-06,0,1,14,50
2021-05-06,0,2,4,50
2021-05-06,0,3,0,50
2021-05-06,1,0,10,48
2021-05-06,1,1,32,48
2021-05-06,1,2,0,48
2021-05-06,1,3,6,48
2021-05-06,2,0,8,162
2021-05-06,2,1,0,162
2021-05-06,2,2,116,162
2021-05-06,2,3,38,162
2021-05-06,3,0,1,244
2021-05-06,3,1,2,244
2021-05-06,3,2,42,244
2021-05-06,3,3,199,244
2021-06-01,0,0,37,57
2021-06-01,0,1,15,57
2021-06-01,0,2,4,57
2021-06-01,0,3,1,57
2021-06-01,1,0,11,52
2021-06-01,1,1,34,52
2021-06-01,1,2,0,52
2021-06-01,1,3,7,52
2021-06-01,2,0,8,152
2021-06-01,2,1,0,152
2021-06-01,2,2,107,152
2021-06-01,2,3,37,152
2021-06-01,3,0,1,243
2021-06-01,3,1,3,243
2021-06-01,3,2,40,243
2021-06-01,3,3,199,243
2021-07-01,0,0,42,63
2021-07-01,0,1,16,63
2021-07-01,0,2,4,63
2021-07-01,0,3,1,63
2021-07-01,1,0,11,55
2021-07-01,1,1,35,55
2021-07-01,1,2,0,55
2021-07-01,1,3,9,55
2021-07-01,2,0,9,146
2021-07-01,2,1,0,146
2021-07-01,2,2,103,146
2021-07-01,2,3,34,146
2021-07-01,3,0,1,240
2021-07-01,3,1,4,240
2021-07-01,3,2,38,240
2021-07-01,3,3,197,240
2021-08-02,0,0,52,77
2021-08-02,0,1,20,77
2021-08-02,0,2,4,77
2021-08-02,0,3,1,77
2021-08-02,1,0,14,62
2021-08-02,1,1,39,62
2021-08-02,1,2,0,62
2021-08-02,1,3,9,62
2021-08-02,2,0,9,142
2021-08-02,2,1,0,142
2021-08-02,2,2,101,142
2021-08-02,2,3,32,142
2021-08-02,3,0,2,223
2021-08-02,3,1,4,223
2021-08-02,3,2,36,223
2021-08-02,3,3,181,223
2021-09-01,0,0,57,84
2021-09-01,0,1,22,84
2021-09-01,0,2,4,84
2021-09-01,0,3,1,84
2021-09-01,1,0,17,75
2021-09-01,1,1,49,75
2021-09-01,1,2,0,75
2021-09-01,1,3,9,75
2021-09-01,2,0,8,132
2021-09-01,2,1,0,132
2021-09-01,2,2,95,132
2021-09-01,2,3,29,132
2021-09-01,3,0,2,213
2021-09-01,3,1,4,213
2021-09-01,3,2,33,213
2021-09-01,3,3,174,213
2021-10-08,0,0,61,89
2021-10-08,0,1,23,89
2021-10-08,0,2,4,89
2021-10-08,0,3,1,89
2021-10-08,1,0,18,82
2021-10-08,1,1,56,82
2021-10-08,1,2,0,82
2021-10-08,1,3,8,82
2021-10-08,2,0,8,130
2021-10-08,2,1,0,130
2021-10-08,2,2,95,130
2021-10-08,2,3,27,130
2021-10-08,3,0,2,203
2021-10-08,3,1,4,203
2021-10-08,3,2,31,203
2021-10-08,3,3,166,203
2021-11-01,0,0,64,95
2021-11-01,0,1,26,95
2021-11-01,0,2,4,95
2021-11-01,0,3,1,95
2021-11-01,1,0,22,92
2021-11-01,1,1,62,92
2021-11-01,1,2,0,92
2021-11-01,1,3,8,92
2021-11-01,2,0,8,123
2021-11-01,2,1,0,123
2021-11-01,2,2,89,123
2021-11-01,2,3,26,123
2021-11-01,3,0,2,194
2021-11-01,3,1,4,194
2021-11-01,3,2,29,194
2021-11-01,3,3,159,194
2021-12-01,0,0,73,107
2021-12-01,0,1,29,107
2021-12-01,0,2,4,107
2021-12-01,0,3,1,107
2021-12-01,1,0,25,102
2021-12-01,1,1,69,102
2021-12-01,1,2,0,102
2021-12-01,1,3,8,102
2021-12-01,2,0,8,114
2021-12-01,2,1,0,114
2021-12-01,2,2,82,114
2021-12-01,2,3,24,114
2021-12-01,3,0,2,181
2021-12-01,3,1,4,181
2021-12-01,3,2,28,181
2021-12-01,3,3,147,181
2022-01-04,0,0,77,114
2022-01-04,0,1,30,114
2022-01-04,0,2,4,114
2022-01-04,0,3,3,114
2022-01-04,1,0,25,105
2022-01-04,1,1,71,105
2022-01-04,1,2,0,105
2022-01-04,1,3,9,105
2022-01-04,2,0,9,103
2022-01-04,2,1,0,103
2022-01-04,2,2,72,103
2022-01-04,2,3,22,103
2022-01-04,3,0,4,182
2022-01-04,3,1,4,182
2022-01-04,3,2,27,182
2022-01-04,3,3,147,182
2022-02-07,0,0,90,129
2022-02-07,0,1,32,129
2022-02-07,0,2,4,129
2022-02-07,0,3,3,129
2022-02-07,1,0,27,109
2022-02-07,1,1,73,109
2022-02-07,1,2,0,109
2022-02-07,1,3,9,109
2022-02-07,2,0,9,100
2022-02-07,2,1,0,100
2022-02-07,2,2,70,100
2022-02-07,2,3,21,100
2022-02-07,3,0,4,166
2022-02-07,3,1,4,166
2022-02-07,3,2,26,166
2022-02-07,3,3,132,166
2022-03-01,0,0,96,139
2022-03-01,0,1,36,139
2022-03-01,0,2,4,139
2022-03-01,0,3,3,139
2022-03-01,1,0,30,114
2022-03-01,1,1,75,114
2022-03-01,1,2,0,114
2022-03-01,1,3,9,114
2022-03-01,2,0,8,94
2022-03-01,2,1,0,94
2022-03-01,2,2,65,94
2022-03-01,2,3,21,94
2022-03-01,3,0,4,157
2022-03-01,3,1,4,157
2022-03-01,3,2,25,157
2022-03-01,3,3,124,157
2022-04-01,0,0,107,151
2022-04-01,0,1,38,151
2022-04-01,0,2,3,151
2022-04-01,0,3,3,151
2022-04-01,1,0,33,119
2022-04-01,1,1,78,119
2022-04-01,1,2,0,119
2022-04-01,1,3,8,119
2022-04-01,2,0,7,91
2022-04-01,2,1,0,91
2022-04-01,2,2,64,91
2022-04-01,2,3,20,91
2022-04-01,3,0,4,143
2022-04-01,3,1,4,143
2022-04-01,3,2,24,143
2022-04-01,3,3,111,143
2022-05-05,0,0,111,155
2022-05-05,0,1,38,155
2022-05-05,0,2,3,155
2022-05-05,0,3,3,155
2022-05-05,1,0,34,119
2022-05-05,1,1,77,119
2022-05-05,1,2,0,119
2022-05-05,1,3,8,119
2022-05-05,2,0,6,89
2022-05-05,2,1,0,89
2022-05-05,2,2,64,89
2022-05-05,2,3,19,89
2022-05-05,3,0,4,141
2022-05-05,3,1,4,141
2022-05-05,3,2,22,141
2022-05-05,3,3,111,141
2022-06-01,0,0,115,159
2022-06-01,0,1,38,159
2022-06-01,0,2,3,159
2022-06-01,0,3,3,159
2022-06-01,1,0,34,115
2022-06-01,1,1,73,115
2022-06-01,1,2,0,115
2022-06-01,1,3,8,115
2022-06-01,2,0,6,89
2022-06-01,2,1,0,89
2022-06-01,2,2,64,89
2022-06-01,2,3,19,89
2022-06-01,3,0,4,141
2022-06-01,3,1,4,141
2022-06-01,3,2,22,141
2022-06-01,3,3,111,141
2022-07-01,0,0,109,151
2022-07-01,0,1,37,151
2022-07-01,0,2,2,151
2022-07-01,0,3,3,151
2022-07-01,1,0,33,125
2022-07-01,1,1,85,125
2022-07-01,1,2,0,125
2022-07-01,1,3,7,125
2022-07-01,2,0,5,87
2022-07-01,2,1,0,87
2022-07-01,2,2,63,87
2022-07-01,2,3,19,87
2022-07-01,3,0,4,141
2022-07-01,3,1,3,141
2022-07-01,3,2,22,141
2022-07-01,3,3,112,141
2022-08-01,0,0,110,154
2022-08-01,0,1,37,154
2022-08-01,0,2,4,154
2022-08-01,0,3,3,154
2022-08-01,1,0,33,125
2022-08-01,1,1,85,125
2022-08-01,1,2,0,125
2022-08-01,1,3,7,125
2022-08-01,2,0,8,100
2022-08-01,2,1,0,100
2022-08-01,2,2,74,100
2022-08-01,2,3,18,100
2022-08-01,3,0,4,125
2022-08-01,3,1,3,125
2022-08-01,3,2,22,125
2022-08-01,3,3,96,125
2022-09-01,0,0,121,167
2022-09-01,0,1,38,167
2022-09-01,0,2,5,167
2022-09-01,0,3,3,167
2022-09-01,1,0,33,127
2022-09-01,1,1,86,127
2022-09-01,1,2,0,127
2022-09-01,1,3,8,127
2022-09-01,2,0,10,93
2022-09-01,2,1,0,93
2022-09-01,2,2,67,93
2022-09-01,2,3,16,93
2022-09-01,3,0,4,117
2022-09-01,3,1,3,117
2022-09-01,3,2,21,117
2022-09-01,3,3,89,117
2022-10-10,0,0,138,185
2022-10-10,0,1,39,185
2022-10-10,0,2,5,185
2022-10-10,0,3,3,185
2022-10-10,1,0,34,130
2022-10-10,1,1,88,130
2022-10-10,1,2,0,130
2022-10-10,1,3,8,130
2022-10-10,2,0,10,86
2022-10-10,2,1,0,86
2022-10-10,2,2,62,86
2022-10-10,2,3,14,86
2022-10-10,3,0,4,103
2022-10-10,3,1,3,103
2022-10-10,3,2,18,103
2022-10-10,3,3,78,103
2022-11-01,0,0,147,197
2022-11-01,0,1,42,197
2022-11-01,0,2,5,197
2022-11-01,0,3,3,197
2022-11-01,1,0,36,134
2022-11-01,1,1,90,134
2022-11-01,1,2,0,134
2022-11-01,1,3,8,134
2022-11-01,2,0,10,74
2022-11-01,2,1,0,74
2022-11-01,2,2,51,74
2022-11-01,2,3,13,74
2022-11-01,3,0,4,99
2022-11-01,3,1,3,99
2022-11-01,3,2,17,99
2022-11-01,3,3,75,99
2022-12-01,0,0,152,203
2022-12-01,0,1,43,203
2022-12-01,0,2,5,203
2022-12-01,0,3,3,203
2022-12-01,1,0,37,150
2022-12-01,1,1,105,150
2022-12-01,1,2,0,150
2022-12-01,1,3,8,150
2022-12-01,2,0,10,62
2022-12-01,2,1,0,62
2022-12-01,2,2,42,62
2022-12-01,2,3,10,62
2022-12-01,3,0,4,89
2022-12-01,3,1,3,89
2022-12-01,3,2,15,89
2022-12-01,3,3,67,89
2023-01-03,0,0,159,212
2023-01-03,0,1,45,212
2023-01-03,0,2,5,212
2023-01-03,0,3,3,212
2023-01-03,1,0,39,163
2023-01-03,1,1,116,163
2023-01-03,1,2,0,163
2023-01-03,1,3,8,163
2023-01-03,2,0,10,56
2023-01-03,2,1,0,56
2023-01-03,2,2,39,56
2023-01-03,2,3,7,56
2023-01-03,3,0,4,73
2023-01-03,3,1,3,73
2023-01-03,3,2,12,73
2023-01-03,3,3,54,73
2023-02-01,0,0,159,212
2023-02-01,0,1,45,212
2023-02-01,0,2,5,212
2023-02-01,0,3,3,212
2023-02-01,1,0,39,165
2023-02-01,1,1,117,165
2023-02-01,1,2,0,165
2023-02-01,1,3,9,165
2023-02-01,2,0,10,49
2023-02-01,2,1,0,49
2023-02-01,2,2,34,49
2023-02-01,2,3,5,49
2023-02-01,3,0,4,78
2023-02-01,3,1,3,78
2023-02-01,3,2,10,78
2023-02-01,3,3,61,78
2023-03-01,0,0,159,212
2023-03-01,0,1,45,212
2023-03-01,0,2,5,212
2023-03-01,0,3,3,212
2023-03-01,1,0,39,165
2023-03-01,1,1,117,165
2023-03-01,1,2,0,165
2023-03-01,1,3,9,165
2023-03-01,2,0,10,58
2023-03-01,2,1,0,58
2023-03-01,2,2,42,58
2023-03-01,2,3,6,58
2023-03-01,3,0,4,69
2023-03-01,3,1,3,69
2023-03-01,3,2,11,69
2023-03-01,3,3,51,69
2023-04-03,0,0,159,212
2023-04-03,0,1,45,212
2023-04-03,0,2,5,212
2023-04-03,0,3,3,212
2023-04-03,1,0,39,165
2023-04-03,1,1,117,165
2023-04-03,1,2,0,165
2023-04-03,1,3,9,165
2023-04-03,2,0,10,56
2023-04-03,2,1,0,56
2023-04-03,2,2,41,56
2023-04-03,2,3,5,56
2023-04-03,3,0,4,71
2023-04-03,3,1,3,71
2023-04-03,3,2,9,71
2023-04-03,3,3,55,71
2023-05-04,0,0,157,206
2023-05-04,0,1,41,206
2023-05-04,0,2,5,206
2023-05-04,0,3,3,206
2023-05-04,1,0,37,159
2023-05-04,1,1,115,159
2023-05-04,1,2,0,159
2023-05-04,1,3,7,159
2023-05-04,2,0,9,60
2023-05-04,2,1,0,60
2023-05-04,2,2,44,60
2023-05-04,2,3,7,60
2023-05-04,3,0,3,79
2023-05-04,3,1,3,79
2023-05-04,3,2,11,79
2023-05-04,3,3,62,79
2023-06-01,0,0,165,213
2023-06-01,0,1,40,213
2023-06-01,0,2,5,213
2023-06-01,0,3,3,213
2023-06-01,1,0,35,149
2023-06-01,1,1,107,149
2023-06-01,1,2,0,149
2023-06-01,1,3,7,149
2023-06-01,2,0,9,60
2023-06-01,2,1,0,60
2023-06-01,2,2,44,60
2023-06-01,2,3,7,60
2023-06-01,3,0,4,82
2023-06-01,3,1,2,82
2023-06-01,3,2,11,82
2023-06-01,3,3,65,82
2023-07-03,0,0,165,215
2023-07-03,0,1,43,215
2023-07-03,0,2,5,215
2023-07-03,0,3,2,215
2023-07-03,1,0,37,156
2023-07-03,1,1,113,156
2023-07-03,1,2,0,156
2023-07-03,1,3,6,156
2023-07-03,2,0,9,59
2023-07-03,2,1,0,59
2023-07-03,2,2,43,59
2023-07-03,2,3,7,59
2023-07-03,3,0,4,74
2023-07-03,3,1,1,74
2023-07-03,3,2,10,74
2023-07-03,3,3,59,74
2023-08-01,0,0,164,215
2023-08-01,0,1,44,215
2023-08-01,0,2,5,215
2023-08-01,0,3,2,215
2023-08-01,1,0,39,165
2023-08-01,1,1,121,165
2023-08-01,1,2,0,165
2023-08-01,1,3,5,165
2023-08-01,2,0,8,53
2023-08-01,2,1,0,53
2023-08-01,2,2,39,53
2023-08-01,2,3,6,53
2023-08-01,3,0,3,71
2023-08-01,3,1,0,71
2023-08-01,3,2,9,71
2023-08-01,3,3,59,71
2023-09-01,0,0,165,213
2023-09-01,0,1,41,213
2023-09-01,0,2,5,213
2023-09-01,0,3,2,213
2023-09-01,1,0,36,159
2023-09-01,1,1,118,159
2023-09-01,1,2,0,159
2023-09-01,1,3,5,159
2023-09-01,2,0,9,56
2023-09-01,2,1,0,56
2023-09-01,2,2,40,56
2023-09-01,2,3,7,56
2023-09-01,3,0,3,76
2023-09-01,3,1,0,76
2023-09-01,3,2,11,76
2023-09-01,3,3,62,76
2023-10-09,0,0,169,216
2023-10-09,0,1,40,216
2023-10-09,0,2,5,216
2023-10-09,0,3,2,216
2023-10-09,1,0,36,156
2023-10-09,1,1,115,156
2023-10-09,1,2,0,156
2023-10-09,1,3,5,156
2023-10-09,2,0,9,56
2023-10-09,2,1,0,56
2023-10-09,2,2,40,56
2023-10-09,2,3,7,56
2023-10-09,3,0,3,76
2023-10-09,3,1,0,76
2023-10-09,3,2,11,76
2023-10-09,3,3,62,76
2023-11-01,0,0,176,223
2023-11-01,0,1,40,223
2023-11-01,0,2,5,223
2023-11-01,0,3,2,223
2023-11-01,1,0,35,149
2023-11-01,1,1,109,149
2023-11-01,1,2,0,149
2023-11-01,1,3,5,149
2023-11-01,2,0,9,56
2023-11-01,2,1,0,56
2023-11-01,2,2,40,56
2023-11-01,2,3,7,56
2023-11-01,3,0,3,76
2023-11-01,3,1,0,76
2023-11-01,3,2,11,76
2023-11-01,3,3,62,76
2023-12-01,0,0,181,226
2023-12-01,0,1,38,226
2023-12-01,0,2,5,226
2023-12-01,0,3,2,226
2023-12-01,1,0,33,146
2023-12-01,1,1,108,146
2023-12-01,1,2,0,146
2023-12-01,1,3,5,146
2023-12-01,2,0,9,56
2023-12-01,2,1,0,56
2023-12-01,2,2,40,56
2023-12-01,2,3,7,56
2023-12-01,3,0,3,76
2023-12-01,3,1,0,76
2023-12-01,3,2,11,76
2023-12-01,3,3,62,76
2024-01-02,0,0,188,232
2024-01-02,0,1,37,232
2024-01-02,0,2,5,232
2024-01-02,0,3,2,232
2024-01-02,1,0,32,140
2024-01-02,1,1,103,140
2024-01-02,1,2,0,140
2024-01-02,1,3,5,140
2024-01-02,2,0,9,56
2024-01-02,2,1,0,56
2024-01-02,2,2,40,56
2024-01-02,2,3,7,56
2024-01-02,3,0,3,76
2024-01-02,3,1,0,76
2024-01-02,3,2,11,76
2024-01-02,3,3,62,76
2024-02-01,0,0,194,237
2024-02-01,0,1,39,237
2024-02-01,0,2,4,237
2024-02-01,0,3,0,237
2024-02-01,1,0,35,147
2024-02-01,1,1,108,147
2024-02-01,1,2,0,147
2024-02-01,1,3,4,147
2024-02-01,2,0,7,53
2024-02-01,2,1,0,53
2024-02-01,2,2,39,53
2024-02-01,2,3,7,53
2024-02-01,3,0,1,67
2024-02-01,3,1,0,67
2024-02-01,3,2,10,67
2024-02-01,3,3,56,67
2024-03-01,0,0,187,230
2024-03-01,0,1,38,230
2024-03-01,0,2,4,230
2024-03-01,0,3,1,230
2024-03-01,1,0,34,153
2024-03-01,1,1,115,153
2024-03-01,1,2,0,153
2024-03-01,1,3,4,153
2024-03-01,2,0,7,53
2024-03-01,2,1,0,53
2024-03-01,2,2,39,53
2024-03-01,2,3,7,53
2024-03-01,3,0,1,68
2024-03-01,3,1,0,68
2024-03-01,3,2,10,68
2024-03-01,3,3,57,68
2024-04-01,0,0,178,216
2024-04-01,0,1,33,216
2024-04-01,0,2,4,216
2024-04-01,0,3,1,216
2024-04-01,1,0,29,146
2024-04-01,1,1,113,146
2024-04-01,1,2,0,146
2024-04-01,1,3,4,146
2024-04-01,2,0,7,60
2024-04-01,2,1,0,60
2024-04-01,2,2,44,60
2024-04-01,2,3,9,60
2024-04-01,3,0,1,82
2024-04-01,3,1,0,82
2024-04-01,3,2,12,82
2024-04-01,3,3,69,82
2024-05-06,0,0,164,200
2024-05-06,0,1,31,200
2024-05-06,0,2,4,200
2024-05-06,0,3,1,200
2024-05-06,1,0,28,142
2024-05-06,1,1,110,142
2024-05-06,1,2,0,142
2024-05-06,1,3,4,142
2024-05-06,2,0,7,69
2024-05-06,2,1,0,69
2024-05-06,2,2,50,69
2024-05-06,2,3,12,69
2024-05-06,3,0,1,93
2024-05-06,3,1,0,93
2024-05-06,3,2,15,93
2024-05-06,3,3,77,93
2024-06-03,0,0,152,186
2024-06-03,0,1,29,186
2024-06-03,0,2,4,186
2024-06-03,0,3,1,186
2024-06-03,1,0,26,136
2024-06-03,1,1,106,136
2024-06-03,1,2,0,136
2024-06-03,1,3,4,136
2024-06-03,2,0,7,77
2024-06-03,2,1,0,77
2024-06-03,2,2,56,77
2024-06-03,2,3,14,77
2024-06-03,3,0,1,105
2024-06-03,3,1,0,105
2024-06-03,3,2,18,105
2024-06-03,3,3,86,105
2024-07-01,0,0,148,181
2024-07-01,0,1,26,181
2024-07-01,0,2,5,181
2024-07-01,0,3,2,181
2024-07-01,1,0,23,125
2024-07-01,1,1,98,125
2024-07-01,1,2,0,125
2024-07-01,1,3,4,125
2024-07-01,2,0,9,90
2024-07-01,2,1,0,90
2024-07-01,2,2,64,90
2024-07-01,2,3,17,90
2024-07-01,3,0,1,108
2024-07-01,3,1,0,108
2024-07-01,3,2,21,108
2024-07-01,3,3,86,108
2024-08-01,0,0,157,192
2024-08-01,0,1,27,192
2024-08-01,0,2,5,192
2024-08-01,0,3,3,192
