period,date,panic_budget,learned_budget,panic_sd,learned_sd,risk_status,risk_update_scheduled,risk_attempt_origin,last_successful_risk_origin,risk_window_start,risk_window_observations,panic_state,learned_state,target,panic_active_days,learned_active_days,panic_active_exposure,learned_active_exposure,panic_reference_return,learned_reference_return
earlier_diagnostic,2017-08-01,0.37547956425152507,0.624520435748475,,,NO_VIEW_TOO_FEW_ACTIVE_DAYS_KEEP_BUDGET,True,2017-08-01,2017-02-03,2016-08-03,242,0.0,1.0,0.624520435748475,0,52,0.0,1.0,0.0,0.007888439815772363
earlier_diagnostic,2017-09-01,0.37547956425152507,0.624520435748475,,,NO_VIEW_TOO_FEW_ACTIVE_DAYS_KEEP_BUDGET,True,2017-09-01,2017-02-03,2016-09-05,242,0.0,0.0,0.0,0,61,0.0,0.0,0.0,0.0
earlier_diagnostic,2017-10-09,0.37547956425152507,0.624520435748475,,,NO_VIEW_TOO_FEW_ACTIVE_DAYS_KEEP_BUDGET,True,2017-10-09,2017-02-03,2016-10-13,242,0.0,0.0,0.0,0,61,0.0,0.0,0.0,0.0
earlier_diagnostic,2017-11-01,0.37547956425152507,0.624520435748475,,,NO_VIEW_TOO_FEW_ACTIVE_DAYS_KEEP_BUDGET,True,2017-11-01,2017-02-03,2016-11-07,242,0.0,0.0,0.0,0,61,0.0,0.0,0.0,0.0
earlier_diagnostic,2017-12-01,0.37547956425152507,0.624520435748475,,,NO_VIEW_TOO_FEW_ACTIVE_DAYS_KEEP_BUDGET,True,2017-12-01,2017-02-03,2016-12-07,242,0.0,0.0,0.0,0,61,0.0,0.0,0.0,0.0
earlier_diagnostic,2018-01-02,0.37547956425152507,0.624520435748475,,,NO_VIEW_TOO_FEW_ACTIVE_DAYS_KEEP_BUDGET,True,2018-01-02,2017-02-03,2017-01-06,242,0.0,0.0,0.0,0,61,0.0,0.0,0.0,0.0
earlier_diagnostic,2018-02-01,0.37547956425152507,0.624520435748475,,,NO_VIEW_TOO_FEW_ACTIVE_DAYS_KEEP_BUDGET,True,2018-02-01,2017-02-03,2017-02-14,242,0.0,0.0,0.0,0,61,0.0,0.0,0.0,0.0
earlier_diagnostic,2018-03-01,0.3961392178727295,0.6038607821272705,0.011498132997680571,0.0075428998661777906,RISK_BUDGET_AVAILABLE,True,2018-03-01,2018-03-01,2017-03-07,242,1.0,0.0,0.3961392178727295,8,61,1.0,0.0,0.00720013067762304,0.0
earlier_diagnostic,2018-04-02,0.4221594655363086,0.5778405344636914,0.010324518685234626,0.0075428998661777906,RISK_BUDGET_AVAILABLE,True,2018-04-02,2018-04-02,2017-04-10,242,0.0,0.0,0.0,11,61,0.0,0.0,0.0,0.0
earlier_diagnostic,2018-05-02,0.4221594655363086,0.5778405344636914,0.010324518685234626,0.0075428998661777906,RISK_BUDGET_AVAILABLE,True,2018-05-02,2018-05-02,2017-05-05,242,0.0,0.0,0.0,11,61,0.0,0.0,0.0,0.0
earlier_diagnostic,2018-06-01,0.42361339727481234,0.5763866027251878,0.010324518685234626,0.007587970322004145,RISK_BUDGET_AVAILABLE,True,2018-06-01,2018-06-01,2017-06-08,242,0.0,0.0,0.0,11,48,0.0,0.0,0.0,0.0
earlier_diagnostic,2018-07-02,0.431835206294036,0.568164793705964,0.010324518685234626,0.00784717868075486,RISK_BUDGET_AVAILABLE,True,2018-07-02,2018-07-02,2017-07-06,242,0.0,0.0,0.0,11,28,0.0,0.0,0.0,0.0
earlier_diagnostic,2018-08-01,0.45164708429894107,0.5483529157010589,0.010324518685234626,0.008503718367239002,RISK_BUDGET_AVAILABLE,True,2018-08-01,2018-08-01,2017-08-07,242,0.0,0.0,0.0,11,6,0.0,0.0,0.0,0.0
earlier_diagnostic,2018-09-03,0.45164708429894107,0.5483529157010589,,,NO_VIEW_TOO_FEW_ACTIVE_DAYS_KEEP_BUDGET,True,2018-09-03,2018-08-01,2017-09-07,242,0.0,0.0,0.0,11,0,0.0,0.0,0.0,0.0
earlier_diagnostic,2018-10-08,0.45164708429894107,0.5483529157010589,,,NO_VIEW_TOO_FEW_ACTIVE_DAYS_KEEP_BUDGET,True,2018-10-08,2018-08-01,2017-10-11,242,0.0,1.0,0.5483529157010589,11,0,0.0,0.0,0.0,0.0
earlier_diagnostic,2018-11-01,0.6948868695539431,0.30511313044605687,0.011547057668227037,0.026298110290772104,RISK_BUDGET_AVAILABLE,True,2018-11-01,2018-11-01,2017-11-06,242,0.0,0.0,0.0,16,5,0.0,0.0,0.0,0.0
earlier_diagnostic,2018-12-03,0.6948868695539431,0.30511313044605687,0.011547057668227037,0.026298110290772104,RISK_BUDGET_AVAILABLE,True,2018-12-03,2018-12-03,2017-12-06,242,0.0,0.0,0.0,16,5,0.0,0.0,0.0,0.0
earlier_diagnostic,2019-01-02,0.6948868695539431,0.30511313044605687,0.011547057668227037,0.026298110290772104,RISK_BUDGET_AVAILABLE,True,2019-01-02,2019-01-02,2018-01-04,242,0.0,0.0,0.0,16,5,0.0,0.0,0.0,0.0
earlier_diagnostic,2019-02-01,0.6948868695539431,0.30511313044605687,0.011547057668227037,0.026298110290772104,RISK_BUDGET_AVAILABLE,True,2019-02-01,2019-02-01,2018-02-05,242,0.0,0.0,0.0,16,5,0.0,0.0,0.0,0.0
earlier_diagnostic,2019-03-01,0.6974676291435928,0.30253237085640716,0.010290964527729339,0.023725112821605963,RISK_BUDGET_AVAILABLE,True,2019-03-01,2019-03-01,2018-03-05,242,0.0,1.0,0.30253237085640716,7,7,0.0,1.0,0.0,0.02044416088367318
earlier_diagnostic,2019-04-01,0.6668988898862674,0.3331011101137325,0.010057358408461543,0.020135751440459718,RISK_BUDGET_AVAILABLE,True,2019-04-01,2019-04-01,2018-04-03,242,0.0,0.0,0.0,5,13,0.0,0.0,0.0,0.0
earlier_diagnostic,2019-05-06,0.6668988898862674,0.3331011101137325,0.010057358408461543,0.020135751440459718,RISK_BUDGET_AVAILABLE,True,2019-05-06,2019-05-06,2018-05-08,242,0.0,0.0,0.0,5,13,0.0,0.0,0.0,0.0
earlier_diagnostic,2019-06-03,0.6501192790213556,0.3498807209786444,0.010057358408461543,0.018687747581746506,RISK_BUDGET_AVAILABLE,True,2019-06-03,2019-06-03,2018-06-05,242,0.0,1.0,0.3498807209786444,5,15,0.0,1.0,0.0,0.00219681368057989
earlier_diagnostic,2019-07-01,0.6103708778781795,0.3896291221218205,0.010057358408461543,0.01575528709835207,RISK_BUDGET_AVAILABLE,True,2019-07-01,2019-07-01,2018-07-03,242,0.0,1.0,0.3896291221218205,5,34,0.0,1.0,0.0,0.024556446478337657
earlier_diagnostic,2019-08-01,0.5989077164899761,0.40109228351002396,0.010057358408461543,0.01501756529849178,RISK_BUDGET_AVAILABLE,True,2019-08-01,2019-08-01,2018-08-03,242,0.0,0.0,0.0,5,38,0.0,0.0,0.0,0.0
earlier_diagnostic,2019-09-02,0.5989077164899761,0.40109228351002396,0.010057358408461543,0.01501756529849178,RISK_BUDGET_AVAILABLE,True,2019-09-02,2019-09-02,2018-09-04,242,0.0,0.0,0.0,5,38,0.0,0.0,0.0,0.0
earlier_diagnostic,2019-10-08,0.6021536256357942,0.3978463743642058,0.010057358408461543,0.015222144074209324,RISK_BUDGET_AVAILABLE,True,2019-10-08,2019-10-08,2018-10-10,242,0.0,0.0,0.0,5,37,0.0,0.0,0.0,0.0
earlier_diagnostic,2019-11-01,0.6021536256357942,0.3978463743642058,,,NO_VIEW_TOO_FEW_ACTIVE_DAYS_KEEP_BUDGET,True,2019-11-01,2019-10-08,2018-11-05,242,0.0,0.0,0.0,0,33,0.0,0.0,0.0,0.0
earlier_diagnostic,2019-12-02,0.6021536256357942,0.3978463743642058,,,NO_VIEW_TOO_FEW_ACTIVE_DAYS_KEEP_BUDGET,True,2019-12-02,2019-10-08,2018-12-04,242,0.0,0.0,0.0,0,33,0.0,0.0,0.0,0.0
