ts_code,reports,first,last
603658.SH,14,2018-08-06 00:00:00.000,2024-04-24 00:00:00.000
603659.SH,42,2017-11-03 00:00:00.000,2026-07-21 00:00:00.000
603699.SH,28,2017-01-23 00:00:00.000,2026-07-30 00:00:00.000
603799.SH,39,2017-04-16 00:00:00.000,2026-04-17 00:00:00.000
603806.SH,25,2020-07-24 00:00:00.000,2026-04-28 00:00:00.000
603833.SH,29,2017-05-11 00:00:00.000,2023-01-18 00:00:00.000
603882.SH,7,2020-08-18 00:00:00.000,2022-10-28 00:00:00.000
603893.SH,5,2025-07-25 00:00:00.000,2026-04-23 00:00:00.000
603899.SH,23,2017-05-09 00:00:00.000,2022-10-31 00:00:00.000
603939.SH,17,2020-08-28 00:00:00.000,2026-04-27 00:00:00.000
603986.SH,1,2025-03-21 00:00:00.000,2025-03-21 00:00:00.000
603993.SH,4,2024-03-01 00:00:00.000,2026-04-28 00:00:00.000
605117.SH,23,2022-06-17 00:00:00.000,2026-04-30 00:00:00.000
605499.SH,16,2021-07-29 00:00:00.000,2026-08-02 00:00:00.000
688005.SH,37,2019-07-10 00:00:00.000,2026-07-24 00:00:00.000
688008.SH,2,2019-07-21 00:00:00.000,2025-12-22 00:00:00.000
688009.SH,5,2024-11-24 00:00:00.000,2025-10-30 00:00:00.000
688012.SH,29,2019-07-05 00:00:00.000,2026-04-01 00:00:00.000
688036.SH,15,2020-07-16 00:00:00.000,2025-04-29 00:00:00.000
688041.SH,9,2024-02-02 00:00:00.000,2026-04-09 00:00:00.000
688072.SH,16,2022-06-22 00:00:00.000,2026-04-30 00:00:00.000
688082.SH,15,2021-12-08 00:00:00.000,2025-11-03 00:00:00.000
688111.SH,26,2019-11-13 00:00:00.000,2024-08-21 00:00:00.000
688223.SH,21,2022-05-04 00:00:00.000,2026-05-01 00:00:00.000
688256.SH,4,2025-02-26 00:00:00.000,2025-10-20 00:00:00.000
688271.SH,10,2022-08-22 00:00:00.000,2025-09-02 00:00:00.000
688303.SH,6,2021-08-25 00:00:00.000,2022-10-28 00:00:00.000
688363.SH,26,2020-10-26 00:00:00.000,2025-11-02 00:00:00.000
688472.SH,15,2023-08-07 00:00:00.000,2026-05-05 00:00:00.000
688506.SH,4,2024-04-11 00:00:00.000,2026-05-25 00:00:00.000
688521.SH,9,2025-06-10 00:00:00.000,2026-01-26 00:00:00.000
688561.SH,8,2020-12-23 00:00:00.000,2022-08-20 00:00:00.000
688599.SH,29,2021-02-01 00:00:00.000,2026-08-07 00:00:00.000
688981.SH,5,2023-04-29 00:00:00.000,2025-09-03 00:00:00.000
