period,model,cost,year,partial_year,days,end_equity,profit,annual_return,sharpe,volatility,max_drawdown,fills,commission,slippage,mean_exposure,max_accounting_error
main,MONTHLY_MEAN,STRESS,2021,False,243,193414.94296000001,-5335.126720000029,-0.026734418817522365,-0.1856104518873398,0.11215948206295384,-0.10567988181290466,8,138.22672,374.1000000000084,0.6351952563760634,4.865796654485166e-11
main,MONTHLY_MEAN,STRESS,2022,False,242,164939.78724000003,-28475.15571999998,-0.1472231425567202,-1.6787383402517648,0.09230422297356951,-0.1472231425567202,7,137.75572000000003,392.09999999999786,0.42994680532724266,4.4565240386873484e-11
main,MONTHLY_MEAN,STRESS,2023,False,242,147480.90688000002,-17458.88036000001,-0.1058500235276526,-1.7251303069192774,0.06366909735552968,-0.1400150186342759,3,65.88036000000001,193.99999999999733,0.3214130926919276,3.3800517940107966e-11
main,MONTHLY_MEAN,STRESS,2024,False,242,155045.34272000004,7564.43584000002,0.051290950130615354,1.7241888773103737,0.029258932236433284,-0.013890258249694587,5,149.66416,429.1999999999816,0.05091781581345528,2.8762769943568856e-11
main,MONTHLY_MEAN,STRESS,2025,False,243,152334.33196,-2711.0107600000338,-0.017413951289658502,-0.36351809062605145,0.04549047584640978,-0.04074826685642219,6,232.11076000000003,613.700000000023,0.1519557914746768,3.5925040720030665e-11
main,MONTHLY_MEAN,STRESS,2026,True,169,152334.33196,0.0,0.0,,0.0,0.0,0,0.0,0.0,0.0,0.0
main,MONTHLY_VOL10,BASE,2020,False,243,233185.82747999998,33185.82748000001,0.16519277960201761,1.1360827850784874,0.1437428166870875,-0.1063795068761183,7,113.87252000000001,351.5999999999985,0.5548355819291089,4.831690603168681e-11
main,MONTHLY_VOL10,BASE,2021,False,243,227213.03469999996,-5972.792779999989,-0.025509824778389922,-0.1743901412132403,0.11216368101258127,-0.10514010404047736,8,81.19278,240.0000000000091,0.6349527616211786,5.047695594839752e-11
main,MONTHLY_VOL10,BASE,2022,False,242,193672.76898,-33540.26571999997,-0.1476159400990562,-1.4171950596002811,0.108523044767645,-0.19108626253474348,7,60.36572000000001,203.00000000000526,0.570884531199375,5.2295945351943374e-11
main,MONTHLY_VOL10,BASE,2023,False,242,180689.87068,-12982.8983,-0.06703522838226528,-0.6244253419282108,0.10271268428426418,-0.15811477483411396,6,46.0983,140.90000000000794,0.7713227312537017,3.467448550509289e-11
main,MONTHLY_VOL10,BASE,2024,False,242,236921.64280000003,56231.77212000004,0.31120600124611286,1.5891683606521678,0.18042457841255993,-0.10479618041941174,9,119.42788000000003,346.8999999999817,0.6593826038455642,5.275069270282984e-11
main,MONTHLY_VOL10,BASE,2025,False,243,282480.96396,45559.32115999999,0.1914343360726367,1.6621727064612521,0.10899676141000811,-0.07638293339361657,8,106.77884,312.3999999999952,0.7377905383951023,7.764811016386375e-11
main,MONTHLY_VOL10,BASE,2026,True,169,286208.55016,3727.5861999999615,0.01894960145152713,0.22177209977774842,0.1135805208933458,-0.05680177643232065,4,59.91380000000001,187.5000000000071,0.6500832246133887,6.912159733474255e-11
main,MONTHLY_VOL10,STRESS,2020,False,243,232773.72947999998,32773.72947999995,0.16314205749741117,1.122864408137273,0.14388406587398309,-0.10661103491348856,7,227.57052000000002,624.0000000000057,0.5553443457042847,3.9108272176235914e-11
main,MONTHLY_VOL10,STRESS,2021,False,243,226527.76555999997,-6245.963920000009,-0.026723835781818472,-0.18545038584422716,0.11218327441232295,-0.10569423363645136,8,161.16392,436.20000000000977,0.6354435387740842,3.750955102077569e-11
main,MONTHLY_VOL10,STRESS,2022,False,242,192874.0146,-33653.750959999976,-0.1485634702518892,-1.427758817370399,0.10850029918702114,-0.19190232673038865,7,120.45096000000002,355.8999999999975,0.5709393532070237,5.093170329928398e-11
main,MONTHLY_VOL10,STRESS,2023,False,242,179762.12235999998,-13111.892239999986,-0.06798164214703906,-0.6343960960334386,0.10269977579343675,-0.158746356867827,6,89.79223999999999,255.40000000000333,0.7714303033099592,3.565503448044183e-11
main,MONTHLY_VOL10,STRESS,2024,False,242,235261.80211999995,55499.67975999997,0.3087395666638477,1.579715530008539,0.18029787103726871,-0.10540055948326699,9,234.62024000000002,649.4999999999973,0.6593239580193199,4.2518877307884395e-11
main,MONTHLY_VOL10,STRESS,2025,False,243,280118.63076,44856.82864000002,0.18981291855906668,1.6482645966374443,0.10909633231691142,-0.07643283233143527,8,211.87135999999998,565.3000000000112,0.7383122025606025,5.6274984672199935e-11
main,MONTHLY_VOL10,STRESS,2026,True,169,283600.76651999995,3482.1357599999756,0.0178481853632384,0.2123375322809497,0.11348009537492927,-0.05690744375637702,4,118.66424,325.99999999999886,0.6496706083499773,6.193090484885033e-11
main,BUY_HOLD,BASE,2020,False,243,256297.68936,56297.68935999999,0.2801811402090981,1.1907099693340903,0.22973862748596008,-0.16055455715202194,1,39.91064,145.2000000000055,0.9980743079350705,2.7284841053187847e-11
main,BUY_HOLD,BASE,2021,False,243,246278.88936,-10018.800000000017,-0.03893278801219757,-0.13366128040135403,0.17830056468572633,-0.16951436057712777,0,0.0,0.0,0.9850610403433633,8.185452315956354e-11
main,BUY_HOLD,BASE,2022,False,242,198120.88936,-48158.0,-0.19554254173042285,-1.0514121014186222,0.18977907942455732,-0.26884642923338553,0,0.0,0.0,0.9646426639612224,2.8194335754960775e-11
main,BUY_HOLD,BASE,2023,False,242,179970.88936,-18150.00000000003,-0.09161073352048288,-0.7125932032549951,0.12407304945822596,-0.1889518836882378,0,0.0,0.0,0.9467762506277704,2.6147972675971687e-11
main,BUY_HOLD,BASE,2024,False,242,208623.68936000002,28652.800000000017,0.1592079702550402,0.8216820202029026,0.205190869607964,-0.11679840124068286,0,0.0,0.0,0.9267134558125625,2.830802259268239e-11
main,BUY_HOLD,BASE,2025,False,243,248263.28936000002,39639.600000000006,0.18915367725962695,1.3400321123247918,0.13628707555074462,-0.09414639544677983,0,0.0,0.0,0.9266042470655912,2.773958840407431e-11
main,BUY_HOLD,BASE,2026,True,169,245794.88935999997,-2468.4000000000524,-0.014206802033368326,-0.003514220754062472,0.16599623080377188,-0.09158546378876364,0,0.0,0.0,0.9061019186906928,3.456079866737127e-11
main,BUY_HOLD,STRESS,2020,False,243,256160.94,56160.94,0.27950090108678527,1.1878191460739282,0.22987665769421262,-0.1606623698838784,1,79.86,241.99999999999483,0.9987206656200581,2.7284841053187847e-11
main,BUY_HOLD,STRESS,2021,False,243,246142.14,-10018.800000000017,-0.038953573670697406,-0.13361539585999332,0.17839610318891394,-0.1695957505420912,0,0.0,0.0,0.9855969179255238,6.184563972055912e-11
main,BUY_HOLD,STRESS,2022,False,242,197984.14,-48158.0,-0.1956511794364021,-1.05129529436696,0.18990571438352594,-0.2689957924311538,0,0.0,0.0,0.9652750460694337,2.8194335754960775e-11
main,BUY_HOLD,STRESS,2023,False,242,179834.14,-18150.0,-0.09167400984745544,-0.7125762950100147,0.1241588715812183,-0.18907262434712835,0,0.0,0.0,0.9474324087978188,2.6147972675971687e-11
main,BUY_HOLD,STRESS,2024,False,242,208486.94000000003,28652.800000000017,0.15932903507643226,0.821762876481774,0.20533270493983924,-0.11686865062529528,0,0.0,0.0,0.9273877392829509,2.830802259268239e-11
main,BUY_HOLD,STRESS,2025,False,243,248126.54000000004,39639.600000000006,0.18927770253141785,1.3400514866990718,0.1363716749344863,-0.09420692481264725,0,0.0,0.0,0.9271793006413872,2.773958840407431e-11
main,BUY_HOLD,STRESS,2026,True,169,245658.13999999998,-2468.4000000000815,-0.014214614869787368,-0.003471049136891104,0.16608551203510988,-0.09163177462535566,0,0.0,0.0,0.9065905916063223,5.4569682106375694e-11
main,ETF_VOL10,BASE,2020,False,243,226904.36537999997,26904.365380000003,0.1339327229694287,1.016405369627239,0.1323438047138981,-0.12810967794699324,22,165.43462000000002,488.1999999999913,0.5491634255860838,5.2949644668842666e-11
main,ETF_VOL10,BASE,2021,False,243,226935.61223999996,31.246859999984736,0.0001371426381753249,0.05427493550062342,0.1063376751628872,-0.0835609040625579,21,131.75314,378.90000000000583,0.6287961552845935,4.774847184307873e-11
main,ETF_VOL10,BASE,2022,False,242,187407.62563999995,-39527.986600000004,-0.1741815055373348,-1.6695662727276082,0.11090747575605805,-0.20762270908001235,25,138.88660000000002,416.60000000000093,0.5848807398188866,3.979039320256561e-11
main,ETF_VOL10,BASE,2023,False,242,173787.93081999995,-13619.694820000004,-0.07267417626944761,-0.6586958181772165,0.10604426402549291,-0.16503895577734196,25,148.09482000000003,414.2999999999919,0.7923278710100816,5.275069270282984e-11
main,ETF_VOL10,BASE,2024,False,242,190420.46711999993,16632.536299999978,0.09570593436219132,0.8089378689849765,0.12211187116005448,-0.11028836222178029,21,128.1637,360.19999999999146,0.7034858278535983,5.184119800105691e-11
main,ETF_VOL10,BASE,2025,False,243,219211.8465399999,28791.379419999983,0.15053211702895264,1.3437809587089162,0.1087958806822205,-0.07629629557713047,15,112.72058000000001,321.1999999999913,0.7467155091709415,4.133760000968323e-11
main,ETF_VOL10,BASE,2026,True,169,214724.5001599999,-4487.346379999974,-0.029182492105206292,-0.20854838038732237,0.11203980889471121,-0.06367451464702367,16,99.04638,307.80000000000473,0.6262650599594747,4.0753178609520546e-11
main,ETF_VOL10,STRESS,2020,False,243,226156.91988,26156.919879999972,0.1302127823460455,0.9902720890071244,0.13254379906384825,-0.12863606031679764,22,312.58011999999997,872.6999999999999,0.550804367333572,4.234834705130197e-11
main,ETF_VOL10,STRESS,2021,False,243,224538.89143999992,-1618.0284400000528,-0.007125113243206527,-0.014747071729218342,0.10589957027398,-0.08463487097734501,19,238.12844,655.8000000000084,0.6244436765364106,5.616129783447832e-11
main,ETF_VOL10,STRESS,2022,False,242,185366.97011999993,-39171.921319999994,-0.17445495107232822,-1.6762545091912926,0.11067797340640793,-0.20772317731186196,22,220.32132000000001,627.7999999999993,0.5893217128116149,4.303046807763167e-11
main,ETF_VOL10,STRESS,2023,False,242,171445.63347999993,-13921.336639999965,-0.07510149532566557,-0.6831850972773335,0.10607369377629212,-0.16681337749257352,25,282.73664,773.5999999999926,0.792386981633935,5.502442945726216e-11
main,ETF_VOL10,STRESS,2024,False,242,187514.4414399999,16068.807959999976,0.09372538474054792,0.7938857604981987,0.12215329394516374,-0.11104378206279208,21,232.09204000000003,673.6000000000078,0.70343870251681,5.491074261954054e-11
main,ETF_VOL10,STRESS,2025,False,243,216876.36419999992,29361.922760000016,0.15589268051503957,1.3863520791514226,0.1088086575926285,-0.07293392581395486,16,236.77724,643.3000000000013,0.7469315310341028,4.638422979041934e-11
main,ETF_VOL10,STRESS,2026,True,169,212038.81371999992,-4837.550479999976,-0.03178598915844966,-0.232505882528577,0.11204219075507453,-0.06453350131609259,16,196.15048000000002,520.9000000000062,0.6261182686539556,4.268940756446682e-11
