fit_index,fit_origin,deleted_cycle_id,training_cycles,training_rows,latest_exit_index,status,failure
1931,2020-05-06,11,"[1, 2, 3, 4, 5, 6, 8, 9, 10, 12, 13, 14, 15, 16, 17, 18, 19]",728,1899,FIT_COMPLETE,
1931,2020-05-06,12,"[1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19]",728,1899,FIT_COMPLETE,
1931,2020-05-06,13,"[1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 14, 15, 16, 17, 18, 19]",728,1899,FIT_COMPLETE,
1931,2020-05-06,14,"[1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 15, 16, 17, 18, 19]",728,1899,FIT_COMPLETE,
1931,2020-05-06,15,"[1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 16, 17, 18, 19]",731,1899,FIT_COMPLETE,
1931,2020-05-06,16,"[1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 17, 18, 19]",780,1899,FIT_COMPLETE,
1931,2020-05-06,17,"[1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 18, 19]",744,1899,FIT_COMPLETE,
1931,2020-05-06,18,"[1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 19]",749,1899,FIT_COMPLETE,
1931,2020-05-06,19,"[1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18]",759,1730,FIT_COMPLETE,
1949,2020-06-01,1,"[2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]",770,1945,FIT_COMPLETE,
1949,2020-06-01,2,"[1, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]",777,1945,FIT_COMPLETE,
1949,2020-06-01,3,"[1, 2, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]",823,1945,FIT_COMPLETE,
1949,2020-06-01,4,"[1, 2, 3, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]",770,1945,FIT_COMPLETE,
1949,2020-06-01,5,"[1, 2, 3, 4, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]",804,1945,FIT_COMPLETE,
1949,2020-06-01,6,"[1, 2, 3, 4, 5, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]",770,1945,FIT_COMPLETE,
1949,2020-06-01,8,"[1, 2, 3, 4, 5, 6, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]",828,1945,FIT_COMPLETE,
1949,2020-06-01,9,"[1, 2, 3, 4, 5, 6, 8, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]",770,1945,FIT_COMPLETE,
1949,2020-06-01,10,"[1, 2, 3, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]",770,1945,FIT_COMPLETE,
1949,2020-06-01,11,"[1, 2, 3, 4, 5, 6, 8, 9, 10, 12, 13, 14, 15, 16, 17, 18, 19, 20]",770,1945,FIT_COMPLETE,
1949,2020-06-01,12,"[1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20]",770,1945,FIT_COMPLETE,
1949,2020-06-01,13,"[1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 14, 15, 16, 17, 18, 19, 20]",770,1945,FIT_COMPLETE,
1949,2020-06-01,14,"[1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 15, 16, 17, 18, 19, 20]",770,1945,FIT_COMPLETE,
1949,2020-06-01,15,"[1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 16, 17, 18, 19, 20]",773,1945,FIT_COMPLETE,
1949,2020-06-01,16,"[1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 17, 18, 19, 20]",822,1945,FIT_COMPLETE,
1949,2020-06-01,17,"[1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 18, 19, 20]",786,1945,FIT_COMPLETE,
1949,2020-06-01,18,"[1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 19, 20]",791,1945,FIT_COMPLETE,
1949,2020-06-01,19,"[1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 20]",801,1945,FIT_COMPLETE,
1949,2020-06-01,20,"[1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",787,1899,FIT_COMPLETE,
1969,2020-07-01,1,"[2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]",770,1945,FIT_COMPLETE,
1969,2020-07-01,2,"[1, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]",777,1945,FIT_COMPLETE,
1969,2020-07-01,3,"[1, 2, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]",823,1945,FIT_COMPLETE,
1969,2020-07-01,4,"[1, 2, 3, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]",770,1945,FIT_COMPLETE,
1969,2020-07-01,5,"[1, 2, 3, 4, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]",804,1945,FIT_COMPLETE,
1969,2020-07-01,6,"[1, 2, 3, 4, 5, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]",770,1945,FIT_COMPLETE,
1969,2020-07-01,8,"[1, 2, 3, 4, 5, 6, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]",828,1945,FIT_COMPLETE,
1969,2020-07-01,9,"[1, 2, 3, 4, 5, 6, 8, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]",770,1945,FIT_COMPLETE,
1969,2020-07-01,10,"[1, 2, 3, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]",770,1945,FIT_COMPLETE,
1969,2020-07-01,11,"[1, 2, 3, 4, 5, 6, 8, 9, 10, 12, 13, 14, 15, 16, 17, 18, 19, 20]",770,1945,FIT_COMPLETE,
1969,2020-07-01,12,"[1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20]",770,1945,FIT_COMPLETE,
1969,2020-07-01,13,"[1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 14, 15, 16, 17, 18, 19, 20]",770,1945,FIT_COMPLETE,
1969,2020-07-01,14,"[1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 15, 16, 17, 18, 19, 20]",770,1945,FIT_COMPLETE,
1969,2020-07-01,15,"[1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 16, 17, 18, 19, 20]",773,1945,FIT_COMPLETE,
1969,2020-07-01,16,"[1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 17, 18, 19, 20]",822,1945,FIT_COMPLETE,
1969,2020-07-01,17,"[1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 18, 19, 20]",786,1945,FIT_COMPLETE,
1969,2020-07-01,18,"[1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 19, 20]",791,1945,FIT_COMPLETE,
1969,2020-07-01,19,"[1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 20]",801,1945,FIT_COMPLETE,
1969,2020-07-01,20,"[1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",787,1899,FIT_COMPLETE,
1992,2020-08-03,1,"[2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]",770,1945,FIT_COMPLETE,
1992,2020-08-03,2,"[1, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]",777,1945,FIT_COMPLETE,
1992,2020-08-03,3,"[1, 2, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]",823,1945,FIT_COMPLETE,
1992,2020-08-03,4,"[1, 2, 3, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]",770,1945,FIT_COMPLETE,
1992,2020-08-03,5,"[1, 2, 3, 4, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]",804,1945,FIT_COMPLETE,
1992,2020-08-03,6,"[1, 2, 3, 4, 5, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]",770,1945,FIT_COMPLETE,
1992,2020-08-03,8,"[1, 2, 3, 4, 5, 6, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]",828,1945,FIT_COMPLETE,
1992,2020-08-03,9,"[1, 2, 3, 4, 5, 6, 8, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]",770,1945,FIT_COMPLETE,
1992,2020-08-03,10,"[1, 2, 3, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]",770,1945,FIT_COMPLETE,
1992,2020-08-03,11,"[1, 2, 3, 4, 5, 6, 8, 9, 10, 12, 13, 14, 15, 16, 17, 18, 19, 20]",770,1945,FIT_COMPLETE,
1992,2020-08-03,12,"[1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20]",770,1945,FIT_COMPLETE,
1992,2020-08-03,13,"[1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 14, 15, 16, 17, 18, 19, 20]",770,1945,FIT_COMPLETE,
1992,2020-08-03,14,"[1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 15, 16, 17, 18, 19, 20]",770,1945,FIT_COMPLETE,
1992,2020-08-03,15,"[1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 16, 17, 18, 19, 20]",773,1945,FIT_COMPLETE,
1992,2020-08-03,16,"[1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 17, 18, 19, 20]",822,1945,FIT_COMPLETE,
1992,2020-08-03,17,"[1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 18, 19, 20]",786,1945,FIT_COMPLETE,
1992,2020-08-03,18,"[1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 19, 20]",791,1945,FIT_COMPLETE,
1992,2020-08-03,19,"[1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 20]",801,1945,FIT_COMPLETE,
1992,2020-08-03,20,"[1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",787,1899,FIT_COMPLETE,
2013,2020-09-01,1,"[2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]",770,1945,FIT_COMPLETE,
2013,2020-09-01,2,"[1, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]",777,1945,FIT_COMPLETE,
2013,2020-09-01,3,"[1, 2, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]",823,1945,FIT_COMPLETE,
2013,2020-09-01,4,"[1, 2, 3, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]",770,1945,FIT_COMPLETE,
2013,2020-09-01,5,"[1, 2, 3, 4, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]",804,1945,FIT_COMPLETE,
2013,2020-09-01,6,"[1, 2, 3, 4, 5, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]",770,1945,FIT_COMPLETE,
2013,2020-09-01,8,"[1, 2, 3, 4, 5, 6, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]",828,1945,FIT_COMPLETE,
2013,2020-09-01,9,"[1, 2, 3, 4, 5, 6, 8, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]",770,1945,FIT_COMPLETE,
2013,2020-09-01,10,"[1, 2, 3, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]",770,1945,FIT_COMPLETE,
2013,2020-09-01,11,"[1, 2, 3, 4, 5, 6, 8, 9, 10, 12, 13, 14, 15, 16, 17, 18, 19, 20]",770,1945,FIT_COMPLETE,
2013,2020-09-01,12,"[1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20]",770,1945,FIT_COMPLETE,
2013,2020-09-01,13,"[1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 14, 15, 16, 17, 18, 19, 20]",770,1945,FIT_COMPLETE,
2013,2020-09-01,14,"[1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 15, 16, 17, 18, 19, 20]",770,1945,FIT_COMPLETE,
2013,2020-09-01,15,"[1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 16, 17, 18, 19, 20]",773,1945,FIT_COMPLETE,
2013,2020-09-01,16,"[1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 17, 18, 19, 20]",822,1945,FIT_COMPLETE,
2013,2020-09-01,17,"[1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 18, 19, 20]",786,1945,FIT_COMPLETE,
2013,2020-09-01,18,"[1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 19, 20]",791,1945,FIT_COMPLETE,
2013,2020-09-01,19,"[1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 20]",801,1945,FIT_COMPLETE,
2013,2020-09-01,20,"[1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",787,1899,FIT_COMPLETE,
2035,2020-10-09,1,"[2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21]",829,2029,FIT_COMPLETE,
2035,2020-10-09,2,"[1, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21]",836,2029,FIT_COMPLETE,
2035,2020-10-09,3,"[1, 2, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21]",882,2029,FIT_COMPLETE,
2035,2020-10-09,4,"[1, 2, 3, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21]",829,2029,FIT_COMPLETE,
2035,2020-10-09,5,"[1, 2, 3, 4, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21]",863,2029,FIT_COMPLETE,
2035,2020-10-09,6,"[1, 2, 3, 4, 5, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21]",829,2029,FIT_COMPLETE,
2035,2020-10-09,8,"[1, 2, 3, 4, 5, 6, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21]",887,2029,FIT_COMPLETE,
2035,2020-10-09,9,"[1, 2, 3, 4, 5, 6, 8, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21]",829,2029,FIT_COMPLETE,
2035,2020-10-09,10,"[1, 2, 3, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21]",829,2029,FIT_COMPLETE,
2035,2020-10-09,11,"[1, 2, 3, 4, 5, 6, 8, 9, 10, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21]",829,2029,FIT_COMPLETE,
2035,2020-10-09,12,"[1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20, 21]",829,2029,FIT_COMPLETE,
2035,2020-10-09,13,"[1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 14, 15, 16, 17, 18, 19, 20, 21]",829,2029,FIT_COMPLETE,
2035,2020-10-09,14,"[1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 15, 16, 17, 18, 19, 20, 21]",829,2029,FIT_COMPLETE,
2035,2020-10-09,15,"[1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 16, 17, 18, 19, 20, 21]",832,2029,FIT_COMPLETE,
2035,2020-10-09,16,"[1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 17, 18, 19, 20, 21]",881,2029,FIT_COMPLETE,
2035,2020-10-09,17,"[1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 18, 19, 20, 21]",845,2029,FIT_COMPLETE,
2035,2020-10-09,18,"[1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 19, 20, 21]",850,2029,FIT_COMPLETE,
2035,2020-10-09,19,"[1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 20, 21]",860,2029,FIT_COMPLETE,
2035,2020-10-09,20,"[1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 21]",846,2029,FIT_COMPLETE,
2035,2020-10-09,21,"[1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]",829,1945,FIT_COMPLETE,
2051,2020-11-02,1,"[2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21]",829,2029,FIT_COMPLETE,
2051,2020-11-02,2,"[1, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21]",836,2029,FIT_COMPLETE,
2051,2020-11-02,3,"[1, 2, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21]",882,2029,FIT_COMPLETE,
2051,2020-11-02,4,"[1, 2, 3, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21]",829,2029,FIT_COMPLETE,
2051,2020-11-02,5,"[1, 2, 3, 4, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21]",863,2029,FIT_COMPLETE,
2051,2020-11-02,6,"[1, 2, 3, 4, 5, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21]",829,2029,FIT_COMPLETE,
2051,2020-11-02,8,"[1, 2, 3, 4, 5, 6, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21]",887,2029,FIT_COMPLETE,
2051,2020-11-02,9,"[1, 2, 3, 4, 5, 6, 8, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21]",829,2029,FIT_COMPLETE,
2051,2020-11-02,10,"[1, 2, 3, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21]",829,2029,FIT_COMPLETE,
2051,2020-11-02,11,"[1, 2, 3, 4, 5, 6, 8, 9, 10, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21]",829,2029,FIT_COMPLETE,
2051,2020-11-02,12,"[1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20, 21]",829,2029,FIT_COMPLETE,
2051,2020-11-02,13,"[1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 14, 15, 16, 17, 18, 19, 20, 21]",829,2029,FIT_COMPLETE,
2051,2020-11-02,14,"[1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 15, 16, 17, 18, 19, 20, 21]",829,2029,FIT_COMPLETE,
2051,2020-11-02,15,"[1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 16, 17, 18, 19, 20, 21]",832,2029,FIT_COMPLETE,
2051,2020-11-02,16,"[1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 17, 18, 19, 20, 21]",881,2029,FIT_COMPLETE,
2051,2020-11-02,17,"[1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 18, 19, 20, 21]",845,2029,FIT_COMPLETE,
2051,2020-11-02,18,"[1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 19, 20, 21]",850,2029,FIT_COMPLETE,
2051,2020-11-02,19,"[1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 20, 21]",860,2029,FIT_COMPLETE,
2051,2020-11-02,20,"[1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 21]",846,2029,FIT_COMPLETE,
2051,2020-11-02,21,"[1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]",829,1945,FIT_COMPLETE,
2072,2020-12-01,1,"[2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21]",829,2029,FIT_COMPLETE,
2072,2020-12-01,2,"[1, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21]",836,2029,FIT_COMPLETE,
2072,2020-12-01,3,"[1, 2, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21]",882,2029,FIT_COMPLETE,
2072,2020-12-01,4,"[1, 2, 3, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21]",829,2029,FIT_COMPLETE,
2072,2020-12-01,5,"[1, 2, 3, 4, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21]",863,2029,FIT_COMPLETE,
2072,2020-12-01,6,"[1, 2, 3, 4, 5, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21]",829,2029,FIT_COMPLETE,
2072,2020-12-01,8,"[1, 2, 3, 4, 5, 6, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21]",887,2029,FIT_COMPLETE,
2072,2020-12-01,9,"[1, 2, 3, 4, 5, 6, 8, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21]",829,2029,FIT_COMPLETE,
2072,2020-12-01,10,"[1, 2, 3, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21]",829,2029,FIT_COMPLETE,
2072,2020-12-01,11,"[1, 2, 3, 4, 5, 6, 8, 9, 10, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21]",829,2029,FIT_COMPLETE,
2072,2020-12-01,12,"[1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20, 21]",829,2029,FIT_COMPLETE,
2072,2020-12-01,13,"[1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 14, 15, 16, 17, 18, 19, 20, 21]",829,2029,FIT_COMPLETE,
2072,2020-12-01,14,"[1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 15, 16, 17, 18, 19, 20, 21]",829,2029,FIT_COMPLETE,
2072,2020-12-01,15,"[1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 16, 17, 18, 19, 20, 21]",832,2029,FIT_COMPLETE,
2072,2020-12-01,16,"[1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 17, 18, 19, 20, 21]",881,2029,FIT_COMPLETE,
2072,2020-12-01,17,"[1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 18, 19, 20, 21]",845,2029,FIT_COMPLETE,
2072,2020-12-01,18,"[1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 19, 20, 21]",850,2029,FIT_COMPLETE,
2072,2020-12-01,19,"[1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 20, 21]",860,2029,FIT_COMPLETE,
2072,2020-12-01,20,"[1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 21]",846,2029,FIT_COMPLETE,
2072,2020-12-01,21,"[1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]",829,1945,FIT_COMPLETE,
2095,2021-01-04,1,"[2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21]",829,2029,FIT_COMPLETE,
2095,2021-01-04,2,"[1, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21]",836,2029,FIT_COMPLETE,
2095,2021-01-04,3,"[1, 2, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21]",882,2029,FIT_COMPLETE,
2095,2021-01-04,4,"[1, 2, 3, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21]",829,2029,FIT_COMPLETE,
2095,2021-01-04,5,"[1, 2, 3, 4, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21]",863,2029,FIT_COMPLETE,
2095,2021-01-04,6,"[1, 2, 3, 4, 5, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21]",829,2029,FIT_COMPLETE,
2095,2021-01-04,8,"[1, 2, 3, 4, 5, 6, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21]",887,2029,FIT_COMPLETE,
2095,2021-01-04,9,"[1, 2, 3, 4, 5, 6, 8, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21]",829,2029,FIT_COMPLETE,
2095,2021-01-04,10,"[1, 2, 3, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21]",829,2029,FIT_COMPLETE,
2095,2021-01-04,11,"[1, 2, 3, 4, 5, 6, 8, 9, 10, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21]",829,2029,FIT_COMPLETE,
2095,2021-01-04,12,"[1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20, 21]",829,2029,FIT_COMPLETE,
2095,2021-01-04,13,"[1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 14, 15, 16, 17, 18, 19, 20, 21]",829,2029,FIT_COMPLETE,
2095,2021-01-04,14,"[1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 15, 16, 17, 18, 19, 20, 21]",829,2029,FIT_COMPLETE,
2095,2021-01-04,15,"[1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 16, 17, 18, 19, 20, 21]",832,2029,FIT_COMPLETE,
2095,2021-01-04,16,"[1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 17, 18, 19, 20, 21]",881,2029,FIT_COMPLETE,
2095,2021-01-04,17,"[1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 18, 19, 20, 21]",845,2029,FIT_COMPLETE,
