ts_code,trade_time,vol,amount,low,high,bar_vwap
510300.SH,2021-07-30 14:13:00,396400,1927184,4.863,4.865,4.861715438950555
510300.SH,2021-08-02 14:22:00,1350100,6748115,4.995,4.997,4.998233464187838
510300.SH,2021-08-02 14:32:00,1747800,8734664,4.995,4.996,4.997519166952741
510300.SH,2021-08-13 11:10:00,715100,3586024,5.016,5.018,5.014716822821983
510300.SH,2021-08-24 10:46:00,508800,2512494,4.935,4.937,4.938077830188679
510300.SH,2021-08-26 11:00:00,675500,3318390,4.914,4.915,4.912494448556624
510300.SH,2021-09-13 13:25:00,855400,4324215,5.05,5.054,5.055196399345336
510300.SH,2021-09-29 13:04:00,679800,3338913,4.907,4.91,4.9116107678729035
510300.SH,2021-10-08 09:58:00,1683600,8420514,4.998,5.0,5.001493228795439
510300.SH,2021-10-18 11:02:00,965900,4770292,4.94,4.942,4.938701728957449
510300.SH,2021-10-18 13:25:00,839200,4137755,4.932,4.933,4.930594613918017
510300.SH,2021-10-19 10:20:00,1192200,5935137,4.975,4.977,4.978306492199295
510300.SH,2021-10-27 14:20:00,422400,2097084,4.966,4.967,4.9646875
510300.SH,2021-11-15 13:16:00,992900,4911824,4.948,4.949,4.946947326014705
510300.SH,2021-11-24 14:50:00,1059100,5291115,4.997,4.998,4.995859692191483
510300.SH,2021-12-06 14:54:00,1598400,7948855,4.971,4.972,4.973007382382383
510300.SH,2021-12-14 13:27:00,512600,2632533,5.138,5.139,5.135647678501756
510300.SH,2021-12-23 13:20:00,1688900,8419450,4.983,4.983,4.985167860737758
510300.SH,2022-01-19 10:47:00,335200,1610417,4.801,4.803,4.804346658711217
510300.SH,2022-02-11 14:50:00,10098600,46455470,4.596,4.598,4.600189135127642
510300.SH,2022-03-28 10:59:00,467000,1933434,4.142,4.145,4.140115631691649
510300.SH,2022-03-28 11:15:00,465500,1933555,4.155,4.158,4.153716433941998
510300.SH,2022-04-20 13:19:00,2409600,9881344,4.102,4.104,4.100823373173971
510300.SH,2022-05-11 10:17:00,5817700,23131700,3.973,3.975,3.976090207470306
510300.SH,2022-05-20 13:22:00,3572000,14550538,4.07,4.072,4.073498880179171
510300.SH,2022-05-20 14:20:00,7276200,29638720,4.071,4.072,4.0733789615458615
510300.SH,2022-05-26 13:19:00,8247900,33095688,4.006,4.01,4.012619939620994
510300.SH,2022-06-13 11:00:00,852000,3584276,4.208,4.21,4.2068967136150235
510300.SH,2022-06-15 13:02:00,5872500,25383652,4.324,4.327,4.322460962111537
510300.SH,2022-07-26 14:53:00,8391900,36095744,4.299,4.3,4.301260024547481
510300.SH,2022-12-06 10:01:00,0,0,4.012,4.012,
510300.SH,2022-12-06 10:02:00,0,0,4.012,4.012,
510300.SH,2023-07-20 14:10:00,8404900,32855602,3.906,3.908,3.9091008816285737
510300.SH,2024-09-27 10:30:00,0,0,3.709,3.709,
510300.SH,2024-09-27 10:31:00,0,0,3.709,3.709,
510300.SH,2024-09-27 10:34:00,0,0,3.71,3.71,
510300.SH,2024-09-27 10:39:00,0,0,3.72,3.72,
510300.SH,2024-09-27 10:40:00,0,0,3.72,3.72,
510300.SH,2024-09-27 10:42:00,0,0,3.713,3.713,
510300.SH,2025-04-11 11:03:00,13163500,50034144,3.802,3.804,3.8009757283397274
510300.SH,2025-11-14 10:29:00,3127300,14977361,4.787,4.788,4.789230646244365
510300.SH,2026-01-05 11:20:00,5464900,26396056,4.828,4.829,4.830107778733371
510300.SH,2026-03-09 14:44:00,3062900,14177088,4.625,4.627,4.628648666296647
510300.SH,2026-03-09 14:47:00,9245100,42785210,4.624,4.626,4.627879633535603
510300.SH,2026-04-23 13:15:00,4093800,19609732,4.787,4.789,4.790105036885046
510300.SH,2026-04-28 14:52:00,4346800,20725012,4.769,4.77,4.767877979203092
510300.SH,2026-05-06 10:21:00,13865100,68032120,4.908,4.91,4.906716864645765
510300.SH,2026-05-18 14:45:00,6014000,29046208,4.831,4.833,4.829765214499501
510300.SH,2026-05-26 13:57:00,604700,2978864,4.923,4.925,4.926184885066975
510300.SH,2026-07-06 14:58:00,0,0,4.874,4.874,
510300.SH,2026-07-06 14:59:00,0,0,4.874,4.874,
510300.SH,2026-07-07 14:58:00,0,0,4.825,4.825,
510300.SH,2026-07-07 14:59:00,0,0,4.825,4.825,
510300.SH,2026-07-08 14:58:00,0,0,4.8,4.8,
510300.SH,2026-07-08 14:59:00,0,0,4.8,4.8,
510300.SH,2026-07-09 14:58:00,0,0,4.917,4.917,
510300.SH,2026-07-09 14:59:00,0,0,4.917,4.917,
510300.SH,2026-07-10 14:59:00,0,0,4.83,4.83,
510300.SH,2026-07-13 14:59:00,0,0,4.742,4.742,
510300.SH,2026-07-14 09:43:00,20141400,95190510,4.72,4.725,4.726111888945158
510300.SH,2026-07-14 14:59:00,0,0,4.836,4.836,
510300.SH,2026-07-15 14:58:00,0,0,4.835,4.835,
510300.SH,2026-07-15 14:59:00,0,0,4.835,4.835,
510300.SH,2026-07-16 14:59:00,0,0,4.75,4.75,
510300.SH,2026-07-17 14:59:00,0,0,4.588,4.588,
510300.SH,2026-07-20 14:59:00,0,0,4.65,4.65,
510300.SH,2026-07-21 14:58:00,0,0,4.788,4.788,
510300.SH,2026-07-21 14:59:00,0,0,4.788,4.788,
510300.SH,2026-07-22 14:58:00,0,0,4.765,4.765,
510300.SH,2026-07-22 14:59:00,0,0,4.765,4.765,
510300.SH,2026-07-23 14:58:00,0,0,4.785,4.785,
510300.SH,2026-07-23 14:59:00,0,0,4.785,4.785,
510300.SH,2026-07-24 14:59:00,0,0,4.701,4.701,
510300.SH,2026-07-27 14:58:00,0,0,4.754,4.754,
510300.SH,2026-07-27 14:59:00,0,0,4.754,4.754,
510300.SH,2026-07-28 14:58:00,100,462,4.624,4.624,4.62
510300.SH,2026-07-28 14:59:00,0,0,4.624,4.624,
510300.SH,2026-07-29 14:58:00,0,0,4.657,4.657,
510300.SH,2026-07-29 14:59:00,0,0,4.657,4.657,
510300.SH,2026-07-30 14:17:00,1711400,7917276,4.623,4.625,4.626198434030618
510300.SH,2026-07-30 14:59:00,0,0,4.602,4.602,
510300.SH,2026-07-31 14:55:00,13982200,65067064,4.651,4.652,4.653564102930869
510300.SH,2026-07-31 14:59:00,0,0,4.654,4.654,
510300.SH,2026-08-03 14:59:00,0,0,4.6,4.6,
510300.SH,2026-08-04 14:59:00,0,0,4.657,4.657,
510300.SH,2026-08-05 14:58:00,0,0,4.715,4.715,
510300.SH,2026-08-05 14:59:00,0,0,4.715,4.715,
510300.SH,2026-08-06 14:59:00,0,0,4.71,4.71,
510300.SH,2026-08-07 14:59:00,0,0,4.751,4.751,
510300.SH,2026-08-10 14:58:00,0,0,4.759,4.759,
510300.SH,2026-08-10 14:59:00,0,0,4.759,4.759,
510300.SH,2026-08-11 14:59:00,0,0,4.727,4.727,
510300.SH,2026-08-12 14:58:00,0,0,4.75,4.75,
510300.SH,2026-08-12 14:59:00,0,0,4.75,4.75,
510300.SH,2026-08-13 13:48:00,3727900,17788468,4.773,4.774,4.771712760535422
510300.SH,2026-08-13 14:59:00,0,0,4.729,4.729,
510300.SH,2026-08-14 14:59:00,0,0,4.726,4.726,
510300.SH,2026-08-17 14:59:00,0,0,4.801,4.801,
510300.SH,2026-08-18 14:59:00,0,0,4.787,4.787,
510300.SH,2026-08-19 14:59:00,0,0,4.643,4.643,
510300.SH,2026-08-20 14:59:00,0,0,4.652,4.652,
510300.SH,2026-08-21 10:41:00,1821100,8512095,4.672,4.673,4.674150238866619
510300.SH,2026-08-21 14:59:00,0,0,4.681,4.681,
510300.SH,2026-08-24 14:59:00,0,0,4.627,4.627,
510300.SH,2026-08-25 11:20:00,2827800,13005038,4.6,4.602,4.59899497842846
510300.SH,2026-08-25 14:58:00,0,0,4.616,4.616,
510300.SH,2026-08-25 14:59:00,0,0,4.616,4.616,
510300.SH,2026-08-26 14:59:00,0,0,4.653,4.653,
510300.SH,2026-08-27 14:59:00,0,0,4.692,4.692,
510300.SH,2026-08-28 14:59:00,0,0,4.678,4.678,
510300.SH,2026-08-31 14:59:00,0,0,4.684,4.684,
510300.SH,2026-09-01 14:59:00,0,0,4.681,4.681,
510300.SH,2026-09-02 14:58:00,0,0,4.615,4.615,
510300.SH,2026-09-02 14:59:00,0,0,4.615,4.615,
510300.SH,2026-09-03 11:21:00,813800,3773740,4.639,4.64,4.637183583189973
510300.SH,2026-09-03 14:59:00,0,0,4.621,4.621,
510300.SH,2026-09-04 14:59:00,0,0,4.616,4.616,
